,Time (d),COD_meas_Pearson_NPC (gCOD/m3),COD_pred_Pearson_NPC (gCOD/m3)
187,495.0416667,41.301193359,41.716564
188,495.08333330000005,40.898419755,41.158997
189,495.125,40.636373932,40.782562
190,495.1666667,40.356237166999996,40.50974
191,495.20833330000005,39.941172587,40.227077
192,495.25,39.469465638,39.85056
193,495.2916667,39.052047336,39.441376
194,495.33333330000005,38.816975783000004,39.081684
195,495.375,38.800481629000004,38.880337
196,495.4166667,39.119434075,38.91241
197,495.45833330000005,39.258781568,39.30114
198,495.5,39.141506093000004,39.58723
199,495.5416667,39.078449301,39.64541
200,495.58333330000005,39.179570228,39.69199
201,495.625,39.25629986,39.825283
202,495.6666667,39.19005451300001,39.93205
203,495.70833330000005,39.22927013,39.937294
204,495.75,39.406862964000005,40.01652
205,495.7916667,39.777892051,40.20631
206,495.83333330000005,40.178006249,40.54779
207,495.875,40.430137570999996,40.914566
208,495.9166667,40.506326372,41.17518
209,495.95833330000005,40.504203279,41.3021
210,496.0,40.637857915,41.359303
211,496.0416667,40.840806713000006,41.49527
212,496.08333330000005,40.973944812,41.669395
213,496.125,41.089115584,41.790386
214,496.1666667,41.336417976,41.892292
215,496.20833330000005,41.64864637699999,42.077892
216,496.25,41.861524465,42.306126
217,496.2916667,42.039680997,42.466488
218,496.33333330000005,42.338911178000004,42.6023
219,496.375,42.69069281500001,42.82765
220,496.4166667,43.18349059500001,43.117825
221,496.45833330000005,43.761036695,43.54982
222,496.5,44.113087201999996,44.060528
223,496.5416667,44.350217826000005,44.40615
224,496.58333330000005,44.54175169199999,44.65494
225,496.625,44.76158688499999,44.84907
226,496.6666667,45.056072126999986,45.050423
227,496.70833330000005,45.285836498,45.300682
228,496.75,45.56142528,45.50232
229,496.7916667,45.944567237,45.744263
230,496.83333330000005,46.361304641000004,46.06967
231,496.875,46.695605971999996,46.42717
232,496.9166667,47.000761811999986,46.727
233,496.95833330000005,47.27940374600001,47.006428
234,497.0,47.466588261000005,47.258984
235,497.0416667,47.639563421000005,47.432953
236,497.08333330000005,47.78899710899999,47.590103
237,497.125,47.898971393000004,47.72174
238,497.1666667,48.01725499599999,47.81773
239,497.20833330000005,48.147438046000005,47.916748
240,497.25,48.373653995,48.021564
241,497.2916667,48.619767898,48.20397
242,497.33333330000005,48.85351703799999,48.40142
243,497.375,49.129145696,48.59358
244,497.4166667,49.561140841000004,48.82369
245,497.45833330000005,50.01082356000001,49.178036
246,497.5,50.285909628999995,49.565826
247,497.5416667,50.528083758,49.849186
248,497.58333330000005,50.730172339,50.11727
249,497.625,50.892252048,50.33371
250,497.6666667,51.078184777,50.501736
251,497.70833330000005,51.315497546,50.682076
252,497.75,51.500805258999996,50.903126
253,497.7916667,51.679932048000005,51.071198
254,497.83333330000005,51.907363761000006,51.23228
255,497.875,52.027614838999995,51.44076
256,497.9166667,52.077909911999996,51.56225
257,497.95833330000005,52.12978305,51.629158
258,498.0,52.235552453000004,51.69568
259,498.0416667,52.369378506000004,51.807724
260,498.08333330000005,52.476445841,51.94148
261,498.125,52.514332014,52.051586
262,498.1666667,52.473356988999996,52.097294
263,498.20833330000005,52.412395091,52.067863
264,498.25,52.411852173,52.01482
265,498.2916667,52.424989435,52.01118
266,498.33333330000005,52.405454321,52.01465
267,498.375,52.512765371,51.988018
268,498.4166667,52.791792341000004,52.066387
269,498.45833330000005,53.03906418800001,52.26572
270,498.5,53.19463929500001,52.458294
271,498.5416667,53.28301847000001,52.631447
272,498.58333330000005,53.265026943,52.763474
273,498.625,53.23645446,52.78472
274,498.6666667,53.292772726,52.783836
275,498.70833330000005,53.363416552,52.85041
276,498.75,53.463326738999996,52.92297
277,498.7916667,53.579965465,53.014763
278,498.83333330000005,53.739151321,53.11293
279,498.875,53.904919566000004,53.259792
280,498.9166667,54.01077573600001,53.423477
281,498.95833330000005,54.01405852799999,53.54003
282,499.0,53.931141746,53.56169
283,499.0416667,53.94131217800001,53.5022
284,499.08333330000005,54.068573961000006,53.528294
285,499.125,54.105335102000005,53.65689
286,499.1666667,54.073296106,53.698162
287,499.20833330000005,54.01497262,53.677807
288,499.25,53.929708281,53.62601
289,499.2916667,53.866841002,53.544018
290,499.33333330000005,53.86653871200001,53.478863
291,499.375,54.05720704399999,53.466797
292,499.4166667,54.363218385,53.61416
293,499.45833330000005,54.593058309999996,53.82795
294,499.5,54.75752645300001,54.00161
295,499.5416667,54.76658904400001,54.182976
296,499.58333330000005,54.635146924,54.23445
297,499.625,54.535465814,54.142975
298,499.6666667,54.477195389000016,54.06732
299,499.70833330000005,54.446695541000004,54.01895
300,499.75,54.44425797300001,53.993263
301,499.7916667,54.56390239800001,53.984547
302,499.83333330000005,54.684562584999995,54.08522
303,499.875,54.79732539899999,54.190872
304,499.9166667,54.965355773000006,54.309387
305,499.95833330000005,54.97334407300001,54.48657
306,500.0,54.824395474,54.510517
307,500.0416667,54.652346116999986,54.388275
308,500.08333330000005,54.509038249,54.240376
309,500.125,54.437332507,54.11512
310,500.1666667,54.394906467000006,54.05539
311,500.20833330000005,54.32860633199998,54.01879
312,500.25,54.251702875,53.9583
313,500.2916667,54.20590291800002,53.88717
314,500.33333330000005,54.180656694,53.84304
315,500.375,54.267462345999995,53.810947
316,500.4166667,54.487928087,53.865234
317,500.45833330000005,54.656569511,53.997894
318,500.5,54.716344805000006,54.10423
319,500.5416667,54.668901722,54.178543
320,500.58333330000005,54.61425257199999,54.17563
321,500.625,54.638723015,54.15866
322,500.6666667,54.67224557000001,54.201836
323,500.70833330000005,54.71510283699999,54.244736
324,500.75,54.859917333,54.29572
325,500.7916667,55.106635428999994,54.432133
326,500.83333330000005,55.333627949,54.653095
327,500.875,55.505633685999996,54.86359
328,500.9166667,55.513122261,55.037785
329,500.95833330000005,55.434853751000006,55.059757
330,501.0,55.39749177499999,55.003967
331,501.0416667,55.34523599799999,54.981144
332,501.08333330000005,55.231535671999985,54.93793
333,501.125,55.121907015,54.836494
334,501.1666667,55.045625382,54.74038
335,501.20833330000005,54.964132627000005,54.671
336,501.25,54.863355484,54.59198
337,501.2916667,54.786553375,54.49276
338,501.33333330000005,54.897559663,54.4156
339,501.375,55.14772803300001,54.50983
340,501.4166667,55.393940240999996,54.707882
341,501.45833330000005,55.540947081999995,54.868927
342,501.5,55.552065956000014,54.970108
343,501.5416667,55.517650507,55.005505
344,501.58333330000005,55.515611895999996,55.01337
345,501.625,55.524364817000006,55.03815
346,501.6666667,55.46088520599999,55.059883
347,501.70833330000005,55.404435383999996,55.008194
348,501.75,55.388053656000004,54.961655
349,501.7916667,55.490837778000014,54.938755
350,501.83333330000005,55.591987726,55.02217
351,501.875,55.585111401999995,55.110252
352,501.9166667,55.46520765300001,55.112072
353,501.95833330000005,55.307015856,55.0132
354,502.0,55.151570056000004,54.879124
355,502.0416667,55.058219835,54.74323
356,502.08333330000005,54.986652282,54.664486
357,502.125,54.88802889,54.603626
358,502.1666667,54.73979618799999,54.51713
359,502.20833330000005,54.57354303,54.37993
360,502.25,54.449830698000014,54.221954
361,502.2916667,54.295268436,54.09778
362,502.33333330000005,54.196625143999995,53.939434
363,502.375,54.354996474,53.831055
364,502.4166667,54.542476635999996,53.943993
365,502.45833330000005,54.520073958,54.058636
366,502.5,54.448312693999995,54.015285
367,502.5416667,54.428785117,53.975567
368,502.58333330000005,54.408152885,53.987843
369,502.625,54.196519775,53.985588
370,502.6666667,53.849999327999996,53.797535
371,502.70833330000005,53.51640298199999,53.48408
372,502.75,53.257349299,53.17735
373,502.7916667,53.132963602000004,52.930195
374,502.83333330000005,53.162881585,52.80369
375,502.875,53.047021088,52.82656
376,502.9166667,52.83078859900001,52.72646
377,502.95833330000005,52.603527855,52.547604
378,503.0,52.44251751,52.3564
379,503.0416667,52.247431923000015,52.222218
380,503.08333330000005,51.945739678,52.051033
381,503.125,51.635050745,51.785667
382,503.1666667,51.360374743,51.511402
383,503.20833330000005,51.104092978999994,51.264378
384,503.25,50.84818662399999,51.02956
385,503.2916667,50.604579339000004,50.794064
386,503.33333330000005,50.426591455,50.56947
387,503.375,50.371067142,50.402138
388,503.4166667,50.477733686,50.33621
389,503.45833330000005,50.601364866000004,50.39309
390,503.5,50.563780578999996,50.4792
391,503.5416667,50.46715255499999,50.46673
392,503.58333330000005,50.337828766,50.420113
393,503.625,50.224279731,50.33381
394,503.6666667,50.208278056000005,50.253445
395,503.70833330000005,50.17832428599999,50.251682
396,503.75,50.143206662,50.23366
397,503.7916667,50.143007594,50.209396
398,503.83333330000005,50.15952476199999,50.208843
399,503.875,50.26505284000001,50.225994
400,503.9166667,50.471068798000005,50.33038
401,503.95833330000005,50.634174627,50.527153
402,504.0,50.64757383999999,50.687492
403,504.0416667,50.553533255,50.71742
404,504.08333330000005,50.437053469,50.651367
405,504.125,50.351057084,50.560585
406,504.1666667,50.414927494,50.491806
407,504.20833330000005,50.532911143,50.551617
408,504.25,50.578951053999994,50.65122
409,504.2916667,50.58961343399999,50.689312
410,504.33333330000005,50.615957201,50.696484
411,504.375,50.758375457,50.714268
412,504.4166667,51.051464007,50.82275
413,504.45833330000005,51.35266322299999,51.0336
414,504.5,51.569490339000005,51.266415
415,504.5416667,51.75395410699999,51.479004
416,504.58333330000005,51.883826844,51.68457
417,504.625,51.916902193999995,51.832058
418,504.6666667,51.993333035000006,51.88249
419,504.70833330000005,52.076885208,51.96852
420,504.75,52.213682889,52.051777
421,504.7916667,52.488058482,52.17682
422,504.83333330000005,52.72738069700001,52.416607
423,504.875,53.012685489,52.630054
424,504.9166667,53.28887375899999,52.903214
425,504.95833330000005,53.517111253,53.17151
426,505.0,53.738996058999994,53.399826
427,505.0416667,53.87575679600001,53.619553
428,505.08333330000005,53.856364178,53.755337
429,505.125,53.76092263700001,53.742386
430,505.1666667,53.711536826999996,53.656105
431,505.20833330000005,53.662845289,53.605164
432,505.25,53.646428711000006,53.546997
433,505.2916667,53.811805726,53.518852
434,505.33333330000005,54.06839740399999,53.657738
435,505.375,54.21550334,53.87282
436,505.4166667,54.404608157,53.972794
437,505.45833330000005,54.715096973,54.087654
438,505.5,55.08936116699999,54.342133
439,505.5416667,55.189073863,54.711147
440,505.58333330000005,55.05365197800002,54.834118
441,505.625,55.03047240499999,54.733734
442,505.6666667,55.033997981000006,54.72717
443,505.70833330000005,54.980614885,54.730877
444,505.75,54.944873978000004,54.679207
445,505.7916667,54.979861213999996,54.63592
446,505.83333330000005,55.009781522999994,54.653004
447,505.875,54.907984853,54.67217
448,505.9166667,54.741496997000006,54.579353
449,505.95833330000005,54.65404203599999,54.434937
450,506.0,54.62652546099999,54.366215
451,506.0416667,54.607527274,54.3503
452,506.08333330000005,54.510029401,54.34277
453,506.125,54.38733521300001,54.26166
454,506.1666667,54.32578369300001,54.158787
455,506.20833330000005,54.22756296399999,54.106888
456,506.25,54.076499156000004,54.012184
457,506.2916667,53.925286990000004,53.866505
458,506.33333330000005,53.843762356000006,53.718082
459,506.375,53.782527956999985,53.628784
460,506.4166667,53.76235005000001,53.53807
461,506.45833330000005,53.81224664500001,53.451897
462,506.5,53.780600613,53.44976
463,506.5416667,53.72120828199999,53.429245
464,506.58333330000005,53.64605422300001,53.411987
465,506.625,53.543453602,53.370575
466,506.6666667,53.453131651999996,53.29593
467,506.70833330000005,53.416598082,53.22858
468,506.75,53.520606402,53.210392
469,506.7916667,53.684592376999994,53.313225
470,506.83333330000005,53.799118873999994,53.45816
471,506.875,53.846760716999995,53.564644
472,506.9166667,53.89123848899999,53.622517
473,506.95833330000005,53.877086926000004,53.685608
474,507.0,53.856586392,53.690327
475,507.0416667,53.92606876199998,53.6924
476,507.08333330000005,54.009848019,53.7769
477,507.125,53.993364285999995,53.871685
478,507.1666667,53.87202748800001,53.869896
479,507.20833330000005,53.722830601,53.76773
480,507.25,53.588071671,53.633965
481,507.2916667,53.486393005,53.507256
482,507.33333330000005,53.527952809,53.407974
483,507.375,53.603625151999985,53.43924
484,507.4166667,53.63724845499999,53.475838
485,507.45833330000005,53.68208692600001,53.432602
486,507.5,53.68834681199999,53.416878
487,507.5416667,53.63657709000001,53.426796
488,507.58333330000005,53.614674656000005,53.410217
489,507.625,53.64015497300001,53.421
490,507.6666667,53.677516901999994,53.46583
491,507.70833330000005,53.739746921999995,53.518726
492,507.75,53.82869247,53.593407
493,507.7916667,53.940624688999996,53.68035
494,507.83333330000005,53.986369344,53.775444
495,507.875,53.951233243000004,53.809715
496,507.9166667,53.912826981,53.780838
497,507.95833330000005,53.8467306,53.756927
498,508.0,53.743846473999994,53.70547
499,508.0416667,53.710622789000006,53.62093
500,508.08333330000005,53.693427958,53.606976
501,508.125,53.642164151,53.603992
502,508.1666667,53.575515038999995,53.571716
503,508.20833330000005,53.486358255,53.522663
504,508.25,53.446223567,53.450226
505,508.2916667,53.426657518999995,53.42679
506,508.33333330000005,53.375804835,53.41765
507,508.375,53.403310732,53.3732
508,508.4166667,53.571771542,53.382523
509,508.45833330000005,53.76677208,53.467632
510,508.5,53.92218462199999,53.583305
511,508.5416667,54.054238788,53.728024
512,508.58333330000005,54.154776816,53.88011
513,508.625,54.186819591,53.995872
514,508.6666667,54.171938616000006,54.0365
515,508.70833330000005,54.169743711,54.03168
516,508.75,54.206860726,54.037983
517,508.7916667,54.243752269,54.06932
518,508.83333330000005,54.350797762000006,54.0868
519,508.875,54.582870602,54.182568
520,508.9166667,54.73903551800001,54.40946
521,508.95833330000005,54.72271228299999,54.564285
522,509.0,54.67154459800001,54.560368
523,509.0416667,54.62408104899999,54.52938
524,509.08333330000005,54.62742816300001,54.49799
525,509.125,54.746264546000006,54.518673
526,509.1666667,54.817384553000004,54.648872
527,509.20833330000005,54.795642328999996,54.72411
528,509.25,54.727116063999986,54.71108
529,509.2916667,54.621338346,54.648693
530,509.33333330000005,54.56748663000001,54.54577
531,509.375,54.668267633,54.48706
532,509.4166667,54.986090095,54.555023
533,509.45833330000005,55.26869280100001,54.785156
534,509.5,55.374624921999995,54.991467
535,509.5416667,55.429821749999995,55.09506
536,509.58333330000005,55.38847442600001,55.176285
537,509.625,55.304024823999995,55.153454
538,509.6666667,55.28526431499999,55.083046
539,509.70833330000005,55.274206809,55.070484
540,509.75,55.238999164,55.05739
541,509.7916667,55.26236815800001,55.011234
542,509.83333330000005,55.39062599500001,55.01499
543,509.875,55.536284274,55.12528
544,509.9166667,55.533882685000016,55.261944
545,509.95833330000005,55.484363863000006,55.264626
546,510.0,55.484879422,55.23302
547,510.0416667,55.418082911999996,55.245853
548,510.08333330000005,55.26245075600001,55.18788
549,510.125,55.08179818799999,55.04697
550,510.1666667,54.90742160400001,54.882484
551,510.20833330000005,54.748707634,54.719868
552,510.25,54.63521912499999,54.56834
553,510.2916667,54.540733648999996,54.45875
554,510.33333330000005,54.505662507,54.368774
555,510.375,54.52068375899999,54.340176
556,510.4166667,54.549024574,54.337193
557,510.45833330000005,54.551304439,54.303673
558,510.5,54.503799101999995,54.25162
559,510.5416667,54.43777339700001,54.207054
560,510.58333330000005,54.392689699,54.171658
561,510.625,54.40742762300001,54.15729
562,510.6666667,54.47303524699999,54.19526
563,510.70833330000005,54.576776302,54.278984
564,510.75,54.700183906999996,54.394257
565,510.7916667,54.794363742,54.512596
566,510.83333330000005,54.939675915,54.587643
567,510.875,55.23145917499999,54.717915
568,510.9166667,55.37805206,54.99506
569,510.95833330000005,55.28005694300002,55.12963
570,511.0,55.14993320000001,55.038822
571,511.0416667,55.06411031,54.923004
572,511.08333330000005,55.01549296999998,54.84627
573,511.125,54.94925545899999,54.80313
574,511.1666667,54.872382325,54.744827
575,511.20833330000005,54.791363841999996,54.68171
576,511.25,54.724516273999996,54.61247
577,511.2916667,54.70846285399999,54.55548
578,511.33333330000005,54.74737120800001,54.54347
579,511.375,54.85654307299999,54.57644
580,511.4166667,55.150256043,54.651897
581,511.45833330000005,55.490652734,54.856277
582,511.5,55.654157345,55.119747
583,511.5416667,55.70812213399999,55.27967
584,511.58333330000005,55.741853367000004,55.36409
585,511.625,55.704341897,55.423443
586,511.6666667,55.69879237200001,55.40346
587,511.70833330000005,55.790487131000006,55.414112
588,511.75,55.797657306,55.509518
589,511.7916667,55.814953933,55.507698
590,511.83333330000005,55.960843921999995,55.513493
591,511.875,55.98193584600001,55.647446
592,511.9166667,55.865567623,55.66806
593,511.95833330000005,55.716051058000005,55.57025
594,512.0,55.54640808799999,55.442165
595,512.0416667,55.379160477000006,55.291862
596,512.0833333,55.23877851800001,55.142307
597,512.125,55.247043271,55.020584
598,512.1666667,55.385725879,55.04485
599,512.2083333,55.411779065,55.186302
600,512.25,55.293255689000006,55.21406
601,512.2916667,55.189248143,55.106228
602,512.3333333,55.123070135000006,55.009167
603,512.375,55.178394428000004,54.93483
604,512.4166667,55.349480285000006,54.952625
605,512.4583333,55.434921155,55.034294
606,512.5,55.36046512500001,55.059814
607,512.5416667,55.308089426,55.0009
608,512.5833333,55.286170865,54.990803
609,512.625,55.180209262999995,54.995396
610,512.6666667,55.11777537500001,54.91061
611,512.7083333,55.054336158999995,54.868523
612,512.75,54.92393444,54.815853
613,512.7916667,54.80459032699999,54.687073
614,512.8333333,54.768208996999995,54.559345
615,512.875,54.975741151,54.51848
616,512.9166667,55.31576302400001,54.728683
617,512.9583333,55.40797771,55.067863
618,513.0,55.294029708000004,55.17335
619,513.0416667,55.224382255,55.091915
620,513.0833333,55.176054316999995,55.051487
621,513.125,55.069951006000004,55.019066
622,513.1666667,54.956748395,54.927307
623,513.2083333,54.83711219399999,54.827377
624,513.25,54.702800059,54.71552
625,513.2916667,54.587974576,54.586575
626,513.3333333,54.65083669599999,54.47538
627,513.375,54.911022474000006,54.531315
628,513.4166667,55.18333723,54.74658
629,513.4583333,55.313921169,54.925476
630,513.5,55.26500649200001,54.992268
631,513.5416667,55.17085120200001,54.954422
632,513.5833333,55.111638583,54.898567
633,513.625,55.14783577900001,54.86453
634,513.6666667,55.166617839000004,54.91282
635,513.7083333,55.081520705,54.935772
636,513.75,55.08544092999999,54.86086
637,513.7916667,55.135619804000015,54.864693
638,513.8333333,55.188710474,54.89428
639,513.875,55.18617778000001,54.93534
640,513.9166667,55.144458969,54.93363
641,513.9583333,55.17378475800001,54.908184
642,514.0,55.16999918800002,54.955116
643,514.0416667,55.08574309299999,54.965603
644,514.0833333,54.953313127,54.900654
645,514.125,54.810878031,54.790882
646,514.1666667,54.674667707,54.67088
647,514.2083333,54.538396537,54.55155
648,514.25,54.41432457000001,54.42752
649,514.2916667,54.311973911,54.31344
650,514.3333333,54.33971068399999,54.22454
651,514.375,54.550291842,54.263706
652,514.4166667,54.839946777,54.44762
653,514.4583333,55.050937668,54.645844
654,514.5,55.185316482,54.778946
655,514.5416667,55.22298126799999,54.907696
656,514.5833333,55.142094233,54.968742
657,514.625,55.132971956000006,54.91274
658,514.6666667,55.158972096,54.92198
659,514.7083333,55.13568147500002,54.952663
660,514.75,55.102080464,54.933586
661,514.7916667,55.118541571,54.892586
662,514.8333333,55.26882700000001,54.889996
663,514.875,55.387346831,55.0228
664,514.9166667,55.390041413999995,55.13292
665,514.9583333,55.383045917,55.146294
666,515.0,55.350350768000006,55.15773
667,515.0416667,55.351621906999995,55.14157
668,515.0833333,55.329678958,55.160137
669,515.125,55.25824963500001,55.1513
670,515.1666667,55.22309586100001,55.09776
671,515.2083333,55.265789913,55.077282
672,515.25,55.271020869999994,55.12558
673,515.2916667,55.191466327,55.12865
674,515.3333333,55.201154766,55.051117
675,515.375,55.36785968100001,55.05504
676,515.4166667,55.686296256,55.17771
677,515.4583333,55.962623378999986,55.396175
678,515.5,56.016411158,55.600304
679,515.5416667,55.900393787,55.662853
680,515.5833333,55.78563443499999,55.585762
681,515.625,55.796700474,55.50122
682,515.6666667,55.805492464000004,55.52345
683,515.7083333,55.88381039200001,55.534214
684,515.75,56.027128911999995,55.615055
685,515.7916667,56.112054173999994,55.741154
686,515.8333333,56.205781997,55.803543
687,515.875,56.29559177500001,55.885704
688,515.9166667,56.285326366999996,55.973705
689,515.9583333,56.141076760999994,55.97052
690,516.0,55.93037442800002,55.841274
691,516.0416667,55.71966395999999,55.648598
692,516.0833333,55.523233348000005,55.453564
693,516.125,55.419012941000005,55.272163
694,516.1666667,55.340142218000004,55.181225
695,516.2083333,55.194230902,55.1088
696,516.25,55.07539956300002,54.97218
