,Time (d),COD_meas_Pearson (gCOD/m3),COD_pred_Pearson (gCOD/m3)
533,498.33333330000005,52.405454321,52.616596
534,498.3541667,52.432310511000004,52.605217
535,498.375,52.512765371,52.622974
536,498.39583330000005,52.641139197,52.691563
537,498.4166667,52.791792341000004,52.8135
538,498.4375,52.930336692,52.96529
539,498.45833330000005,53.03906418800001,53.1102
540,498.4791667,53.12417609600001,53.22589
541,498.5,53.194639294999995,53.31334
542,498.52083330000005,53.24956284700001,53.380753
543,498.5416667,53.28301847000001,53.430206
544,498.5625,53.286123207,53.45927
545,498.58333330000005,53.265026943,53.461655
546,498.6041667,53.242121893000004,53.44319
547,498.625,53.23645446,53.423573
548,498.64583330000005,53.25542997100001,53.419403
549,498.6666667,53.292772725999995,53.437057
550,498.6875,53.330760348000005,53.470802
551,498.70833330000005,53.363416552,53.50457
552,498.7291667,53.405236036000005,53.53298
553,498.75,53.463326738999996,53.569294
554,498.77083330000005,53.523592459,53.621094
555,498.7916667,53.579965465,53.677143
556,498.8125,53.649528579,53.7317
557,498.83333330000005,53.739151320999994,53.79868
558,498.8541667,53.829809347,53.883324
559,498.875,53.904919566,53.968346
560,498.89583330000005,53.965307285,54.03873
561,498.9166667,54.01077573600001,54.095146
562,498.9375,54.028875004,54.137684
563,498.95833330000005,54.014058528,54.15538
564,498.9791667,53.974467299000004,54.143368
565,499.0,53.931141746,54.109047
566,499.02083330000005,53.915236316000005,54.071312
567,499.0416667,53.94131217800002,54.05804
568,499.0625,54.001582944000006,54.082355
569,499.08333330000005,54.068573961,54.13745
570,499.1041667,54.106077357,54.198647
571,499.125,54.10533510199999,54.232845
572,499.14583330000005,54.089089461,54.231777
573,499.1666667,54.073296106,54.21616
574,499.1875,54.050854725,54.20073
575,499.20833330000005,54.01497262,54.179127
576,499.2291667,53.97165842800001,54.145103
577,499.25,53.92970828100001,54.104084
578,499.27083330000005,53.89383609499999,54.064056
579,499.2916667,53.866841002,54.029255
580,499.3125,53.853344486000005,54.001923
581,499.33333330000005,53.866538712,53.985733
582,499.3541667,53.932537545,53.991573
583,499.375,54.057207043999995,54.042423
584,499.39583330000005,54.21206123,54.148067
585,499.4166667,54.363218385,54.288887
586,499.4375,54.490573917000006,54.434258
587,499.45833330000005,54.59305831,54.56229
588,499.4791667,54.683069926,54.667572
589,499.5,54.757526453000004,54.758114
590,499.52083330000005,54.789025578000015,54.830734
591,499.5416667,54.76658904400001,54.861355
592,499.5625,54.70668727699998,54.840992
593,499.58333330000005,54.635146924000004,54.785706
594,499.6041667,54.575730953000004,54.719944
595,499.625,54.535465814000005,54.665764
596,499.64583330000005,54.504861596000005,54.629528
597,499.6666667,54.47719538900001,54.602333
598,499.6875,54.45701500800001,54.57749
599,499.70833330000005,54.446695541,54.558533
600,499.7291667,54.44063811,54.547516
601,499.75,54.44425797300001,54.53967
602,499.77083330000005,54.484640049,54.54111
603,499.7916667,54.563902397999996,54.57802
604,499.8125,54.63819970600001,54.65246
605,499.83333330000005,54.684562584999995,54.72344
