,Time (d),PO4_meas_Pearson_NPC (gP/m3),PO4_pred_Pearson_NPC (gP/m3)
48,489.73958330000005,0.400721752,0.63361216
49,489.7916667,0.378109266,0.61565715
50,489.84375,0.37430622299999994,0.6052261
51,489.89583330000005,0.382561958,0.6010609
52,489.9479167,0.392387193,0.61125207
53,490.0,0.40183238400000004,0.6211401
54,490.05208330000005,0.41603672100000005,0.63799286
55,490.1041667,0.438586317,0.6588334
56,490.15625,0.47068328899999995,0.67808574
57,490.20833330000005,0.510587339,0.7042617
58,490.2604167,0.555150927,0.7377007
59,490.3125,0.603994376,0.77535343
60,490.36458330000005,0.658531813,0.8172951
61,490.4166667,0.718181918,0.91649365
62,490.46875,0.7776449559999998,1.0599034
63,490.52083330000005,0.8287938770000001,1.1653383
64,490.5729167,0.8650733179999999,1.2503173
65,490.625,0.882770486,1.3150295
66,490.67708330000005,0.884036936,1.3507035
67,490.7291667,0.8756876090000001,1.3654413
68,490.78125,0.864770415,1.3877784
69,490.83333330000005,0.8558642390000001,1.4199414
70,490.8854167,0.8525107540000001,1.4221748
71,490.9375,0.854965505,1.4258907
72,490.98958330000005,0.8598543229999999,1.4424536
73,491.0416667,0.864659265,1.4622662
74,491.09375,0.871382498,1.4866381
75,491.14583330000005,0.8841313209999999,1.5068027
76,491.1979167,0.90523409,1.5236648
77,491.25,0.935141208,1.545418
78,491.30208330000005,0.973049595,1.5706067
79,491.3541667,1.017711061,1.6017791
80,491.40625,1.070983674,1.6719005
81,491.45833330000005,1.133393914,1.7946072
82,491.5104167,1.201970182,1.8917305
83,491.5625,1.27087449,1.9653847
84,491.61458330000005,1.331641616,2.032319
85,491.6666667,1.376554159,2.082463
86,491.71875,1.4041733790000002,2.1093204
87,491.77083330000005,1.417790118,2.120313
88,491.8229167,1.423501801,2.1258392
89,491.875,1.426612339,2.1116307
90,491.92708330000005,1.4291873119999998,2.0901926
91,491.9791667,1.429672346,2.0709207
92,492.03125,1.4263693380000002,2.0595176
93,492.08333330000005,1.421631383,2.057034
94,492.1354167,1.422454164,2.0470755
95,492.1875,1.434102987,2.0360818
96,492.23958330000005,1.456553899,2.029841
97,492.2916667,1.489915548,2.0283384
98,492.34375,1.5362509850000001,2.0311403
99,492.39583330000005,1.598048963,2.056129
100,492.4479167,1.674289975,2.1300337
101,492.5,1.755814011,2.2089162
102,492.55208330000005,1.8296556349999997,2.2816336
103,492.6041667,1.8754593020000003,2.337588
104,492.65625,1.881711134,2.3597963
105,492.70833330000005,1.850366485,2.3399577
106,492.7604167,1.792863883,2.2854464
107,492.8125,1.723131107,2.213823
108,492.86458330000005,1.656083159,2.1138403
109,492.9166667,1.5845271080000003,2.0121522
110,492.96875,1.4776750280000002,1.9078947
111,493.02083330000005,1.323443258,1.7755567
112,493.0729167,1.146938554,1.6096448
113,493.125,0.9783301249999999,1.4260191
114,493.17708330000005,0.82881543,1.2512436
115,493.2291667,0.701147895,1.0922809
116,493.28125,0.60290728,0.95061094
117,493.33333330000005,0.539097273,0.83886963
118,493.3854167,0.511427501,0.7685924
119,493.4375,0.523940242,0.7751146
120,493.48958330000005,0.559545824,0.8279242
121,493.5416667,0.571584411,0.9190988
122,493.59375,0.5257834779999999,1.016104
123,493.64583330000005,0.43860522400000007,1.0514802
124,493.6979167,0.357120715,1.0278713
125,493.75,0.316756952,0.9983927
126,493.80208330000005,0.339100512,1.0181088
127,493.8541667,0.444804409,1.1013397
128,493.90625,0.650560214,1.2263626
129,493.95833330000005,0.9949907250000001,1.4188142
130,494.0104167,1.438817809,1.745218
131,494.0625,1.885434994,2.17033
132,494.11458330000005,2.302625541,2.5928216
133,494.1666667,2.654793854,2.9817817
134,494.21875,2.8651165960000005,3.277249
135,494.27083330000005,2.903636944,3.398994
136,494.3229167,2.728108702,3.3134735
137,494.375,2.318338148,2.9915736
138,494.42708330000005,1.775016844,2.4905782
139,494.4791667,1.262936607,1.943397
140,494.53125,0.846342047,1.4759198
141,494.58333330000005,0.527336983,1.1062058
142,494.6354167,0.308314845,0.8158958
143,494.6875,0.17736486899999998,0.5977922
144,494.73958330000005,0.108815499,0.46070108
145,494.7916667,0.07440983899999999,0.39578092
146,494.84375,0.056775162,0.35326385
147,494.89583330000005,0.047522234,0.31704375
148,494.9479167,0.04242774,0.2971401
149,495.0,0.039901687000000005,0.28390986
150,495.05208330000005,0.039915981,0.280139
151,495.1041667,0.044004045,0.28208312
152,495.15625,0.057143305,0.27916914
153,495.20833330000005,0.088262804,0.2807955
154,495.2604167,0.145014872,0.29982018
155,495.3125,0.23400754700000004,0.34203443
156,495.36458330000005,0.361227577,0.41332012
157,495.4166667,0.527703524,0.5589595
158,495.46875,0.71459584,0.75769436
159,495.52083330000005,0.893252245,0.9418081
160,495.5729167,1.046786377,1.1089842
161,495.625,1.163672385,1.2411602
162,495.67708330000005,1.243300256,1.3370682
163,495.7291667,1.2981557259999998,1.406847
164,495.78125,1.34099014,1.464657
165,495.83333330000005,1.38362396,1.5168612
166,495.8854167,1.4303424319999998,1.5525873
167,495.9375,1.47716942,1.5925084
168,495.98958330000005,1.5197742210000003,1.6382099
169,496.0416667,1.559193855,1.6824647
170,496.09375,1.599899294,1.7254854
171,496.14583330000005,1.64737038,1.7686273
172,496.1979167,1.705407941,1.812805
173,496.25,1.7730770180000002,1.8578511
174,496.30208330000005,1.848586397,1.911348
175,496.3541667,1.9316439189999999,1.9740558
176,496.40625,2.020945347,2.0674698
177,496.45833330000005,2.118031872,2.2121005
178,496.5104167,2.215006429,2.3393686
179,496.5625,2.303975331,2.4465194
180,496.61458330000005,2.375581939,2.5377588
181,496.6666667,2.42584415,2.6056201
182,496.71875,2.456005918,2.644069
183,496.77083330000005,2.47364572,2.6665688
184,496.8229167,2.486055553,2.6847088
185,496.875,2.498739337,2.6888206
186,496.92708330000005,2.513880556,2.6878023
187,496.9791667,2.529686902,2.6899352
188,497.03125,2.543902207,2.6977165
189,497.08333330000005,2.557221298,2.716309
190,497.1354167,2.572845101,2.7341833
191,497.1875,2.595227983,2.7511947
192,497.23958330000005,2.628423208,2.7722611
193,497.2916667,2.675556876,2.8011608
194,497.34375,2.7369617660000003,2.8370821
195,497.39583330000005,2.812112957,2.8953109
196,497.4479167,2.899820625,3.0044754
197,497.5,2.991227423,3.12881
198,497.55208330000005,3.0788814710000003,3.2384644
199,497.6041667,3.1520738660000007,3.3320415
200,497.65625,3.2026405239999995,3.4006133
201,497.70833330000005,3.2294961750000004,3.438507
202,497.7604167,3.237179177,3.4476135
203,497.8125,3.234113134,3.4372635
204,497.86458330000005,3.22784398,3.4184282
205,497.9166667,3.22325622,3.3945918
206,497.96875,3.221893444,3.3742793
207,498.02083330000005,3.223708443,3.3694484
208,498.0729167,3.230193856,3.389165
209,498.125,3.243905634,3.4135506
210,498.17708330000005,3.2658616759999997,3.4356804
211,498.2291667,3.2960038200000006,3.45958
212,498.28125,3.3352555389999994,3.4913633
213,498.33333330000005,3.3848312330000003,3.528891
214,498.3854167,3.448298278,3.5717316
215,498.4375,3.5281825670000004,3.6473114
216,498.48958330000005,3.6203184779999997,3.757203
217,498.5416667,3.716662484,3.8782973
218,498.59375,3.8036168610000005,3.9890406
219,498.64583330000005,3.871409202,4.075171
220,498.6979167,3.9163363340000004,4.138681
221,498.75,3.941822058,4.169492
222,498.80208330000005,3.955948064,4.170697
223,498.8541667,3.9657380159999995,4.1601
224,498.90625,3.9747247989999996,4.153294
225,498.95833330000005,3.982764162,4.14407
226,499.0104167,3.987640383,4.135997
227,499.0625,3.988705164,4.1474223
228,499.11458330000005,3.9896318410000005,4.1812997
229,499.1666667,3.997414372,4.20178
230,499.21875,4.016118006,4.21598
231,499.27083330000005,4.0450208860000005,4.235714
232,499.3229167,4.083546595,4.261054
233,499.375,4.134493095,4.292592
234,499.42708330000005,4.2014469960000005,4.3370066
235,499.4791667,4.281869807,4.412464
236,499.53125,4.3658055860000005,4.5224395
237,499.58333330000005,4.436229743999999,4.6218543
238,499.6354167,4.482377045,4.6869516
239,499.6875,4.501338005,4.727868
240,499.73958330000005,4.500163897,4.7335525
241,499.7916667,4.489918726,4.706906
242,499.84375,4.479263195,4.679309
243,499.89583330000005,4.471278779,4.6528606
244,499.9479167,4.462894077,4.637913
245,500.0,4.448336386,4.6193438
246,500.05208330000005,4.424456912,4.601855
247,500.1041667,4.393311094,4.597649
248,500.15625,4.363320826,4.5951076
249,500.20833330000005,4.346022095,4.5922437
250,500.2604167,4.347994764,4.5903063
251,500.3125,4.369177201,4.60033
252,500.36458330000005,4.406363796,4.6220303
253,500.4166667,4.458173365,4.644231
254,500.46875,4.521116323999999,4.693629
255,500.52083330000005,4.588774462,4.7845964
256,500.5729167,4.651507606,4.875535
257,500.625,4.700609144,4.948099
258,500.67708330000005,4.7305969160000005,5.0073767
259,500.7291667,4.74379274,5.0321975
260,500.78125,4.745815929,5.024809
261,500.83333330000005,4.741644279,5.004294
262,500.8854167,4.734210018,4.9803915
263,500.9375,4.722090486,4.951157
264,500.98958330000005,4.701383334,4.9120903
265,501.0416667,4.672502751000001,4.8949714
266,501.09375,4.643761039,4.8887362
267,501.14583330000005,4.625600775,4.877252
268,501.1979167,4.625061144,4.876776
269,501.25,4.644687086,4.8872285
270,501.30208330000005,4.683988315,4.908261
271,501.3541667,4.743196127,4.946244
272,501.40625,4.820751498,4.994855
273,501.45833330000005,4.910798898,5.046568
274,501.5104167,5.001580147,5.1511755
275,501.5625,5.080675882,5.2640877
276,501.61458330000005,5.138077687,5.3549657
277,501.6666667,5.16937809,5.417183
278,501.71875,5.178413088,5.436701
279,501.77083330000005,5.172208546,5.4198966
280,501.8229167,5.158667531,5.3802075
281,501.875,5.1451986430000005,5.346327
282,501.92708330000005,5.134167144,5.3091984
283,501.9791667,5.122616739,5.2741294
284,502.03125,5.109018967,5.2591863
285,502.08333330000005,5.097551061,5.268893
286,502.1354167,5.095379868999999,5.281552
287,502.1875,5.106589613,5.2914596
288,502.23958330000005,5.130509457,5.3039937
289,502.2916667,5.164498313,5.3263865
290,502.34375,5.207234466,5.3479466
291,502.39583330000005,5.260218315,5.3710794
292,502.4479167,5.320309784,5.401251
293,502.5,5.380463442999999,5.46442
294,502.55208330000005,5.429448235,5.5463085
295,502.6041667,5.454173346,5.6083336
296,502.65625,5.448950057999999,5.6303797
297,502.70833330000005,5.417174879,5.6069064
298,502.7604167,5.366744785,5.551927
299,502.8125,5.308930531000001,5.4760184
300,502.86458330000005,5.256216387,5.4100723
301,502.9166667,5.215055729,5.3481593
302,502.96875,5.180083466,5.2923827
303,503.02083330000005,5.143948838,5.257166
304,503.0729167,5.10725045,5.243819
305,503.125,5.074845337,5.2228456
306,503.17708330000005,5.0508677230000005,5.204111
307,503.2291667,5.03820688,5.193064
308,503.28125,5.038687047,5.1874366
309,503.33333330000005,5.0529642,5.188677
310,503.3854167,5.081088653,5.198874
311,503.4375,5.123514467,5.2181306
312,503.48958330000005,5.176589307,5.2818146
313,503.5416667,5.232497916,5.364246
314,503.59375,5.281245011,5.4357967
315,503.64583330000005,5.315162025,5.4893837
316,503.6979167,5.332174294,5.528236
317,503.75,5.335614574,5.5372014
318,503.80208330000005,5.331092756,5.513725
319,503.8541667,5.322833773999999,5.485282
320,503.90625,5.313381524,5.465948
321,503.95833330000005,5.303974232,5.46039
322,504.0104167,5.2938687280000005,5.452999
323,504.0625,5.280477268,5.4466715
324,504.11458330000005,5.262404908,5.4449425
325,504.1666667,5.242357285,5.4429517
326,504.21875,5.227611155,5.451749
327,504.27083330000005,5.225289033999999,5.452257
328,504.3229167,5.2365251,5.447367
329,504.375,5.258493986,5.445041
330,504.42708330000005,5.288751171,5.437774
331,504.4791667,5.324979381,5.4658484
332,504.53125,5.363046102,5.536758
333,504.58333330000005,5.39357378,5.603177
334,504.6354167,5.40524846,5.6462126
335,504.6875,5.392640532000001,5.6577325
336,504.73958330000005,5.35787643,5.6420918
337,504.7916667,5.307628643999999,5.5841
338,504.84375,5.251319377,5.5191045
339,504.89583330000005,5.1938029000000006,5.452045
340,504.9479167,5.134476635,5.39412
341,505.0,5.067697798999999,5.3347597
342,505.05208330000005,4.990874626,5.288022
343,505.1041667,4.907912961,5.232836
344,505.15625,4.8246137010000005,5.1598883
345,505.20833330000005,4.748377501,5.0891786
346,505.2604167,4.688118285,5.0212617
347,505.3125,4.65028854,4.9676356
348,505.36458330000005,4.638407041000001,4.9332924
349,505.4166667,4.647393342,4.891866
350,505.46875,4.666160023,4.885991
351,505.52083330000005,4.68208075,4.9406276
352,505.5729167,4.683877363,4.982588
353,505.625,4.660029182,4.982797
354,505.67708330000005,4.602989684,4.963935
355,505.7291667,4.522463503,4.9012127
356,505.78125,4.435194667,4.799822
357,505.83333330000005,4.353091319,4.692203
358,505.8854167,4.2835557280000005,4.5964966
359,505.9375,4.2259335139999985,4.509052
360,505.98958330000005,4.175312173,4.4455066
361,506.0416667,4.131099904,4.414101
362,506.09375,4.097466956,4.401819
363,506.14583330000005,4.076517083,4.3897896
364,506.1979167,4.067782362,4.3883133
365,506.25,4.070924275,4.39019
366,506.30208330000005,4.086063664,4.3925724
367,506.3541667,4.1132818539999985,4.4025965
368,506.40625,4.152511706,4.4165034
369,506.45833330000005,4.20437186,4.44339
370,506.5104167,4.265492616,4.5236554
371,506.5625,4.330119469,4.6148925
372,506.61458330000005,4.389062123,4.698279
373,506.6666667,4.435037265,4.7606816
374,506.71875,4.465877741,4.8004136
375,506.77083330000005,4.484149111,4.8165383
376,506.8229167,4.493921631,4.816825
377,506.875,4.498411528,4.8048472
378,506.92708330000005,4.496311888999999,4.787136
379,506.9791667,4.483962864,4.7729206
380,507.03125,4.460395406,4.7602353
381,507.08333330000005,4.429069869,4.7735076
382,507.1354167,4.397276013,4.780715
383,507.1875,4.37071879,4.7656693
384,507.23958330000005,4.350632659,4.7462707
385,507.2916667,4.337804303,4.732909
386,507.34375,4.335718195,4.7243357
387,507.39583330000005,4.3494450910000015,4.7220244
388,507.4479167,4.380678245,4.7045107
389,507.5,4.425479363,4.743536
390,507.55208330000005,4.47541122,4.822034
391,507.6041667,4.523001768,4.8924847
392,507.65625,4.56148436,4.959988
393,507.70833330000005,4.587982448,5.0075088
394,507.7604167,4.603489505,5.0256085
395,507.8125,4.610203881,5.012266
396,507.86458330000005,4.610953086,4.98951
397,507.9166667,4.608152265,4.959366
398,507.96875,4.603384763999999,4.937037
399,508.02083330000005,4.599066827,4.9248652
400,508.0729167,4.599209356999999,4.945789
401,508.125,4.608369538,4.9881954
402,508.17708330000005,4.630001871,5.0257263
403,508.2291667,4.664956294,5.0655103
404,508.28125,4.713462991,5.1149383
405,508.33333330000005,4.774174516,5.173938
406,508.3854167,4.84847837,5.21614
407,508.4375,4.938483607,5.2441497
408,508.48958330000005,5.041132493,5.323033
409,508.5416667,5.15123233,5.4552884
410,508.59375,5.2591015610000005,5.586528
411,508.64583330000005,5.352770762,5.6971993
412,508.6979167,5.426197454,5.7761173
413,508.75,5.479941117,5.8230286
414,508.80208330000005,5.519137284,5.828545
415,508.8541667,5.552082225,5.817734
416,508.90625,5.584896452000001,5.841324
417,508.95833330000005,5.618167903,5.8629646
418,509.0104167,5.64938118,5.8661914
419,509.0625,5.674917317999999,5.905269
420,509.11458330000005,5.69577982,5.9608364
421,509.1666667,5.717627247999999,6.0279946
422,509.21875,5.746206947999999,6.0727277
423,509.27083330000005,5.783046689,6.102545
424,509.3229167,5.826114037000001,6.1282287
425,509.375,5.875644743,6.1510243
426,509.42708330000005,5.935475674999999,6.1551127
427,509.4791667,6.005229474,6.1976333
428,509.53125,6.0797093979999985,6.2797785
429,509.58333330000005,6.1464063929999995,6.3631926
430,509.6354167,6.192681355,6.4204698
431,509.6875,6.214293925000001,6.4553175
432,509.73958330000005,6.214425108000001,6.46498
433,509.7916667,6.201353155,6.421971
434,509.84375,6.182006952999999,6.3703103
435,509.89583330000005,6.161005656,6.3433642
436,509.9479167,6.139753292999999,6.3069124
437,510.0,6.11480089,6.2669673
438,510.05208330000005,6.083504882000001,6.260623
439,510.1041667,6.048175729,6.248644
440,510.15625,6.013613179,6.2269125
441,510.20833330000005,5.984489032000001,6.2068057
442,510.2604167,5.964843458,6.190643
443,510.3125,5.957874695,6.183497
444,510.36458330000005,5.965068532999999,6.1789007
445,510.4166667,5.986066154,6.1567774
446,510.46875,6.017733590000001,6.133451
447,510.52083330000005,6.05467887,6.1734195
448,510.5729167,6.090900165999999,6.2321815
449,510.625,6.1214387110000015,6.282168
450,510.67708330000005,6.1427272660000005,6.3298273
451,510.7291667,6.153134995000001,6.3614206
452,510.78125,6.152562075,6.3564796
453,510.83333330000005,6.140460649000001,6.318269
454,510.8854167,6.114926907,6.291249
455,510.9375,6.077154275000001,6.272484
456,510.98958330000005,6.029551199,6.2054534
457,511.0416667,5.971859809,6.1465425
458,511.09375,5.90702176,6.1151333
459,511.14583330000005,5.844702387000001,6.082191
460,511.1979167,5.79388222,6.041957
461,511.25,5.758468271,6.008518
462,511.30208330000005,5.737911613,5.98445
463,511.3541667,5.73033099,5.968531
464,511.40625,5.733607472999999,5.934335
465,511.45833330000005,5.745123341,5.901566
466,511.5104167,5.758396287,5.9387746
467,511.5625,5.762842162999999,5.9788113
468,511.61458330000005,5.74535182,5.998254
469,511.6666667,5.69933687,5.988126
470,511.71875,5.62752517,5.947401
471,511.77083330000005,5.541557749,5.867647
472,511.8229167,5.449396215,5.745637
473,511.875,5.357330098,5.646685
474,511.92708330000005,5.26963466,5.5420103
475,511.9791667,5.185297509,5.438384
476,512.03125,5.1030550560000005,5.3591304
477,512.0833333,5.02602468,5.306785
478,512.1354167,4.959075065,5.2679315
479,512.1875,4.908909024,5.2521567
480,512.2395833,4.879732776,5.2338424
481,512.2916667,4.866279655,5.2042193
482,512.34375,4.86033684,5.1866264
483,512.3958333,4.858373185,5.1618814
484,512.4479167,4.863152911999999,5.1309104
485,512.5,4.876380672,5.144864
486,512.5520833,4.89334285,5.183599
487,512.6041667,4.904066932,5.2266726
488,512.65625,4.901203287,5.248625
489,512.7083333,4.883711148,5.247855
490,512.7604167,4.855379163,5.21612
491,512.8125,4.821809416000001,5.146182
492,512.8645833,4.787310528,5.0830746
493,512.9166667,4.755987681000001,5.057004
494,512.96875,4.73231792,5.045425
495,513.0208333,4.711686102,5.0102577
496,513.0729167,4.683627686,5.0027833
497,513.125,4.645412405,5.0075893
498,513.1770833,4.605676114,4.9890084
499,513.2291667,4.575032998999999,4.9657
500,513.28125,4.559282127,4.944682
501,513.3333333,4.560587225,4.9319096
502,513.3854167,4.581083225,4.9401746
503,513.4375,4.620359015,4.9410925
504,513.4895833,4.670425071,4.971848
505,513.5416667,4.717670555,5.0370755
506,513.59375,4.750040787,5.0966034
507,513.6458333,4.761955035,5.138293
508,513.6979167,4.755813375,5.1557393
509,513.75,4.737837685,5.125997
510,513.8020833,4.7119522730000005,5.0783987
511,513.8541667,4.681297708,5.0255446
512,513.90625,4.649316786,4.976378
513,513.9583333,4.6154662680000005,4.925499
514,514.0104167,4.578374779,4.899131
515,514.0625,4.539187337,4.8855567
516,514.1145833,4.500762437,4.874235
517,514.1666667,4.4660354280000005,4.8633513
518,514.21875,4.439007532,4.852866
519,514.2708333,4.423908068999999,4.843901
520,514.3229167,4.423825914,4.841541
521,514.375,4.441767839,4.8544426
522,514.4270833,4.479789251000001,4.8653507
523,514.4791667,4.533308282,4.8958273
524,514.53125,4.59034951,4.973077
525,514.5833333,4.6345525830000005,5.0494614
526,514.6354167,4.656974797,5.0935483
527,514.6875,4.656537021,5.1242924
528,514.7395833,4.640848047,5.113141
529,514.7916667,4.619636323,5.061091
530,514.84375,4.599122789,5.0045733
531,514.8958333,4.584029156000001,4.973383
532,514.9479167,4.575472048,4.935033
533,515.0,4.569933661,4.912547
534,515.0520833,4.563621985,4.9188957
535,515.1041667,4.557822492,4.9470673
536,515.15625,4.557253474,4.9636517
537,515.2083333,4.566540442,4.983854
538,515.2604167,4.588371338,5.0149
539,515.3125,4.623250364,5.0361648
540,515.3645833,4.671554744,5.059284
541,515.4166667,4.733342765,5.080221
542,515.46875,4.806652247,5.120164
543,515.5208333,4.883105902,5.211229
544,515.5729167,4.950754466999999,5.2970247
545,515.625,4.999703574,5.3661094
546,515.6770833,5.026012173,5.4237003
547,515.7291667,5.036017379,5.4415574
548,515.78125,5.037931426,5.428365
549,515.8333333,5.036711904,5.387372
550,515.8854167,5.0331721730000005,5.3558702
551,515.9375,5.026122871,5.327886
552,515.9895833,5.015191528,5.2929196
553,516.0416667,5.001886065,5.271755
554,516.09375,4.991016876000001,5.2744217
555,516.1458333,4.99013136,5.285859
556,516.1979167,5.005996198,5.3109064
557,516.25,5.04049422,5.335589
558,516.3020833,5.090950165,5.375094
559,516.3541667,5.154234642,5.420109
560,516.40625,5.22937861,5.464557
561,516.4583333,5.31134262,5.505035
562,516.5104167,5.394263231,5.586922
563,516.5625,5.470420463,5.681722
564,516.6145833,5.534749818,5.7554827
565,516.6666667,5.586369435,5.8157215
566,516.71875,5.628122023,5.868311
567,516.7708333,5.6625683539999985,5.9033136
568,516.8229167,5.693047381,5.884179
569,516.875,5.720555956,5.8750916
570,516.9270833,5.743921355,5.879146
571,516.9791667,5.764095212999999,5.8830595
572,517.03125,5.7815419860000015,5.920514
573,517.0833333,5.797296789,5.9599705
574,517.1354167,5.812138419,6.0013223
575,517.1875,5.8267460789999985,6.034721
576,517.2395833,5.842960545,6.058187
577,517.2916667,5.863161292999999,6.0805397
578,517.34375,5.889932145,6.1007514
579,517.3958333,5.926351498,6.1135573
580,517.4479167,5.974684393,6.1087523
581,517.5,6.032084995,6.161274
582,517.5520833,6.091953012,6.2425847
583,517.6041667,6.145100287999999,6.312623
584,517.65625,6.183364759,6.36652
585,517.7083333,6.203834683,6.4001102
586,517.7604167,6.208734126,6.40026
587,517.8125,6.202848528999999,6.3602986
588,517.8645833,6.190742055,6.3367567
589,517.9166667,6.176183694000001,6.3199577
590,517.96875,6.159457302000001,6.284113
591,518.0208333,6.137342332999999,6.2712994
592,518.0729167,6.108640422000001,6.2919984
593,518.125,6.075431772000001,6.2940035
594,518.1770833,6.040715765,6.2980146
595,518.2291667,6.008133488,6.292755
596,518.28125,5.979572846,6.264516
597,518.3333333,5.9553202989999985,6.245512
598,518.3854167,5.937010178,6.225542
599,518.4375,5.926340781,6.158645
600,518.4895833,5.919645644,6.1398726
601,518.5416667,5.905184457000001,6.148833
602,518.59375,5.869234449,6.1382465
603,518.6458333,5.805221501,6.1203017
604,518.6979167,5.721012049,6.0674987
605,518.75,5.62709583,5.9742184
606,518.8020833,5.5294922920000005,5.8530703
607,518.8541667,5.431104782,5.7375045
608,518.90625,5.33680831,5.634754
609,518.9583333,5.244504506,5.5230446
610,519.0104167,5.147765739,5.4329944
611,519.0625,5.049652424,5.3738036
612,519.1145833,4.957614466,5.301859
613,519.1666667,4.876420681,5.230974
614,519.21875,4.808437887,5.1679316
615,519.2708333,4.756538515,5.1158953
616,519.3229167,4.725159218,5.078535
617,519.375,4.714924917,5.0436344
618,519.4270833,4.724025006000001,5.0118537
619,519.4791667,4.746296431,5.026328
620,519.53125,4.770040281,5.072771
621,519.5833333,4.780798998,5.1069613
622,519.6354167,4.767344454,5.1267605
623,519.6875,4.730193335,5.1299233
624,519.7395833,4.679842732,5.082334
625,519.7916667,4.623948116,5.0028653
626,519.84375,4.564116665,4.9118195
627,519.8958333,4.502336821,4.8414063
628,519.9479167,4.444907008,4.773038
629,520.0,4.39021424,4.695528
630,520.0520833,4.333584731,4.6614823
631,520.1041667,4.278644316,4.6378164
632,520.15625,4.232344934,4.599959
633,520.2083333,4.198438789,4.5681386
634,520.2604167,4.17797239,4.5416865
635,520.3125,4.172673662,4.52633
636,520.3645833,4.1850468360000015,4.5263906
637,520.4166667,4.21659774,4.524087
638,520.46875,4.264978703,4.5561366
639,520.5208333,4.316414755,4.637738
640,520.5729167,4.35594055,4.6993003
641,520.625,4.368597112,4.7476563
642,520.6770833,4.351027568999998,4.7587075
643,520.7291667,4.312798437,4.731439
644,520.78125,4.265770217,4.669804
645,520.8333333,4.217745087,4.5942664
646,520.8854167,4.172557159,4.531919
647,520.9375,4.131011363,4.4745026
648,520.9895833,4.08961004,4.4226074
649,521.0416667,4.044862727,4.393484
650,521.09375,3.997697002,4.3775034
651,521.1458333,3.953764648,4.3540206
652,521.1979167,3.91673329,4.3190722
653,521.25,3.888588651,4.291545
654,521.3020833,3.8726631959999995,4.269314
655,521.3541667,3.872266013,4.2470927
656,521.40625,3.88804158,4.2321115
657,521.4583333,3.917564099,4.237201
658,521.5104167,3.9566911200000003,4.2879643
659,521.5625,3.999585999,4.361611
660,521.6145833,4.03809014,4.426985
661,521.6666667,4.066715742,4.474708
662,521.71875,4.083842167,4.5056477
663,521.7708333,4.092393681,4.513386
664,521.8229167,4.097418507,4.5003777
665,521.875,4.102440197,4.476792
666,521.9270833,4.106873108,4.4637766
667,521.9791667,4.109321923,4.4516025
668,522.03125,4.110541792,4.4542847
669,522.0833333,4.113460662,4.474333
670,522.1354167,4.122399692,4.4995594
671,522.1875,4.142181455,4.5227747
672,522.2395833,4.177481778,4.562919
673,522.2916667,4.228664707,4.6079884
674,522.34375,4.295482314,4.644517
675,522.3958333,4.3781653480000005,4.6964335
676,522.4479167,4.469812688999999,4.7553463
677,522.5,4.563333097,4.8386073
678,522.5520833,4.650212531,4.9501424
679,522.6041667,4.721487512,5.0472903
680,522.65625,4.774099416,5.123832
681,522.7083333,4.810534074,5.1767282
682,522.7604167,4.83486717,5.2003446
683,522.8125,4.851854705,5.183389
684,522.8645833,4.863901296,5.168938
685,522.9166667,4.872362043,5.1620693
