,Time (d),NH4_meas_PCA (gNm3),NH4_pred_PCA (gN/m3)
2015,529.2083333,0.8716071209999999,0.8696855
2016,529.2291667,0.8683464259999999,0.8691995
2017,529.25,0.863462948,0.8669208
2018,529.2708333,0.8573177190000002,0.86315084
2019,529.2916667,0.850039594,0.85809314
2020,529.3125,0.8415235579999999,0.85176
2021,529.3333333,0.8316163329999999,0.8439595
2022,529.3541667,0.820293603,0.8323227
2023,529.375,0.807613467,0.81393856
2024,529.3958333,0.7936450490000001,0.7917213
2025,529.4166667,0.7786036989999999,0.7715733
2026,529.4375,0.7629159169999999,0.75654423
2027,529.4583333,0.747163672,0.7464644
2028,529.4791667,0.7319677609999999,0.7387678
2029,529.5,0.7178514009999999,0.7309461
2030,529.5208333,0.705253465,0.72225094
2031,529.5416667,0.694534311,0.71323216
2032,529.5625,0.6859976729999999,0.7051258
2033,529.5833333,0.6799710370000001,0.6992022
2034,529.6041667,0.6766253590000001,0.6957973
2035,529.625,0.675731194,0.69436514
2036,529.6458333,0.6768513209999999,0.6945139
2037,529.6666667,0.6794911159999999,0.69630855
2038,529.6875,0.68318667,0.69926167
2039,529.7083333,0.687517637,0.7023897
2040,529.7291667,0.692091323,0.7046842
2041,529.75,0.6965938209999999,0.7054438
2042,529.7708333,0.700810844,0.7056373
2043,529.7916667,0.704569025,0.7071541
2044,529.8125,0.7076976859999999,0.71040803
2045,529.8333333,0.710037743,0.7143816
2046,529.8541667,0.711485191,0.717926
2047,529.875,0.712075152,0.7204103
2048,529.8958333,0.712044922,0.72158056
2049,529.9166667,0.711798776,0.7214447
2050,529.9375,0.71178257,0.72052985
2051,529.9583333,0.712354367,0.71964115
2052,529.9791667,0.71370889,0.7196688
2053,530.0,0.7158159279999999,0.7213977
2054,530.0208333,0.7183842009999999,0.7247498
2055,530.0416667,0.7209433609999998,0.72889197
2056,530.0625,0.723024129,0.7331109
2057,530.0833333,0.724324102,0.7371541
2058,530.1041667,0.724839771,0.7405854
2059,530.125,0.724860231,0.74286515
2060,530.1458333,0.724825576,0.7441669
2061,530.1666667,0.725206812,0.7452272
2062,530.1875,0.7263454640000002,0.74647856
2063,530.2083333,0.7283589589999999,0.74782676
2064,530.2291667,0.7311029780000001,0.7491281
2065,530.25,0.734247293,0.7502811
2066,530.2708333,0.737369591,0.7512355
2067,530.2916667,0.740017002,0.7518954
2068,530.3125,0.7417129250000001,0.7519084
2069,530.3333333,0.7419440240000001,0.7507511
2070,530.3541667,0.7401917109999999,0.7465754
2071,530.375,0.736062368,0.7374115
2072,530.3958333,0.7293999910000001,0.7253306
2073,530.4166667,0.7203212720000002,0.7140878
2074,530.4375,0.709346668,0.7051386
2075,530.4583333,0.697247983,0.69795585
2076,530.4791667,0.684885286,0.6910902
2077,530.5,0.6730801129999999,0.68357015
2078,530.5208333,0.662524694,0.67561716
2079,530.5416667,0.653803262,0.66815597
2080,530.5625,0.647214931,0.66199833
2081,530.5833333,0.642849555,0.6574296
2082,530.6041667,0.640551205,0.65446204
2083,530.625,0.6400260520000001,0.6529171
2084,530.6458333,0.640933212,0.652619
2085,530.6666667,0.642919456,0.6534034
2086,530.6875,0.645621424,0.65475
2087,530.7083333,0.648669346,0.6559406
2088,530.7291667,0.65172584,0.6566518
2089,530.75,0.6544368420000001,0.65712893
2090,530.7708333,0.656435865,0.6582158
2091,530.7916667,0.657363341,0.6605821
2092,530.8125,0.6569889870000001,0.66357535
2093,530.8333333,0.655332974,0.66577625
