,Time (d),NH4_meas_PCA_GA (gNm3),NH4_pred_PCA_GA (gN/m3)
150,495.05208330000005,0.67130423,0.6879586
151,495.1041667,0.644183454,0.66229707
152,495.15625,0.6127028760000001,0.6383597
153,495.20833330000005,0.58504943,0.61321545
154,495.2604167,0.566000913,0.58928496
155,495.3125,0.553192141,0.56989306
156,495.36458330000005,0.5431245339999999,0.5533902
157,495.4166667,0.534096793,0.52676034
158,495.46875,0.526131155,0.5208226
159,495.52083330000005,0.520710938,0.5296142
160,495.5729167,0.520776436,0.52451444
161,495.625,0.526610559,0.522473
162,495.67708330000005,0.5354913929999999,0.5275932
163,495.7291667,0.545847443,0.53314334
164,495.78125,0.55617615,0.5374571
165,495.83333330000005,0.564395038,0.5460829
166,495.8854167,0.569845931,0.560421
167,495.9375,0.5745857870000001,0.56829226
168,495.98958330000005,0.5807793370000001,0.57099503
169,496.0416667,0.588190537,0.5763019
170,496.09375,0.594589822,0.58490217
171,496.14583330000005,0.599160141,0.59128314
172,496.1979167,0.602444587,0.5966002
173,496.25,0.604245613,0.60367376
174,496.30208330000005,0.604521304,0.60803527
175,496.3541667,0.603935934,0.60924757
176,496.40625,0.60249409,0.59953576
177,496.45833330000005,0.599591082,0.5910545
178,496.5104167,0.59547721,0.6100893
179,496.5625,0.5919769420000001,0.61679107
180,496.61458330000005,0.591722662,0.6141703
181,496.6666667,0.595203487,0.61538476
182,496.71875,0.60067295,0.62259126
183,496.77083330000005,0.606336526,0.6255855
184,496.8229167,0.6112452629999999,0.6286086
185,496.875,0.61461821,0.64004415
186,496.92708330000005,0.6169192720000001,0.64952254
187,496.9791667,0.619775184,0.65571207
188,497.03125,0.6239382370000001,0.66158366
189,497.08333330000005,0.629083933,0.66851825
190,497.1354167,0.634055029,0.6763642
191,497.1875,0.637631598,0.682803
192,497.23958330000005,0.639047541,0.68827116
193,497.2916667,0.6378602560000001,0.6935089
194,497.34375,0.634056531,0.69618744
195,497.39583330000005,0.6282672539999999,0.6828769
196,497.4479167,0.62124709,0.6560661
197,497.5,0.613837527,0.66885394
198,497.55208330000005,0.6077095379999999,0.67976135
199,497.6041667,0.606065803,0.6777519
200,497.65625,0.610361166,0.6784701
201,497.70833330000005,0.61958384,0.6863348
202,497.7604167,0.630971087,0.6942941
203,497.8125,0.642118334,0.69632
204,497.86458330000005,0.652074135,0.70873296
205,497.9166667,0.6605939510000001,0.7222947
206,497.96875,0.669122651,0.7304942
207,498.02083330000005,0.67858975,0.7393286
208,498.0729167,0.687592977,0.7516083
209,498.125,0.694901628,0.76386106
210,498.17708330000005,0.700995508,0.7727824
211,498.2291667,0.706248509,0.7786711
212,498.28125,0.709118997,0.7842069
213,498.33333330000005,0.707089014,0.78776085
214,498.3854167,0.699268048,0.7763542
215,498.4375,0.686495355,0.7414709
216,498.48958330000005,0.670948509,0.7400966
217,498.5416667,0.65677161,0.74752647
218,498.59375,0.649529935,0.7400564
219,498.64583330000005,0.651824356,0.7341747
220,498.6979167,0.662148501,0.73935467
221,498.75,0.675334688,0.7488257
222,498.80208330000005,0.687109023,0.75215703
223,498.8541667,0.6963787440000001,0.7624097
224,498.90625,0.704189232,0.77748466
225,498.95833330000005,0.713335361,0.78828686
226,499.0104167,0.7271123840000001,0.7976346
227,499.0625,0.7464308470000001,0.8107457
228,499.11458330000005,0.7661007940000001,0.8321408
229,499.1666667,0.779219329,0.8528789
230,499.21875,0.7858935920000001,0.86550224
231,499.27083330000005,0.788279602,0.87220955
232,499.3229167,0.7852150990000001,0.8742173
233,499.375,0.774075389,0.8656702
234,499.42708330000005,0.7536177849999999,0.82779473
235,499.4791667,0.727508053,0.8114648
236,499.53125,0.704629067,0.81292
237,499.58333330000005,0.694637222,0.8005499
238,499.6354167,0.700882447,0.7912646
239,499.6875,0.718826465,0.7982367
240,499.73958330000005,0.73775607,0.81349874
241,499.7916667,0.749783246,0.8205655
242,499.84375,0.7529503629999998,0.828706
243,499.89583330000005,0.750439836,0.83779895
244,499.9479167,0.74954547,0.8418148
245,500.0,0.7566705509999998,0.8446169
246,500.05208330000005,0.7742657450000001,0.8514541
247,500.1041667,0.7980280409999999,0.8675184
248,500.15625,0.8167426499999999,0.88922
249,500.20833330000005,0.8210866729999999,0.9069077
250,500.2604167,0.810753652,0.9119721
251,500.3125,0.790951774,0.9042044
252,500.36458330000005,0.7664844470000001,0.88483816
253,500.4166667,0.7393934120000001,0.83707285
254,500.46875,0.7122090990000001,0.80266213
255,500.52083330000005,0.688414495,0.8021053
256,500.5729167,0.6727838140000001,0.79193425
257,500.625,0.668054264,0.7798333
258,500.67708330000005,0.672680655,0.78006774
259,500.7291667,0.681773981,0.78746766
260,500.78125,0.6920232829999999,0.78981274
261,500.83333330000005,0.701721879,0.7955531
262,500.8854167,0.712081098,0.81138766
263,500.9375,0.728934451,0.8263166
264,500.98958330000005,0.7579275320000001,0.84152657
265,501.0416667,0.796235965,0.86844283
266,501.09375,0.831485265,0.903975
267,501.14583330000005,0.8543465359999999,0.9353972
268,501.1979167,0.8617487840000001,0.95605415
269,501.25,0.8537798529999999,0.96370506
270,501.30208330000005,0.833341108,0.95761627
271,501.3541667,0.803616095,0.93902874
272,501.40625,0.768068916,0.89487505
273,501.45833330000005,0.732248328,0.8445903
274,501.5104167,0.70476081,0.8351107
275,501.5625,0.69207759,0.8248508
276,501.61458330000005,0.695760888,0.8171458
277,501.6666667,0.7108867590000001,0.8246597
278,501.71875,0.7305546690000001,0.8403466
279,501.77083330000005,0.74958804,0.85129863
280,501.8229167,0.7629838840000001,0.85893005
281,501.875,0.768402365,0.87563604
282,501.92708330000005,0.771778834,0.88494813
283,501.9791667,0.781081364,0.8884072
284,502.03125,0.7956822370000002,0.89750475
285,502.08333330000005,0.807478575,0.91265106
286,502.1354167,0.809924932,0.9260839
287,502.1875,0.8034995770000001,0.9300089
288,502.23958330000005,0.791727318,0.92511815
289,502.2916667,0.775788413,0.9161009
290,502.34375,0.7546980100000001,0.9013603
291,502.39583330000005,0.727823813,0.8686983
292,502.4479167,0.697822055,0.82216346
293,502.5,0.670796808,0.80976105
294,502.55208330000005,0.6545798829999999,0.80108637
295,502.6041667,0.651918477,0.7921493
296,502.65625,0.6598768,0.7929313
297,502.70833330000005,0.674431983,0.7985513
298,502.7604167,0.6886009740000001,0.80329365
299,502.8125,0.693223817,0.8026283
300,502.86458330000005,0.6847266359999999,0.80759525
301,502.9166667,0.669230155,0.8050929
302,502.96875,0.656481794,0.792239
303,503.02083330000005,0.650339723,0.78213686
304,503.0729167,0.647724584,0.77948123
305,503.125,0.645185154,0.77736473
306,503.17708330000005,0.641451261,0.77379245
307,503.2291667,0.635337221,0.76927143
308,503.28125,0.626322374,0.76254064
309,503.33333330000005,0.614998223,0.7521724
310,503.3854167,0.602199664,0.7317194
311,503.4375,0.588422252,0.6909244
312,503.48958330000005,0.574776665,0.6831985
313,503.5416667,0.562837923,0.68847615
314,503.59375,0.554623277,0.6820896
315,503.64583330000005,0.550925366,0.6758572
316,503.6979167,0.550888698,0.67575854
317,503.75,0.552672556,0.6757273
318,503.80208330000005,0.554888035,0.6679285
319,503.8541667,0.556897824,0.66722983
320,503.90625,0.55840688,0.67325133
321,503.95833330000005,0.5594214670000001,0.6800038
322,504.0104167,0.5605852379999999,0.68544614
323,504.0625,0.563328237,0.6888666
324,504.11458330000005,0.568299718,0.6925811
325,504.1666667,0.574255825,0.6977452
326,504.21875,0.578759557,0.7055594
327,504.27083330000005,0.580061301,0.71235174
328,504.3229167,0.578731788,0.71391827
329,504.375,0.576055897,0.7058281
330,504.42708330000005,0.572332225,0.67090976
331,504.4791667,0.567235335,0.6632439
332,504.53125,0.56165052,0.680857
333,504.58333330000005,0.5587069920000001,0.6854411
334,504.6354167,0.56134594,0.686883
335,504.6875,0.570327001,0.69251513
336,504.73958330000005,0.583583842,0.70216215
337,504.7916667,0.597801427,0.70487887
338,504.84375,0.610005765,0.7152266
339,504.89583330000005,0.620395385,0.7320188
340,504.9479167,0.633028399,0.74780834
341,505.0,0.65318809,0.7635858
342,505.05208330000005,0.684133853,0.78679144
343,505.1041667,0.7236948040000001,0.81759554
344,505.15625,0.766253052,0.8517573
345,505.20833330000005,0.801112556,0.8874504
346,505.2604167,0.815957133,0.9167217
347,505.3125,0.806215219,0.9297536
348,505.36458330000005,0.776599338,0.9216158
349,505.4166667,0.738856162,0.86922956
350,505.46875,0.7046210270000001,0.82509345
351,505.52083330000005,0.680404028,0.8218443
352,505.5729167,0.671779956,0.8151717
353,505.625,0.6866597520000001,0.80896276
354,505.67708330000005,0.723042141,0.8247418
355,505.7291667,0.7607450679999999,0.8569804
356,505.78125,0.7857308140000001,0.87927157
357,505.83333330000005,0.795323852,0.8932012
358,505.8854167,0.7924871879999998,0.9056121
359,505.9375,0.7853513540000001,0.905042
360,505.98958330000005,0.7800927429999999,0.899466
361,506.0416667,0.775169488,0.89844215
362,506.09375,0.7676957520000001,0.89873487
363,506.14583330000005,0.7588597979999999,0.8949385
364,506.1979167,0.749852373,0.8892746
365,506.25,0.738858219,0.88319767
366,506.30208330000005,0.724309887,0.87330556
367,506.3541667,0.70615774,0.857234
368,506.40625,0.6848888340000001,0.81712353
369,506.45833330000005,0.661404378,0.7705352
370,506.5104167,0.638606005,0.7671137
371,506.5625,0.619419687,0.76061046
372,506.61458330000005,0.6068082920000001,0.74704003
373,506.6666667,0.601419401,0.73839676
374,506.71875,0.601751441,0.7360325
375,506.77083330000005,0.605264751,0.73156893
376,506.8229167,0.609323618,0.7274533
377,506.875,0.6131682039999999,0.7344437
378,506.92708330000005,0.619052464,0.7422561
379,506.9791667,0.629265992,0.74994266
380,507.03125,0.644161376,0.76071084
381,507.08333330000005,0.662089781,0.7780088
382,507.1354167,0.6796533,0.7984905
383,507.1875,0.695590987,0.8152316
384,507.23958330000005,0.7100775859999999,0.8282169
385,507.2916667,0.7204514409999999,0.83948916
386,507.34375,0.7224846690000001,0.84573454
387,507.39583330000005,0.713978378,0.8320343
388,507.4479167,0.697250232,0.791983
389,507.5,0.677794793,0.7873595
390,507.55208330000005,0.660833094,0.78743505
391,507.6041667,0.649413691,0.77644634
392,507.65625,0.6449728379999999,0.7703572
393,507.70833330000005,0.6464628729999999,0.7714322
394,507.7604167,0.652053477,0.7716358
395,507.8125,0.6602971910000001,0.7675928
396,507.86458330000005,0.670019551,0.77563936
397,507.9166667,0.6813436209999999,0.78757346
398,507.96875,0.6944722759999999,0.79895437
399,508.02083330000005,0.70784341,0.81148
400,508.0729167,0.719305984,0.8254498
401,508.125,0.726502735,0.8394174
402,508.17708330000005,0.72859386,0.84801954
403,508.2291667,0.72656784,0.8510454
404,508.28125,0.721279392,0.85028434
405,508.33333330000005,0.713025076,0.8463623
406,508.3854167,0.7017751740000001,0.8281178
407,508.4375,0.687913305,0.7832211
408,508.48958330000005,0.672580647,0.7742044
409,508.5416667,0.6578251310000001,0.782858
410,508.59375,0.647436866,0.77846706
411,508.64583330000005,0.644651934,0.7738341
412,508.6979167,0.649945863,0.7753247
413,508.75,0.661149888,0.7792476
414,508.80208330000005,0.673974628,0.77859074
415,508.8541667,0.684788698,0.78652203
416,508.90625,0.692026933,0.80269116
417,508.95833330000005,0.696976723,0.8146954
418,509.0104167,0.704605102,0.82071686
419,509.0625,0.71863101,0.8300444
420,509.11458330000005,0.736468335,0.84565496
421,509.1666667,0.7514016379999998,0.8657703
422,509.21875,0.7592802310000001,0.88203263
423,509.27083330000005,0.761802632,0.89011794
424,509.3229167,0.7614266820000001,0.89163667
425,509.375,0.757220577,0.8842027
426,509.42708330000005,0.7459559659999998,0.85065675
427,509.4791667,0.727075853,0.83868414
428,509.53125,0.706367777,0.8438583
429,509.58333330000005,0.6936071909999999,0.83476186
430,509.6354167,0.6935011459999999,0.82644063
431,509.6875,0.7031849,0.82925147
432,509.73958330000005,0.715215313,0.83911496
433,509.7916667,0.723152184,0.8401684
434,509.84375,0.7247784019999999,0.8422522
435,509.89583330000005,0.7205940419999999,0.8501271
436,509.9479167,0.714217462,0.8515159
437,510.0,0.711049755,0.84778494
438,510.05208330000005,0.7130793240000001,0.84930104
439,510.1041667,0.71702171,0.8541389
440,510.15625,0.71968841,0.8584534
441,510.20833330000005,0.718688793,0.8606817
442,510.2604167,0.7121243079999999,0.8596952
443,510.3125,0.699750157,0.85424024
444,510.36458330000005,0.682704295,0.8401436
445,510.4166667,0.663247296,0.79988474
446,510.46875,0.643728568,0.7647321
447,510.52083330000005,0.6262054429999999,0.7639277
448,510.5729167,0.611981354,0.75896025
449,510.625,0.601671709,0.74937004
450,510.67708330000005,0.595120553,0.7452925
451,510.7291667,0.591547788,0.74486446
452,510.78125,0.590090228,0.7382501
453,510.83333330000005,0.5903806420000001,0.73124284
454,510.8854167,0.5925044429999999,0.7367152
455,510.9375,0.596144635,0.74752474
456,510.98958330000005,0.6018411379999999,0.75234866
457,511.0416667,0.611247264,0.7576411
458,511.09375,0.622351832,0.7683981
459,511.14583330000005,0.630506615,0.781153
460,511.1979167,0.633432564,0.7897367
461,511.25,0.631670144,0.7934845
462,511.30208330000005,0.626423015,0.7928234
463,511.3541667,0.61859662,0.7869469
464,511.40625,0.608681705,0.7562254
465,511.45833330000005,0.597322651,0.7207576
466,511.5104167,0.586491434,0.73160404
467,511.5625,0.579926807,0.7378166
468,511.61458330000005,0.582135702,0.73643
469,511.6666667,0.593548153,0.74195206
470,511.71875,0.610906745,0.7552352
471,511.77083330000005,0.628677826,0.7659644
472,511.8229167,0.644154576,0.7697621
473,511.875,0.657014425,0.78659403
474,511.92708330000005,0.667824254,0.80182254
475,511.9791667,0.68016533,0.81091803
476,512.03125,0.694751173,0.8219429
477,512.0833333,0.707216807,0.83576524
478,512.1354167,0.713254973,0.8483659
479,512.1875,0.710584873,0.8580212
480,512.2395833,0.70103784,0.8607597
481,512.2916667,0.690286831,0.8533762
482,512.34375,0.682121922,0.8424874
483,512.3958333,0.6742938629999999,0.81713676
484,512.4479167,0.663136362,0.77705806
485,512.5,0.6490930079999999,0.778784
486,512.5520833,0.6368700270000001,0.78184557
487,512.6041667,0.631448675,0.77561027
488,512.65625,0.63332785,0.77392286
489,512.7083333,0.640452361,0.778561
490,512.7604167,0.649449013,0.78125
491,512.8125,0.657352654,0.7754547
492,512.8645833,0.662585865,0.7801016
493,512.9166667,0.663765821,0.7915632
494,512.96875,0.662022999,0.8011911
495,513.0208333,0.664907406,0.803093
496,513.0729167,0.680887061,0.807971
497,513.125,0.7063960029999999,0.82544374
498,513.1770833,0.730251629,0.84829557
499,513.2291667,0.7453913819999999,0.86860204
500,513.28125,0.7496155360000001,0.88082814
501,513.3333333,0.743085702,0.88231266
502,513.3854167,0.7264265540000001,0.8665645
503,513.4375,0.702466108,0.81997687
504,513.4895833,0.678338384,0.80452186
505,513.5416667,0.662167183,0.80259037
506,513.59375,0.6580244470000001,0.79296935
507,513.6458333,0.664122644,0.79205126
508,513.6979167,0.6746301840000001,0.8023169
509,513.75,0.6857275620000001,0.8092964
510,513.8020833,0.6964548540000001,0.8078745
511,513.8541667,0.7048931759999999,0.81499225
512,513.90625,0.710516965,0.826988
513,513.9583333,0.716270905,0.8338255
514,514.0104167,0.724571415,0.8419688
515,514.0625,0.7348835979999998,0.8526306
516,514.1145833,0.7463411609999998,0.86405826
517,514.1666667,0.757104498,0.87514055
518,514.21875,0.7633047079999998,0.8846166
519,514.2708333,0.7617894260000001,0.88969624
520,514.3229167,0.751837293,0.8874052
521,514.375,0.733895414,0.8723928
522,514.4270833,0.709939401,0.8258875
523,514.4791667,0.684785103,0.80139786
524,514.53125,0.665148587,0.80278724
525,514.5833333,0.657265543,0.79544884
526,514.6354167,0.66276192,0.7905923
527,514.6875,0.678335355,0.80001324
528,514.7395833,0.6964153240000001,0.81471974
529,514.7916667,0.7118812090000001,0.8198301
530,514.84375,0.722900856,0.8275427
531,514.8958333,0.7282944000000001,0.84371996
532,514.9479167,0.7307617379999999,0.85258096
533,515.0,0.736596617,0.8571352
534,515.0520833,0.748404405,0.8656634
535,515.1041667,0.7629292040000002,0.88066894
536,515.15625,0.7758198070000001,0.89609504
537,515.2083333,0.7845295250000001,0.90912473
538,515.2604167,0.786726439,0.91975576
539,515.3125,0.781587606,0.9227848
540,515.3645833,0.7706146490000001,0.91374093
541,515.4166667,0.754420545,0.87501657
542,515.46875,0.7335403890000001,0.8480372
543,515.5208333,0.7141475559999999,0.85404164
544,515.5729167,0.706109255,0.8472805
545,515.625,0.7144622070000001,0.8418811
546,515.6770833,0.7329073420000002,0.8538328
547,515.7291667,0.750478555,0.87266994
548,515.78125,0.7620120450000001,0.8820932
549,515.8333333,0.7688458,0.88584626
550,515.8854167,0.775924333,0.89697856
551,515.9375,0.786990823,0.908352
552,515.9895833,0.8033918340000001,0.9190294
553,516.0416667,0.823365283,0.93332
554,516.09375,0.8394335829999999,0.95131284
555,516.1458333,0.842911162,0.9659141
556,516.1979167,0.8304458379999999,0.97057796
557,516.25,0.8060712640000001,0.96038496
558,516.3020833,0.7767219609999998,0.9398846
559,516.3541667,0.7464774990000002,0.9124996
560,516.40625,0.716490651,0.8658598
561,516.4583333,0.688648002,0.81754315
562,516.5104167,0.6651280970000001,0.80844927
563,516.5625,0.648494527,0.79948175
564,516.6145833,0.638990793,0.785433
565,516.6666667,0.6346749970000001,0.7778804
566,516.71875,0.632555493,0.7769356
567,516.7708333,0.6301379570000001,0.77293175
568,516.8229167,0.626821902,0.7604795
569,516.875,0.6237524489999999,0.7576142
570,516.9270833,0.621550919,0.75880283
571,516.9791667,0.620008173,0.75842655
572,517.03125,0.619107788,0.76141244
573,517.0833333,0.61879605,0.7644058
574,517.1354167,0.61939058,0.76735085
575,517.1875,0.620708766,0.76955837
576,517.2395833,0.621917514,0.7707837
577,517.2916667,0.6221122170000001,0.7713974
578,517.34375,0.620593344,0.76935995
579,517.3958333,0.61685311,0.75336266
580,517.4479167,0.6105946760000001,0.7200903
581,517.5,0.6024000820000001,0.7230326
582,517.5520833,0.5939758589999999,0.7329482
583,517.6041667,0.587818042,0.730678
584,517.65625,0.585550392,0.728404
585,517.7083333,0.5870296110000001,0.730099
586,517.7604167,0.590839466,0.7294944
587,517.8125,0.595411864,0.7226371
588,517.8645833,0.599377404,0.7271222
589,517.9166667,0.601938275,0.7366779
590,517.96875,0.604016615,0.74132663
591,518.0208333,0.607431476,0.7460615
592,518.0729167,0.612440007,0.7548959
593,518.125,0.618248771,0.76375496
594,518.1770833,0.6244897429999999,0.77317697
595,518.2291667,0.630093573,0.78255785
596,518.28125,0.6341926960000001,0.78853756
597,518.3333333,0.636316213,0.7927026
598,518.3854167,0.6349109239999999,0.786715
599,518.4375,0.628932696,0.750986
600,518.4895833,0.621329641,0.75317
601,518.5416667,0.6183741460000001,0.76720065
602,518.59375,0.626219382,0.7683587
603,518.6458333,0.644166577,0.7786226
604,518.6979167,0.664177424,0.7986411
605,518.75,0.681352005,0.8141405
606,518.8020833,0.694566383,0.8174381
607,518.8541667,0.7030980520000001,0.82751006
608,518.90625,0.708326653,0.84167004
609,518.9583333,0.716346693,0.8482185
610,519.0104167,0.732552836,0.8570448
611,519.0625,0.7529263459999999,0.8761991
612,519.1145833,0.771718095,0.89626575
613,519.1666667,0.7874710239999999,0.91273785
614,519.21875,0.7962309120000001,0.92539537
615,519.2708333,0.79242494,0.9322018
616,519.3229167,0.774466388,0.92937994
617,519.375,0.7455783779999999,0.9065754
618,519.4270833,0.710970807,0.8474218
619,519.4791667,0.677845675,0.8171817
620,519.53125,0.653590356,0.81225973
621,519.5833333,0.644952771,0.797388
622,519.6354167,0.652520555,0.7915832
623,519.6875,0.667799528,0.80469733
624,519.7395833,0.6823082159999999,0.81930655
625,519.7916667,0.6956699759999999,0.8214628
626,519.84375,0.7085205529999999,0.82658905
627,519.8958333,0.719186392,0.8430474
628,519.9479167,0.7268762019999999,0.8582292
629,520.0,0.7383161659999999,0.8648927
630,520.0520833,0.7584881040000002,0.87789434
631,520.1041667,0.779214052,0.89990777
632,520.15625,0.7943059809999998,0.91880083
633,520.2083333,0.802848568,0.93157935
634,520.2604167,0.802268135,0.9375736
635,520.3125,0.7898626870000001,0.93532795
636,520.3645833,0.7654115520000001,0.9205775
637,520.4166667,0.731987387,0.8696758
638,520.46875,0.6958797959999999,0.82790434
639,520.5208333,0.667194886,0.8236817
640,520.5729167,0.6542052079999999,0.8083566
641,520.625,0.662153051,0.80006754
642,520.6770833,0.6834507559999999,0.81005615
643,520.7291667,0.706832473,0.82964844
644,520.78125,0.72494001,0.84086454
645,520.8333333,0.735314714,0.8477519
646,520.8854167,0.73883786,0.86106217
647,520.9375,0.7391127030000001,0.8691471
648,520.9895833,0.7425599209999999,0.8716659
649,521.0416667,0.7529096129999999,0.8786496
650,521.09375,0.767987024,0.8923241
651,521.1458333,0.7834820570000001,0.9093451
652,521.1979167,0.796737893,0.9228618
653,521.25,0.8042140759999999,0.9342759
654,521.3020833,0.80021662,0.9413147
655,521.3541667,0.783160279,0.9346583
656,521.40625,0.756930204,0.8949896
657,521.4583333,0.7268448009999999,0.845311
658,521.5104167,0.6977797640000001,0.8356079
659,521.5625,0.6739633509999999,0.8240632
660,521.6145833,0.658494155,0.8073551
661,521.6666667,0.651706755,0.7968602
662,521.71875,0.651649666,0.7945414
