,Time (d),PO4_meas_Pearson (gP/m3),PO4_pred_Pearson (gP/m3)
1374,515.8541667,5.035629944,4.815415
1375,515.875,5.034121531,4.8117075
1376,515.8958333,5.032077762,4.8081684
1377,515.9166667,5.029419788,4.8042636
1378,515.9375,5.026122871,4.799516
1379,515.9583333,5.022187673,4.7942495
1380,515.9791667,5.017654775,4.7891397
1381,516.0,5.012621382,4.7849064
1382,516.0208333,5.007267803,4.781736
1383,516.0416667,5.001886065,4.779476
1384,516.0625,4.996863885,4.777877
1385,516.0833333,4.992657915,4.776913
1386,516.1041667,4.989773619,4.777259
1387,516.125,4.988760342,4.779718
1388,516.1458333,4.99013136,4.7840433
1389,516.1666667,4.994256162,4.789766
1390,516.1875,5.001330585,4.7970204
1391,516.2083333,5.011416904,4.806258
1392,516.2291667,5.024511624,4.8180795
1393,516.25,5.04049422,4.8328094
1394,516.2708333,5.05904486,4.850588
1395,516.2916667,5.079806245,4.870443
1396,516.3125,5.102587357,4.891594
1397,516.3333333,5.127359945,4.9139023
1398,516.3541667,5.154234642,4.9368463
1399,516.375,5.183151579,4.9596596
1400,516.3958333,5.213667127,4.98228
1401,516.4166667,5.245345648,5.0102124
1402,516.4375,5.277985005,5.039982
1403,516.4583333,5.31134262,5.070428
1404,516.4791667,5.34487706,5.102724
1405,516.5,5.378006785,5.13618
1406,516.5208333,5.4102416170000005,5.1696773
1407,516.5416667,5.441167415,5.2023892
1408,516.5625,5.470420463,5.233776
1409,516.5833333,5.497727597999999,5.263455
1410,516.6041667,5.522941123,5.291189
1411,516.625,5.5460371839999985,5.3168607
1412,516.6458333,5.56711544,5.3405013
1413,516.6666667,5.586369435,5.362238
1414,516.6875,5.604074187,5.3822546
1415,516.7083333,5.6204285989999985,5.400639
1416,516.7291667,5.635509926,5.416624
1417,516.75,5.64947343,5.429314
1418,516.7708333,5.6625683539999985,5.4384356
1419,516.7916667,5.675050941,5.4444623
1420,516.8125,5.687134938,5.449324
1421,516.8333333,5.698854983,5.455534
1422,516.8541667,5.710045659,5.4631314
1423,516.875,5.720555956,5.470078
1424,516.8958333,5.7303639010000005,5.475523
1425,516.9166667,5.73953779,5.4803147
1426,516.9375,5.748185619,5.4862037
1427,516.9583333,5.7563721989999985,5.4947405
1428,516.9791667,5.764095212999999,5.5053444
1429,517.0,5.771363911,5.5164266
1430,517.0208333,5.7782320889999985,5.5270724
1431,517.0416667,5.784785617000001,5.5371523
1432,517.0625,5.791120007000001,5.5471706
1433,517.0833333,5.797296789,5.557713
1434,517.1041667,5.8033293110000015,5.568453
1435,517.125,5.809227602999999,5.5786505
1436,517.1458333,5.81503523,5.5880833
1437,517.1666667,5.820835697000001,5.5969634
1438,517.1875,5.8267460789999985,5.605626
1439,517.2083333,5.832905627000001,5.6143603
1440,517.2291667,5.839466005,5.6233344
1441,517.25,5.8466185610000005,5.632632
1442,517.2708333,5.854463467,5.642346
1443,517.2916667,5.863161292999999,5.652528
1444,517.3125,5.872913067000001,5.663398
1445,517.3333333,5.883910232000001,5.6751986
1446,517.3541667,5.896338884,5.6878595
1447,517.375,5.910421361,5.7007937
1448,517.3958333,5.926351498,5.7131805
1449,517.4166667,5.944280401,5.7253
1450,517.4375,5.964120919000001,5.739107
1451,517.4583333,5.985622339,5.756699
1452,517.4791667,6.0084209909999995,5.778313
1453,517.5,6.032084995,5.8026247
1454,517.5208333,6.0561824070000005,5.8283434
1455,517.5416667,6.080186149999999,5.8547335
1456,517.5625,6.103449509999999,5.8809943
1457,517.5833333,6.125273862,5.90618
1458,517.6041667,6.145100287999999,5.9293838
1459,517.625,6.16246806,5.949957
1460,517.6458333,6.177112632,5.9676304
1461,517.6666667,6.188889477999999,5.9823794
1462,517.6875,6.197731322999999,5.993772
1463,517.7083333,6.203834683,6.0011153
1464,517.7291667,6.207394874999999,6.0041
1465,517.75,6.2087648820000005,6.0025167
1466,517.7708333,6.208272426000002,5.997289
1467,517.7916667,6.20620264,5.9904237
1468,517.8125,6.202848528999999,5.9834294
1469,517.8333333,6.198504294,5.976615
1470,517.8541667,6.1934531879999986,5.9694304
1471,517.875,6.187943872999999,5.9612813
1472,517.8958333,6.182165672999999,5.951758
1473,517.9166667,6.176183694000001,5.940736
1474,517.9375,6.169904093000001,5.929438
1475,517.9583333,6.163119234,5.919878
1476,517.9791667,6.155570783,5.913316
1477,518.0,6.1470186060000005,5.9096627
1478,518.0208333,6.137342332999999,5.90678
1479,518.0416667,6.126562652999999,5.902404
1480,518.0625,6.11481752,5.895753
1481,518.0833333,6.102285621,5.887181
1482,518.1041667,6.089103664,5.8779173
1483,518.125,6.075431772000001,5.8689575
1484,518.1458333,6.061508541,5.859734
1485,518.1666667,6.047592762000001,5.8493414
1486,518.1875,6.0339304700000005,5.8376045
1487,518.2083333,6.020727549,5.826424
1488,518.2291667,6.008133488,5.814698
1489,518.25,5.996219199,5.8030686
1490,518.2708333,5.984962324999999,5.7924986
1491,518.2916667,5.974348095,5.7834663
1492,518.3125,5.964430871,5.7749515
1493,518.3333333,5.9553202989999985,5.7655334
1494,518.3541667,5.9471518560000005,5.7539964
1495,518.375,5.940092400000001,5.7395954
1496,518.3958333,5.9342464260000005,5.730897
1497,518.4166667,5.929699538,5.722981
1498,518.4375,5.926340781,5.7149816
1499,518.4583333,5.923729169,5.7082725
1500,518.4791667,5.921166304,5.7032323
1501,518.5,5.917818452000001,5.6991158
1502,518.5208333,5.912793794,5.6947894
1503,518.5416667,5.905184457000001,5.6891475
1504,518.5625,5.8940742020000005,5.6814127
1505,518.5833333,5.878681567,5.670787
1506,518.6041667,5.858603002000001,5.656012
1507,518.625,5.833916677,5.63611
1508,518.6458333,5.805221501,5.6108913
1509,518.6666667,5.77331799,5.580975
1510,518.6875,5.738928329,5.5474477
1511,518.7083333,5.702722177,5.511251
1512,518.7291667,5.665295649,5.4729576
1513,518.75,5.62709583,5.432756
1514,518.7708333,5.588353136,5.3907785
1515,518.7916667,5.549199244,5.3475366
1516,518.8125,5.509720766,5.3040543
1517,518.8333333,5.470186064,5.2611213
1518,518.8541667,5.431104782,5.2185183
1519,518.875,5.392808421,5.175905
1520,518.8958333,5.355316166000001,5.1335726
1521,518.9166667,5.318396938,5.092059
1522,518.9375,5.2816296330000005,5.05202
1523,518.9583333,5.244504506,5.0138965
1524,518.9791667,5.2065054580000005,4.977986
1525,519.0,5.167503781000001,4.9440746
1526,519.0208333,5.127980373,4.910321
1527,519.0416667,5.088544162,4.875514
1528,519.0625,5.049652424,4.840178
1529,519.0833333,5.011739226,4.805367
1530,519.1041667,4.9752376,4.77179
1531,519.125,4.940436733,4.739826
1532,519.1458333,4.907460412,4.709696
1533,519.1666667,4.876420681,4.681468
1534,519.1875,4.847505765,4.655107
1535,519.2083333,4.820873767,4.6306953
1536,519.2291667,4.796616271,4.609295
1537,519.25,4.775015196,4.59112
1538,519.2708333,4.756538515,4.575309
1539,519.2916667,4.741430656,4.5611863
1540,519.3125,4.72973129,4.5489187
1541,519.3333333,4.721439365,4.5387335
1542,519.3541667,4.716548478,4.5295258
1543,519.375,4.714924917,4.5250087
1544,519.3958333,4.716432687,4.523783
1545,519.4166667,4.720849602,4.5236173
1546,519.4375,4.727744662,4.5253696
1547,519.4583333,4.736469202,4.5299325
1548,519.4791667,4.746296431,4.537321
1549,519.5,4.756411599,4.54673
1550,519.5208333,4.765868393,4.5568266
1551,519.5416667,4.773681241,4.5662355
1552,519.5625,4.778922192,4.5741
1553,519.5833333,4.780798998,4.579863
1554,519.6041667,4.7786818460000005,4.5830917
1555,519.625,4.772196838,4.58306
1556,519.6458333,4.76150599,4.578198
1557,519.6666667,4.747244472,4.5678735
1558,519.6875,4.730193335,4.5529737
1559,519.7083333,4.711089709,4.5346975
1560,519.7291667,4.690527653999999,4.513871
1561,519.75,4.668954362,4.490789
1562,519.7708333,4.646717573,4.4653487
1563,519.7916667,4.623948116,4.4376516
1564,519.8125,4.600530382,4.4089756
1565,519.8333333,4.576409729,4.3811927
1566,519.8541667,4.551709831,4.355052
1567,519.875,4.526812873,4.3300505
1568,519.8958333,4.502336821,4.305578
1569,519.9166667,4.478701157,4.2805543
1570,519.9375,4.455979552,4.2552133
1571,519.9583333,4.433959602,4.2309046
1572,519.9791667,4.412185675,4.20937
1573,520.0,4.39021424,4.1916385
1574,520.0208333,4.367808269,4.1758313
1575,520.0416667,4.34501492,4.1588855
1576,520.0625,4.322220253,4.140654
1577,520.0833333,4.299941231,4.1212435
1578,520.1041667,4.278644316,4.101888
1579,520.125,4.258761661,4.0837893
1580,520.1458333,4.240659995,4.067292
1581,520.1666667,4.224535333,4.0523543
1582,520.1875,4.210449424,4.039063
1583,520.2083333,4.198438789,4.0275717
1584,520.2291667,4.188567878,4.0180135
1585,520.25,4.180925638,4.010485
1586,520.2708333,4.1756198960000015,4.0051613
1587,520.2916667,4.172811864,4.0021315
1588,520.3125,4.172673662,4.001281
1589,520.3333333,4.175381707,4.0024
1590,520.3541667,4.18108466,4.005211
1591,520.375,4.18978364,4.0092134
1592,520.3958333,4.2016016060000005,4.013389
1593,520.4166667,4.21659774,4.0201817
1594,520.4375,4.234484542,4.0317883
1595,520.4583333,4.254515331,4.0498624
1596,520.4791667,4.27554089,4.0718923
1597,520.5,4.296466531,4.0944405
1598,520.5208333,4.316414755,4.1161633
1599,520.5416667,4.33450526,4.13686
1600,520.5625,4.349742476,4.156306
1601,520.5833333,4.36100878,4.1735973
1602,520.6041667,4.367391614,4.186584
1603,520.625,4.368597112,4.193475
1604,520.6458333,4.364835957,4.1942964
1605,520.6666667,4.35660085,4.189941
1606,520.6875,4.344623337,4.180864
1607,520.7083333,4.32974606,4.167239
1608,520.7291667,4.312798437,4.149348
1609,520.75,4.294488412,4.127505
1610,520.7708333,4.275427327,4.102573
1611,520.7916667,4.256088015,4.0761304
1612,520.8125,4.236780622,4.0500298
1613,520.8333333,4.217745087,4.0263
1614,520.8541667,4.199193805,4.0050297
1615,520.875,4.181264222,3.9847484
1616,520.8958333,4.16401795,3.9649277
1617,520.9166667,4.147356248,3.9454045
1618,520.9375,4.131011363,3.9269202
1619,520.9583333,4.114673797,3.9104018
1620,520.9791667,4.098076323,3.895745
1621,521.0,4.08099546,3.8822458
1622,521.0208333,4.063257779,3.8693724
1623,521.0416667,4.044862727,3.8567672
1624,521.0625,4.026007581,3.843935
1625,521.0833333,4.007061156000002,3.8305469
1626,521.1041667,3.988478478,3.8175771
1627,521.125,3.9706362770000005,3.8036447
1628,521.1458333,3.953764648,3.7893727
1629,521.1666667,3.9380144889999995,3.7758367
1630,521.1875,3.923501993,3.763688
1631,521.2083333,3.910329563,3.753074
1632,521.2291667,3.898615596,3.7436895
1633,521.25,3.888588651,3.7351882
1634,521.2708333,3.8805285539999996,3.7275338
1635,521.2916667,3.874687969,3.7208588
1636,521.3125,3.8712660880000005,3.7150323
1637,521.3333333,3.8704289320000003,3.7100058
1638,521.3541667,3.872266013,3.7048883
1639,521.375,3.876722129,3.7047014
1640,521.3958333,3.883668821,3.7039318
1641,521.4166667,3.89297664,3.7023313
1642,521.4375,3.904377148,3.704156
1643,521.4583333,3.917564099,3.7107964
1644,521.4791667,3.9323056400000005,3.7229214
1645,521.5,3.948318535,3.7401922
1646,521.5208333,3.965230488,3.7604344
1647,521.5416667,3.982523821,3.7817929
1648,521.5625,3.999585999,3.8026865
1649,521.5833333,4.015882865,3.8220975
1650,521.6041667,4.03103916,3.83994
1651,521.625,4.044739286,3.8564832
1652,521.6458333,4.0567074660000015,3.871762
1653,521.6666667,4.066715742,3.8856661
1654,521.6875,4.074862339,3.897399
1655,521.7083333,4.081249541,3.9065857
1656,521.7291667,4.086091873,3.913066
1657,521.75,4.089696803,3.9167194
1658,521.7708333,4.092393681,3.9175043
1659,521.7916667,4.094544338,3.9157255
1660,521.8125,4.096468135,3.9127114
1661,521.8333333,4.098385264,3.9103532
1662,521.8541667,4.100389213,3.909027
1663,521.875,4.102440197,3.9089854
1664,521.8958333,4.104401707,3.909547
1665,521.9166667,4.1061283789999985,3.9098692
1666,521.9375,4.107530867,3.9101496
1667,521.9583333,4.10858387,3.9113295
1668,521.9791667,4.109321923,3.9136949
1669,522.0,4.109838981,3.916678
1670,522.0208333,4.110284387,3.9202745
1671,522.0416667,4.1108620380000005,3.9247491
1672,522.0625,4.111826155,3.9299624
1673,522.0833333,4.113460662,3.9356377
1674,522.1041667,4.116057679,3.9416237
1675,522.125,4.1199091260000005,3.948048
1676,522.1458333,4.125319749,3.955533
1677,522.1666667,4.132619825,3.9647512
1678,522.1875,4.142181455,3.9771264
1679,522.2083333,4.154317084,3.993271
1680,522.2291667,4.169109873,4.010605
1681,522.25,4.186488008,4.027663
1682,522.2708333,4.206356624,4.0447865
1683,522.2916667,4.228664707,4.0629063
1684,522.3125,4.253454313,4.083237
1685,522.3333333,4.280803222,4.106881
1686,522.3541667,4.310842872,4.1322646
1687,522.375,4.343468305,4.158781
1688,522.3958333,4.3781653480000005,4.186771
1689,522.4166667,4.414297701000001,4.217158
1690,522.4375,4.451209831,4.249244
1691,522.4583333,4.488488549,4.2828107
1692,522.4791667,4.526003001,4.315905
1693,522.5,4.563333097,4.3509994
1694,522.5208333,4.5995760510000006,4.3873763
1695,522.5416667,4.633908994,4.4227266
1696,522.5625,4.665886615,4.4559884
1697,522.5833333,4.69518498,4.4869866
1698,522.6041667,4.721487512,4.5153747
1699,522.625,4.744690307,4.5406404
1700,522.6458333,4.764998793999999,4.562661
1701,522.6666667,4.782565855,4.583204
1702,522.6875,4.797665835,4.601081
1703,522.7083333,4.810534074,4.6155314
1704,522.7291667,4.821438582,4.625697
1705,522.75,4.830719869,4.63093
1706,522.7708333,4.838736618,4.6337557
1707,522.7916667,4.845739816,4.6367865
1708,522.8125,4.851854705,4.638725
1709,522.8333333,4.857179704,4.6399465
1710,522.8541667,4.861815747,4.6420045
1711,522.875,4.865845124,4.64418
1712,522.8958333,4.8693396710000005,4.646376
1713,522.9166667,4.872362043,4.648894
1714,522.9375,4.874934025,4.6516123
1715,522.9583333,4.877073803,4.653117
1716,522.9791667,4.878790193,4.654574
1717,523.0,4.88006782,4.657647
1718,523.0208333,4.880899148999999,4.6622734
1719,523.0416667,4.881330645,4.6673627
1720,523.0625,4.88151751,4.672411
1721,523.0833333,4.881745902,4.6774144
1722,523.1041667,4.882406172,4.681898
1723,523.125,4.883914583,4.685659
1724,523.1458333,4.88664327,4.689379
1725,523.1666667,4.890893528,4.693926
1726,523.1875,4.896870977,4.699863
1727,523.2083333,4.904684313,4.707402
1728,523.2291667,4.914361882,4.7164454
1729,523.25,4.925888349,4.7275314
1730,523.2708333,4.939229715,4.739993
1731,523.2916667,4.954386314,4.7537
1732,523.3125,4.971444213,4.768728
1733,523.3333333,4.990540132,4.7850547
1734,523.3541667,5.011847941,4.8021894
1735,523.375,5.035587386,4.819384
1736,523.3958333,5.062008713,4.837343
1737,523.4166667,5.091136217,4.862264
1738,523.4375,5.122434775,4.8906307
1739,523.4583333,5.15522882,4.9202247
1740,523.4791667,5.188949909,4.951417
1741,523.5,5.222958341,4.98404
1742,523.5208333,5.256414321,5.01736
1743,523.5416667,5.288415211,5.0503607
1744,523.5625,5.318114654,5.0820446
1745,523.5833333,5.345008,5.111524
1746,523.6041667,5.368816532,5.13834
1747,523.625,5.3893254520000005,5.162209
1748,523.6458333,5.406393422000001,5.182579
1749,523.6666667,5.420136299,5.1993523
1750,523.6875,5.4309952039999985,5.2118154
1751,523.7083333,5.439467859,5.2212586
1752,523.7291667,5.446111171,5.2279034
1753,523.75,5.45139806,5.2318635
1754,523.7708333,5.455754561,5.2332253
1755,523.7916667,5.4595568760000015,5.2326574
1756,523.8125,5.463155445,5.2317
1757,523.8333333,5.466872147999999,5.2320313
1758,523.8541667,5.470988561,5.2340097
1759,523.875,5.475724621,5.236995
1760,523.8958333,5.481178735,5.2401505
1761,523.9166667,5.4873339460000015,5.2430325
1762,523.9375,5.494082164,5.2462883
1763,523.9583333,5.501188117000001,5.251056
1764,523.9791667,5.508277266,5.257861
1765,524.0,5.514919279,5.266411
1766,524.0208333,5.520712585,5.275451
1767,524.0416667,5.525403311,5.2836685
1768,524.0625,5.528914584,5.2907286
1769,524.0833333,5.531295838999998,5.296924
1770,524.1041667,5.532717241,5.302352
1771,524.125,5.533414464,5.306964
1772,524.1458333,5.5336894060000015,5.310899
1773,524.1666667,5.533890164,5.3144546
1774,524.1875,5.53436625,5.3178334
1775,524.2083333,5.535464729,5.321225
1776,524.2291667,5.537496921,5.3252707
1777,524.25,5.540725481,5.3300915
1778,524.2708333,5.545355527999999,5.3357077
1779,524.2916667,5.551553605,5.342394
1780,524.3125,5.559511077000001,5.3505726
1781,524.3333333,5.5694398220000005,5.360499
1782,524.3541667,5.58154104,5.3720784
1783,524.375,5.595942559,5.386446
1784,524.3958333,5.612634711,5.4018774
1785,524.4166667,5.6314732539999985,5.417225
1786,524.4375,5.652173594,5.4329123
1787,524.4583333,5.674289272999999,5.4506392
1788,524.4791667,5.6971798620000005,5.4710975
1789,524.5,5.720143279,5.493313
1790,524.5208333,5.742538855,5.51599
1791,524.5416667,5.763810325,5.5382175
1792,524.5625,5.7835005110000015,5.559591
1793,524.5833333,5.801205477999999,5.5799637
1794,524.6041667,5.816598181,5.5988173
1795,524.625,5.829518114,5.6154
1796,524.6458333,5.8400028110000015,5.6293774
1797,524.6666667,5.848198632000001,5.6407957
1798,524.6875,5.854334144,5.649271
1799,524.7083333,5.858744907,5.654298
1800,524.7291667,5.861810182,5.65593
1801,524.75,5.863859708,5.65447
1802,524.7708333,5.8651634910000015,5.6506042
1803,524.7916667,5.865896097,5.6455503
1804,524.8125,5.866167192000001,5.64058
1805,524.8333333,5.8660496439999985,5.6364326
1806,524.8541667,5.865580082,5.63257
1807,524.875,5.864784123,5.6279016
1808,524.8958333,5.863656456,5.6228814
1809,524.9166667,5.862154739,5.6190577
1810,524.9375,5.860210826,5.6161323
1811,524.9583333,5.857726627000001,5.612496
1812,524.9791667,5.854572097,5.6083193
1813,525.0,5.850615267,5.605176
1814,525.0208333,5.845796395,5.6032395
1815,525.0416667,5.840085759,5.6014695
1816,525.0625,5.833461657000001,5.5998425
1817,525.0833333,5.825970695,5.5990033
1818,525.1041667,5.817829457999999,5.597918
1819,525.125,5.8093532770000005,5.5951667
1820,525.1458333,5.800877385,5.590641
1821,525.1666667,5.792714386,5.5850544
1822,525.1875,5.785150075,5.5792685
1823,525.2083333,5.778385372000001,5.5739837
1824,525.2291667,5.772574796000002,5.5696764
1825,525.25,5.767800365,5.566557
1826,525.2708333,5.764155364,5.5643578
1827,525.2916667,5.761702425,5.56279
1828,525.3125,5.760508035,5.5620065
1829,525.3333333,5.760692655,5.562276
1830,525.3541667,5.762416639,5.563705
1831,525.375,5.765864005,5.5660396
1832,525.3958333,5.77122733,5.5682473
1833,525.4166667,5.778583861,5.570051
1834,525.4375,5.787740562000001,5.572657
1835,525.4583333,5.79827019,5.577503
1836,525.4791667,5.809616667,5.5851502
1837,525.5,5.821115933,5.5951257
1838,525.5208333,5.831986177,5.60649
1839,525.5416667,5.841306612,5.6181297
1840,525.5625,5.848119557,5.628382
1841,525.5833333,5.851657457999999,5.635593
1842,525.6041667,5.851435062999999,5.639053
1843,525.625,5.847204333,5.6387076
1844,525.6458333,5.8389929710000015,5.634498
1845,525.6666667,5.827063302000001,5.626273
1846,525.6875,5.811979697999999,5.613578
1847,525.7083333,5.7943749160000015,5.596233
1848,525.7291667,5.774798992999999,5.574676
1849,525.75,5.7536691389999985,5.54952
1850,525.7708333,5.731223512000001,5.5222025
1851,525.7916667,5.707767203,5.4947457
1852,525.8125,5.683791699,5.4674025
1853,525.8333333,5.659754388,5.439181
1854,525.8541667,5.635969717,5.4095583
1855,525.875,5.6125096060000015,5.3786592
1856,525.8958333,5.589170669,5.347617
1857,525.9166667,5.565634647,5.31784
1858,525.9375,5.5415907839999985,5.289463
1859,525.9583333,5.516642924,5.2616835
1860,525.9791667,5.4902934110000015,5.235151
1861,526.0,5.462353584,5.211324
1862,526.0208333,5.4331805,5.1888103
1863,526.0416667,5.403285625,5.1653104
1864,526.0625,5.373001962999999,5.1410966
1865,526.0833333,5.342811313,5.1175866
1866,526.1041667,5.313496365,5.094476
1867,526.125,5.285708141000001,5.071101
1868,526.1458333,5.259761725,5.047943
1869,526.1666667,5.235696488,5.0259075
1870,526.1875,5.213374101,5.0061464
1871,526.2083333,5.192759436,4.989232
1872,526.2291667,5.173979436000001,4.9740334
1873,526.25,5.157078445,4.959438
1874,526.2708333,5.141984924,4.945638
1875,526.2916667,5.128647641000001,4.933153
1876,526.3125,5.117069976,4.923303
1877,526.3333333,5.107343088,4.914704
1878,526.3541667,5.099563385,4.904906
1879,526.375,5.09372531,4.8971148
1880,526.3958333,5.089729105,4.8895736
1881,526.4166667,5.087404608,4.8812385
1882,526.4375,5.086463328,4.873743
1883,526.4583333,5.086439566,4.869278
1884,526.4791667,5.086702676,4.867953
1885,526.5,5.086550518,4.868216
1886,526.5208333,5.085271425,4.8685255
1887,526.5416667,5.082175995,4.867834
1888,526.5625,5.076605006,4.865677
1889,526.5833333,5.067985403,4.8617105
1890,526.6041667,5.055943126,4.855125
1891,526.625,5.04036105,4.845052
1892,526.6458333,5.021365623,4.8311524
1893,526.6666667,4.999335558,4.8134866
1894,526.6875,4.974940173,4.7921
1895,526.7083333,4.948840882,4.7673616
1896,526.7291667,4.921617867,4.739721
1897,526.75,4.893628907,4.709466
1898,526.7708333,4.865034486,4.6770964
1899,526.7916667,4.835887777,4.643571
1900,526.8125,4.806201845,4.6098447
1901,526.8333333,4.775960861000001,4.5763783
1902,526.8541667,4.745086447,4.5434427
1903,526.875,4.713599322,4.5111647
1904,526.8958333,4.681634754,4.4793344
1905,526.9166667,4.649355969,4.4479513
1906,526.9375,4.616897919,4.417568
1907,526.9583333,4.5843204360000005,4.387122
1908,526.9791667,4.551625798,4.3567986
1909,527.0,4.518548749,4.326926
1910,527.0208333,4.484531036,4.298039
1911,527.0416667,4.449150612,4.2700543
1912,527.0625,4.412379428,4.2416477
1913,527.0833333,4.374533078,4.2117033
1914,527.1041667,4.33625611,4.178315
1915,527.125,4.298244318,4.1426916
1916,527.1458333,4.261063031,4.106878
1917,527.1666667,4.2252242839999985,4.07195
1918,527.1875,4.191202785,4.038979
1919,527.2083333,4.159299528,4.007858
1920,527.2291667,4.129778673,3.9781432
1921,527.25,4.102866024,3.9498456
1922,527.2708333,4.078755073,3.9233346
1923,527.2916667,4.057588227,3.8990066
1924,527.3125,4.039457089,3.876822
1925,527.3333333,4.024485222,3.8577232
1926,527.3541667,4.012711488,3.8419275
1927,527.375,4.004191634,3.828282
1928,527.3958333,3.998824516,3.8195028
1929,527.4166667,3.996559081000001,3.8115356
1930,527.4375,3.9972544570000004,3.8060224
1931,527.4583333,4.0005903489999985,3.8052986
1932,527.4791667,4.006042225,3.809524
1933,527.5,4.012942365,3.8171062
1934,527.5208333,4.020506915,3.826422
1935,527.5416667,4.027894101,3.8363004
1936,527.5625,4.034230593,3.8459904
1937,527.5833333,4.038654855,3.8547423
1938,527.6041667,4.040441999,3.8614364
1939,527.625,4.039136899,3.8650136
1940,527.6458333,4.0345824010000015,3.864946
1941,527.6666667,4.026906462,3.8610713
1942,527.6875,4.016503248,3.8531911
1943,527.7083333,4.003850342,3.8413558
1944,527.7291667,3.989313465,3.8259695
1945,527.75,3.9731616109999996,3.8073626
1946,527.7708333,3.955614827,3.7861474
1947,527.7916667,3.936935454,3.763321
1948,527.8125,3.917441352,3.7395825
1949,527.8333333,3.897476666,3.7174158
1950,527.8541667,3.877321003,3.695226
1951,527.875,3.857213037,3.6735036
1952,527.8958333,3.837310096,3.6527548
1953,527.9166667,3.817726366,3.6331735
1954,527.9375,3.7985687700000006,3.6142397
1955,527.9583333,3.7798385570000006,3.595449
1956,527.9791667,3.761452345,3.5771282
1957,528.0,3.743287836,3.560016
1958,528.0208333,3.72520691,3.5446663
1959,528.0416667,3.707178004,3.5311182
1960,528.0625,3.6893506229999997,3.5185418
1961,528.0833333,3.671993301,3.5061755
1962,528.1041667,3.655466247,3.4939399
1963,528.125,3.640168318,3.4822493
1964,528.1458333,3.6264874669999996,3.47218
1965,528.1666667,3.614820778,3.4653018
1966,528.1875,3.60553974,3.4606397
1967,528.2083333,3.598940686,3.4577906
1968,528.2291667,3.5951610880000002,3.456335
1969,528.25,3.5942556160000003,3.456119
1970,528.2708333,3.5961657729999996,3.4574819
1971,528.2916667,3.600777726000001,3.4608016
1972,528.3125,3.607987778,3.4661946
1973,528.3333333,3.6177146770000004,3.473242
1974,528.3541667,3.629888376,3.4815145
1975,528.375,3.6444365849999993,3.4920247
1976,528.3958333,3.6612872030000005,3.501981
1977,528.4166667,3.6802362829999997,3.5114262
1978,528.4375,3.70089545,3.5240843
1979,528.4583333,3.722812248,3.541027
1980,528.4791667,3.745584093,3.562057
1981,528.5,3.7685784110000005,3.58632
1982,528.5208333,3.7908310439999995,3.611638
1983,528.5416667,3.811382011,3.6357362
1984,528.5625,3.829465962,3.6577742
1985,528.5833333,3.844432961,3.677604
1986,528.6041667,3.8557825209999996,3.6938708
1987,528.625,3.863328031,3.7057614
1988,528.6458333,3.867161977,3.713212
1989,528.6666667,3.86754092,3.7165666
1990,528.6875,3.86481105,3.716255
1991,528.7083333,3.859445876,3.7125576
1992,528.7291667,3.851988675,3.7058074
1993,528.75,3.8430374559999994,3.696042
1994,528.7708333,3.8331549849999997,3.6835005
1995,528.7916667,3.8228446689999998,3.6699193
1996,528.8125,3.8125724109999997,3.6569705
1997,528.8333333,3.802748285,3.6453757
1998,528.8541667,3.7936878100000007,3.6345184
1999,528.875,3.7854890489999997,3.6238098
2000,528.8958333,3.7780198650000005,3.6133468
2001,528.9166667,3.77094201,3.603408
2002,528.9375,3.7637552930000004,3.5941784
2003,528.9583333,3.75588146,3.585581
2004,528.9791667,3.7468558669999994,3.577458
2005,529.0,3.736387202,3.5696554
2006,529.0208333,3.724538044,3.5618715
2007,529.0416667,3.711685964,3.5538175
2008,529.0625,3.698577544,3.5449946
2009,529.0833333,3.686064742,3.5355546
2010,529.1041667,3.674957782,3.5266109
2011,529.125,3.666105321,3.520276
2012,529.1458333,3.660295588,3.516613
2013,529.1666667,3.657904421,3.5141635
2014,529.1875,3.65907174,3.513525
2015,529.2083333,3.663730481,3.5154705
2016,529.2291667,3.671660503,3.5202289
2017,529.25,3.682525395,3.5275877
2018,529.2708333,3.695938361,3.53716
2019,529.2916667,3.7116286150000004,3.548556
2020,529.3125,3.729581666,3.5618975
2021,529.3333333,3.74981332,3.5775151
2022,529.3541667,3.7721571599999995,3.594873
2023,529.375,3.796492179,3.6145766
2024,529.3958333,3.8229359530000004,3.636927
2025,529.4166667,3.851615837,3.6614592
2026,529.4375,3.8824696159999994,3.6869636
2027,529.4583333,3.915140994,3.7172778
2028,529.4791667,3.9489590529999994,3.750921
2029,529.5,3.983156062,3.7862487
2030,529.5208333,4.016954865,3.821791
2031,529.5416667,4.049742652,3.8566732
2032,529.5625,4.081081056,3.8905053
2033,529.5833333,4.110260572,3.922753
2034,529.6041667,4.136320813,3.9522173
2035,529.625,4.158716012,3.9783428
2036,529.6458333,4.177367908,4.0006824
2037,529.6666667,4.192418892,4.0189066
2038,529.6875,4.204124881,4.033089
2039,529.7083333,4.212851553,4.0434566
2040,529.7291667,4.2190939589999985,4.050423
2041,529.75,4.223385443,4.0543733
2042,529.7708333,4.226276994,4.0565042
2043,529.7916667,4.22825557,4.057192
2044,529.8125,4.229761237,4.056509
2045,529.8333333,4.231203289,4.055868
2046,529.8541667,4.2329406889999985,4.055638
2047,529.875,4.235248454,4.0557575
2048,529.8958333,4.238259315,4.056534
