,Time (d),PO4_meas_GA (gP/m3),PO4_pred_GA (gP/m3)
430,496.1875,1.692947129,1.5980278
431,496.20833330000005,1.718256679,1.6234064
432,496.2291667,1.745016449,1.6520264
433,496.25,1.7730770180000002,1.6833432
434,496.27083330000005,1.802355342,1.7156202
435,496.2916667,1.832852648,1.7477006
436,496.3125,1.8646528079999998,1.7783188
437,496.33333330000005,1.897691589,1.8071812
438,496.3541667,1.9316439189999999,1.8347222
439,496.375,1.966402449,1.8589208
440,496.39583330000005,2.002382737,1.878425
441,496.4166667,2.039874478,1.8986485
442,496.4375,2.078618649,1.9277323
443,496.45833330000005,2.118031872,1.967496
444,496.4791667,2.157351101,2.0145643
445,496.5,2.196013107,2.0636365
446,496.52083330000005,2.233720137,2.1097393
447,496.5416667,2.269983347,2.151958
448,496.5625,2.303975331,2.192346
449,496.58333330000005,2.335037091,2.230895
450,496.6041667,2.362901607,2.2651918
451,496.625,2.387397365,2.2947092
452,496.64583330000005,2.4083802000000003,2.3206913
453,496.6666667,2.42584415,2.3436832
454,496.6875,2.439981004,2.363781
455,496.70833330000005,2.451254115,2.3801422
456,496.7291667,2.460273331,2.3903494
457,496.75,2.46758878,2.3942018
458,496.77083330000005,2.47364572,2.3954146
459,496.7916667,2.478866171,2.3974407
460,496.8125,2.483684,2.400908
461,496.83333330000005,2.488449508,2.405585
462,496.8541667,2.493413674,2.4121227
463,496.875,2.498739337,2.4200773
464,496.89583330000005,2.504512058,2.4273891
465,496.9166667,2.510692044,2.433857
466,496.9375,2.51709532,2.4415412
467,496.95833330000005,2.523489265,2.450975
468,496.9791667,2.529686902,2.4611027
469,497.0,2.535588895,2.4711988
470,497.02083330000005,2.54119249,2.4807837
471,497.0416667,2.54656794,2.489861
472,497.0625,2.551845302,2.4990926
473,497.08333330000005,2.557221298,2.5086644
474,497.1041667,2.56294994,2.5181692
475,497.125,2.56932182,2.527481
476,497.14583330000005,2.576643342,2.5367756
477,497.1666667,2.585200032,2.5465443
478,497.1875,2.595227983,2.5575678
479,497.20833330000005,2.606958112,2.570152
480,497.2291667,2.620703682,2.583429
481,497.25,2.636724465,2.597626
482,497.27083330000005,2.655036209,2.614891
483,497.2916667,2.675556876,2.635584
484,497.3125,2.698368927,2.6570914
485,497.33333330000005,2.723536546,2.6778824
486,497.3541667,2.750927975,2.6971776
487,497.375,2.780382784,2.7128224
488,497.39583330000005,2.812112957,2.7252734
489,497.4166667,2.846102487,2.741175
490,497.4375,2.881684636,2.768348
491,497.45833330000005,2.918078369,2.8074572
492,497.4791667,2.954721469,2.8527155
493,497.5,2.991227423,2.8970714
494,497.52083330000005,3.0272321970000005,2.938533
495,497.5416667,3.062118551,2.9774473
496,497.5625,3.0950395910000004,3.014694
497,497.58333330000005,3.1252006920000004,3.0500126
498,497.6041667,3.1520738660000007,3.0821629
499,497.625,3.175290692,3.1106668
500,497.64583330000005,3.194534284,3.1355498
501,497.6666667,3.209805537,3.1565647
502,497.6875,3.2214169910000003,3.1728454
503,497.70833330000005,3.2294961750000004,3.1839466
504,497.7291667,3.234428087,3.190325
505,497.75,3.23678028,3.1921506
506,497.77083330000005,3.2371555209999996,3.189926
507,497.7916667,3.236097849,3.186093
508,497.8125,3.234113134,3.1829946
509,497.83333330000005,3.2316400170000006,3.1812344
510,497.8541667,3.2290686400000004,3.1806958
511,497.875,3.2266983910000007,3.18066
512,497.89583330000005,3.2247244979999996,3.1801043
513,497.9166667,3.22325622,3.1791632
514,497.9375,3.222325702,3.1788127
515,497.95833330000005,3.221921362,3.1794364
516,497.9791667,3.221985511,3.1805458
517,498.0,3.2225560510000006,3.1820922
518,498.02083330000005,3.223708443,3.184815
519,498.0416667,3.225596725,3.1889791
520,498.0625,3.2283927909999997,3.1942194
521,498.08333330000005,3.23229155,3.200393
522,498.1041667,3.23744559,3.207796
523,498.125,3.243905634,3.2163217
524,498.14583330000005,3.251701628,3.225699
525,498.1666667,3.260817696,3.236001
526,498.1875,3.271225892,3.2473264
527,498.20833330000005,3.282928285,3.259664
528,498.2291667,3.2960038200000006,3.2727315
529,498.25,3.31055282,3.2866766
530,498.27083330000005,3.3266291069999996,3.302233
531,498.2916667,3.344287675,3.3196228
532,498.3125,3.363624747,3.3379507
533,498.33333330000005,3.3848312330000003,3.3561692
534,498.3541667,3.408274238,3.3719075
535,498.375,3.4342746849999997,3.3834786
536,498.39583330000005,3.4630120689999995,3.394594
537,498.4166667,3.494423969,3.4114807
538,498.4375,3.5281825670000004,3.4381702
539,498.45833330000005,3.563896199,3.474798
540,498.4791667,3.6012057929999997,3.5165148
541,498.5,3.6396278690000003,3.5555525
542,498.52083330000005,3.678423295,3.5949197
543,498.5416667,3.716662484,3.6336203
544,498.5625,3.753308637,3.6711345
545,498.58333330000005,3.787559613,3.706739
546,498.6041667,3.818893959,3.7396
547,498.625,3.84693625,3.7695212
548,498.64583330000005,3.871409202,3.7964883
549,498.6666667,3.892146438,3.8203056
550,498.6875,3.90916111,3.8405383
551,498.70833330000005,3.922740507,3.856511
552,498.7291667,3.93345354,3.867635
553,498.75,3.941822058,3.874325
554,498.77083330000005,3.948388929,3.8785803
555,498.7916667,3.9536548440000003,3.8824563
556,498.8125,3.958079281,3.8864312
557,498.83333330000005,3.962027938,3.8905756
558,498.8541667,3.9657380159999995,3.8951945
559,498.875,3.969358902,3.9001706
560,498.89583330000005,3.9729488269999997,3.9050443
561,498.9166667,3.9764713769999998,3.9096441
562,498.9375,3.9797998780000006,3.9142237
563,498.95833330000005,3.982764162,3.9186695
564,498.9791667,3.9852003459999996,3.9226055
565,499.0,3.9869965300000003,3.925854
566,499.02083330000005,3.9881155550000003,3.9282646
567,499.0416667,3.988621842,3.9301138
568,499.0625,3.988705164,3.931782
569,499.08333330000005,3.9887134170000005,3.93336
570,499.1041667,3.9891208309999997,3.9351673
571,499.125,3.990427393,3.9373653
572,499.14583330000005,3.993081236,3.9398248
573,499.1666667,3.997414372,3.9430282
574,499.1875,4.003568475,3.9478931
575,499.20833330000005,4.011510262,3.9546688
576,499.2291667,4.021130826,3.9629543
577,499.25,4.032323656,3.9724858
578,499.27083330000005,4.0450208860000005,3.983265
579,499.2916667,4.059230383,3.9953172
580,499.3125,4.075006692,4.0083017
581,499.33333330000005,4.09256589,4.0216966
582,499.3541667,4.112274627,4.034183
583,499.375,4.134493095,4.0448875
584,499.39583330000005,4.15936066,4.0565987
585,499.4166667,4.186818506,4.0732074
586,499.4375,4.216628477,4.096742
587,499.45833330000005,4.248465102,4.1271386
588,499.4791667,4.281869807,4.162114
589,499.5,4.316000179,4.198906
590,499.52083330000005,4.349599423,4.2356215
591,499.5416667,4.3814392510000015,4.27055
592,499.5625,4.410558818,4.302365
593,499.58333330000005,4.436229743999999,4.330542
594,499.6041667,4.457965574,4.354959
595,499.625,4.475369741000001,4.3757205
596,499.64583330000005,4.488214001,4.392673
597,499.6666667,4.496733149,4.4053645
598,499.6875,4.501338005,4.413457
599,499.70833330000005,4.502663797,4.416905
600,499.7291667,4.501466218,4.4161325
601,499.75,4.498512486,4.41177
602,499.77083330000005,4.494470697,4.4054766
603,499.7916667,4.489918726,4.399767
604,499.8125,4.485373428,4.3958263
605,499.83333330000005,4.481180223,4.3930535
606,499.8541667,4.477470956,4.3906693
607,499.875,4.474226317,4.388802
608,499.89583330000005,4.471278779,4.387695
609,499.9166667,4.46830595,4.3870206
610,499.9375,4.464894587,4.3862267
611,499.95833330000005,4.460635384,4.3845553
612,499.9791667,4.455194452,4.381426
613,500.0,4.448336386,4.3767753
614,500.02083330000005,4.43993331,4.3707547
615,500.0416667,4.429985764,4.3634644
616,500.0625,4.418634224,4.3549466
617,500.08333330000005,4.406249194,4.3453126
618,500.1041667,4.393311094,4.334856
619,500.125,4.380503191,4.324033
620,500.14583330000005,4.368641748,4.313452
621,500.1666667,4.358527728,4.303727
622,500.1875,4.35083002,4.295504
623,500.20833330000005,4.346022095,4.289438
624,500.2291667,4.34438206,4.2860312
625,500.25,4.345989667,4.285558
626,500.27083330000005,4.35077926,4.288066
627,500.2916667,4.358584127,4.293504
628,500.3125,4.369177201,4.3014483
629,500.33333330000005,4.38223765,4.3110266
630,500.3541667,4.3977174130000005,4.3204274
631,500.375,4.41561537,4.328371
632,500.39583330000005,4.435830558,4.336955
633,500.4166667,4.458173365,4.3499155
634,500.4375,4.482321538,4.3693833
635,500.45833330000005,4.507898451,4.395164
636,500.4791667,4.534538863,4.424872
637,500.5,4.561729228,4.455722
638,500.52083330000005,4.588774462,4.4859014
639,500.5416667,4.614979736,4.514456
640,500.5625,4.639791322,4.541188
641,500.58333330000005,4.66267289,4.5664296
642,500.6041667,4.683093285,4.590215
643,500.625,4.700609144,4.6120734
644,500.64583330000005,4.714960323,4.6312737
645,500.6666667,4.726135591,4.647177
646,500.6875,4.734393161,4.6593466
647,500.70833330000005,4.740165276,4.667704
648,500.7291667,4.74379274,4.672549
649,500.75,4.745642988,4.674303
650,500.77083330000005,4.746052301000001,4.6742334
651,500.7916667,4.745332112,4.673861
652,500.8125,4.743782943,4.6737003
653,500.83333330000005,4.741644279,4.6734343
654,500.8541667,4.739039978,4.672694
655,500.875,4.7359628460000005,4.671378
656,500.89583330000005,4.732282993,4.669307
657,500.9166667,4.727761397,4.6659975
658,500.9375,4.722090486,4.661275
659,500.95833330000005,4.714993835,4.655432
660,500.9791667,4.706307093,4.648628
661,501.0,4.696101274,4.6406937
662,501.02083330000005,4.684649107,4.6314626
663,501.0416667,4.672502751000001,4.6209807
664,501.0625,4.660360278,4.609678
665,501.08333330000005,4.6489642710000005,4.5981917
666,501.1041667,4.638992623,4.587299
667,501.125,4.631040543,4.5778046
668,501.14583330000005,4.625600775,4.570379
669,501.1666667,4.6230344080000005,4.5654507
670,501.1875,4.623578763,4.5632925
