,Time (d),NH4_meas_AutoML (gN/m3),NH4_pred_AutoML (gN/m3)
1270,513.6875,15116.008580000003,14985.669
1271,513.7083333,15118.08894,14988.041
1272,513.7291667,15120.53171,14989.4795
1273,513.75,15123.24441,14990.337
1274,513.7708333,15126.027369999998,14990.985
1275,513.7916667,15128.77947,14992.143
1276,513.8125,15131.71225,14994.325
1277,513.8333333,15134.76521,14997.796
1278,513.8541667,15138.00106,15001.873
1279,513.875,15140.99464,15005.897
1280,513.8958333,15144.24149,15009.237
1281,513.9166667,15147.7354,15012.516
1282,513.9375,15151.32317,15016.03
1283,513.9583333,15155.68621,15019.902
1284,513.9791667,15159.58253,15024.758
1285,514.0,15163.66103,15029.219
1286,514.0208333,15167.0179,15033.987
1287,514.0416667,15171.34649,15038.422
1288,514.0625,15175.22214,15043.944
1289,514.0833333,15178.66089,15048.811
1290,514.1041667,15182.726230000002,15053.0
1291,514.125,15186.32242,15057.724
1292,514.1458333,15189.9367,15062.072
1293,514.1666667,15193.39087,15066.525
1294,514.1875,15196.63017,15070.939
1295,514.2083333,15199.60426,15075.283
1296,514.2291667,15202.30396,15079.317
1297,514.25,15204.76453,15082.827
1298,514.2708333,15206.85653,15085.846
1299,514.2916667,15208.78261,15088.358
1300,514.3125,15210.72331,15090.653
1301,514.3333333,15212.76992,15092.912
1302,514.3541667,15214.91836,15094.616
1303,514.375,15216.92216,15094.986
1304,514.3958333,15218.85879,15094.424
1305,514.4166667,15220.62431,15094.244
1306,514.4375,15222.16084,15094.983
1307,514.4583333,15223.656180000002,15096.555
1308,514.4791667,15225.21409,15098.601
1309,514.5,15227.00607,15100.708
1310,514.5208333,15228.47089,15102.841
1311,514.5416667,15230.2449,15104.442
1312,514.5625,15231.63145,15106.251
1313,514.5833333,15233.12719,15107.809
1314,514.6041667,15234.99948,15109.698
1315,514.625,15237.14405,15112.185
1316,514.6458333,15239.47793,15115.014
1317,514.6666667,15241.58268,15117.894
1318,514.6875,15243.57425,15120.381
1319,514.7083333,15245.60929,15122.64
1320,514.7291667,15247.67427,15124.668
1321,514.75,15249.70813,15126.254
1322,514.7708333,15251.8982,15127.573
1323,514.7916667,15254.33971,15129.146
1324,514.8125,15257.09181,15131.215
1325,514.8333333,15260.46066,15133.849
1326,514.8541667,15263.52418,15137.265
1327,514.875,15266.49335,15140.481
1328,514.8958333,15269.23859,15143.552
1329,514.9166667,15272.377530000002,15146.28
1330,514.9375,15275.146530000002,15149.262
1331,514.9583333,15278.98046,15151.841
1332,514.9791667,15282.114769999998,15155.435
1333,515.0,15285.85183,15158.432
1334,515.0208333,15289.544219999998,15162.085
1335,515.0416667,15293.475380000002,15165.828
1336,515.0625,15297.47807,15169.928
1337,515.0833333,15301.00905,15174.148
1338,515.1041667,15304.84231,15177.989
1339,515.125,15308.47539,15182.284
1340,515.1458333,15312.261,15186.546
1341,515.1666667,15316.040319999998,15191.007
1342,515.1875,15319.8911,15195.522
1343,515.2083333,15323.72366,15200.26
1344,515.2291667,15327.33006,15205.133
1345,515.25,15330.49366,15209.78
1346,515.2708333,15333.23598,15213.835
1347,515.2916667,15335.86077,15217.258
1348,515.3125,15338.61009,15220.347
1349,515.3333333,15341.38929,15223.256
1350,515.3541667,15344.19994,15224.998
1351,515.375,15347.08767,15224.676
1352,515.3958333,15350.025280000002,15223.612
1353,515.4166667,15353.07462,15223.225
1354,515.4375,15356.07087,15223.913
1355,515.4583333,15358.812080000003,15225.686
1356,515.4791667,15361.39995,15228.164
1357,515.5,15363.84186,15230.872
1358,515.5208333,15366.1953,15233.34
1359,515.5416667,15368.4934,15235.448
1360,515.5625,15370.94425,15237.311
1361,515.5833333,15373.57276,15239.297
1362,515.6041667,15376.55553,15241.58
1363,515.625,15379.604980000002,15244.447
1364,515.6458333,15382.503669999998,15247.656
1365,515.6666667,15385.175,15250.951
1366,515.6875,15387.97311,15254.1875
1367,515.7083333,15390.97615,15257.623
1368,515.7291667,15394.020230000002,15260.743
1369,515.75,15396.90937,15262.603
1370,515.7708333,15399.66196,15263.209
1371,515.7916667,15402.38451,15263.422
1372,515.8125,15405.32959,15264.131
1373,515.8333333,15408.50955,15266.086
1374,515.8541667,15411.68836,15269.044
1375,515.875,15415.27342,15272.078
1376,515.8958333,15418.65761,15275.244
1377,515.9166667,15421.9549,15278.075
1378,515.9375,15425.187280000002,15281.076
1379,515.9583333,15428.3868,15284.642
1380,515.9791667,15431.553780000002,15288.629
1381,516.0,15434.72619,15292.581
1382,516.0208333,15437.90265,15296.325
1383,516.0416667,15441.05209,15299.904
1384,516.0625,15443.9607,15303.47
1385,516.0833333,15446.84225,15306.997
1386,516.1041667,15449.7413,15310.697
1387,516.125,15452.48267,15314.535
1388,516.1458333,15454.847130000002,15318.243
1389,516.1666667,15456.76308,15321.5
1390,516.1875,15458.3382,15324.185
1391,516.2083333,15459.338719999998,15326.433
1392,516.2291667,15460.09667,15328.126
1393,516.25,15460.71255,15329.705
1394,516.2708333,15460.67679,15331.214
1395,516.2916667,15460.02712,15331.953
1396,516.3125,15459.61075,15331.749
1397,516.3333333,15458.762519999998,15331.204
1398,516.3541667,15457.79124,15328.734
1399,516.375,15457.031469999998,15323.595
1400,516.3958333,15455.2645,15317.167
1401,516.4166667,15453.80102,15310.278
1402,516.4375,15451.259569999998,15305.537
1403,516.4583333,15448.83839,15301.824
1404,516.4791667,15446.47598,15299.603
1405,516.5,15443.5838,15297.944
1406,516.5208333,15440.369819999998,15295.749
1407,516.5416667,15437.812280000002,15293.106
1408,516.5625,15434.19972,15290.994
1409,516.5833333,15430.42623,15287.779
1410,516.6041667,15426.49425,15284.344
1411,516.625,15421.54986,15280.697
1412,516.6458333,15417.85049,15276.097
1413,516.6666667,15413.4544,15272.843
1414,516.6875,15409.34206,15268.925
1415,516.7083333,15405.255319999998,15264.972
1416,516.7291667,15400.87334,15260.362
1417,516.75,15395.37566,15254.52
1418,516.7708333,15389.6715,15247.201
1419,516.7916667,15384.08848,15240.302
1420,516.8125,15378.4375,15234.515
1421,516.8333333,15373.125580000002,15229.362
1422,516.8541667,15367.83963,15224.822
1423,516.875,15362.41324,15220.316
1424,516.8958333,15356.72757,15215.437
1425,516.9166667,15351.25081,15209.884
1426,516.9375,15346.25719,15204.3125
1427,516.9583333,15341.1322,15199.47
1428,516.9791667,15336.163019999998,15195.113
1429,517.0,15331.0939,15191.565
1430,517.0208333,15326.003519999998,15188.206
1431,517.0416667,15320.68206,15184.683
1432,517.0625,15315.37394,15180.644
1433,517.0833333,15310.09005,15176.416
1434,517.1041667,15304.97806,15172.304
1435,517.125,15299.86906,15168.73
1436,517.1458333,15294.4067,15165.414
1437,517.1666667,15289.025769999998,15161.694
1438,517.1875,15283.4384,15157.787
1439,517.2083333,15277.7893,15153.368
1440,517.2291667,15271.51024,15148.651
1441,517.25,15265.955419999998,15143.214
1442,517.2708333,15259.49552,15138.552
1443,517.2916667,15253.36057,15133.332
1444,517.3125,15247.008630000002,15128.547
1445,517.3333333,15240.80575,15123.26
1446,517.3541667,15234.17395,15116.975
1447,517.375,15227.91829,15108.414
1448,517.3958333,15221.47182,15099.237
1449,517.4166667,15215.1882,15090.483
1450,517.4375,15208.96739,15083.191
1451,517.4583333,15202.42783,15077.06
1452,517.4791667,15196.23238,15071.12
1453,517.5,15189.39669,15065.492
1454,517.5208333,15183.10136,15059.022
1455,517.5416667,15176.58395,15052.835
1456,517.5625,15169.89597,15046.503
1457,517.5833333,15163.51991,15040.441
1458,517.6041667,15157.36713,15035.087
1459,517.625,15151.02027,15030.079
1460,517.6458333,15144.86836,15024.768
1461,517.6666667,15138.8652,15019.399
1462,517.6875,15132.966380000002,15013.92
1463,517.7083333,15127.14195,15008.278
1464,517.7291667,15121.25531,15002.279
1465,517.75,15115.6211,14995.599
1466,517.7708333,15110.35623,14988.89
1467,517.7916667,15105.467019999998,14982.879
1468,517.8125,15100.85187,14977.903
1469,517.8333333,15096.50416,14973.88
1470,517.8541667,15092.30024,14970.379
1471,517.875,15088.189019999998,14966.787
1472,517.8958333,15084.01667,14962.93
1473,517.9166667,15079.849869999998,14958.8
1474,517.9375,15075.95459,14954.756
1475,517.9583333,15072.48406,14951.331
1476,517.9791667,15069.38243,14948.829
1477,518.0,15066.84475,14947.227
1478,518.0208333,15064.33915,14946.318
1479,518.0416667,15061.62295,14945.13
1480,518.0625,15059.20063,14943.395
1481,518.0833333,15056.72471,14941.822
1482,518.1041667,15054.42647,14940.252
1483,518.125,15052.84451,14938.96
1484,518.1458333,15051.27428,14938.486
1485,518.1666667,15049.63141,14938.156
1486,518.1875,15047.85378,14937.777
1487,518.2083333,15045.94285,14937.167
1488,518.2291667,15043.950469999998,14936.434
1489,518.25,15041.96581,14935.847
1490,518.2708333,15040.29501,14935.447
1491,518.2916667,15038.96157,14935.385
1492,518.3125,15037.84062,14935.531
1493,518.3333333,15036.75947,14935.437
1494,518.3541667,15035.80715,14933.569
1495,518.375,15034.88512,14928.614
1496,518.3958333,15034.39489,14922.181
1497,518.4166667,15034.00574,14917.409
1498,518.4375,15033.87674,14914.984
1499,518.4583333,15033.351669999998,14914.625
1500,518.4791667,15032.83615,14914.783
1501,518.5,15032.54259,14915.064
1502,518.5208333,15032.03187,14915.207
1503,518.5416667,15032.2823,14914.6455
1504,518.5625,15032.639830000002,14914.588
1505,518.5833333,15033.45104,14914.9
1506,518.6041667,15034.80353,14916.326
1507,518.625,15036.13675,14919.113
1508,518.6458333,15037.19133,14922.157
1509,518.6666667,15038.36661,14924.483
1510,518.6875,15039.60264,14926.179
1511,518.7083333,15040.886369999998,14927.222
1512,518.7291667,15042.59006,14927.556
1513,518.75,15044.17861,14927.427
1514,518.7708333,15046.32544,14926.721
1515,518.7916667,15048.47764,14926.592
1516,518.8125,15051.09089,14927.043
1517,518.8333333,15053.92823,14929.0205
1518,518.8541667,15056.94883,14932.308
1519,518.875,15059.655830000003,14936.439
1520,518.8958333,15062.25266,14940.093
1521,518.9166667,15065.47946,14942.793
1522,518.9375,15068.35035,14945.39
1523,518.9583333,15072.2241,14947.52
1524,518.9791667,15076.27424,14951.118
1525,519.0,15080.69373,14955.854
1526,519.0208333,15084.37229,14961.662
1527,519.0416667,15088.62845,14966.879
1528,519.0625,15092.34182,14972.293
1529,519.0833333,15096.19683,14976.728
1530,519.1041667,15099.892,14981.07
1531,519.125,15103.51171,14985.331
1532,519.1458333,15107.250869999998,14989.616
1533,519.1666667,15110.70476,14993.975
1534,519.1875,15113.96756,14997.962
1535,519.2083333,15117.04743,15001.692
1536,519.2291667,15120.10464,15005.284
1537,519.25,15123.06743,15009.036
1538,519.2708333,15125.5734,15012.917
1539,519.2916667,15127.663530000002,15016.448
1540,519.3125,15129.3212,15019.405
1541,519.3333333,15130.87627,15021.436
1542,519.3541667,15132.31628,15021.525
1543,519.375,15133.72283,15018.355
1544,519.3958333,15135.255819999997,15013.661
1545,519.4166667,15136.93803,15010.332
1546,519.4375,15138.373480000002,15009.789
1547,519.4583333,15139.41693,15011.628
1548,519.4791667,15140.21907,15014.193
1549,519.5,15140.91543,15016.084
1550,519.5208333,15141.528219999998,15017.073
1551,519.5416667,15142.12039,15017.58
1552,519.5625,15142.81197,15018.173
1553,519.5833333,15143.81957,15019.25
1554,519.6041667,15145.19552,15020.772
1555,519.625,15147.03393,15022.418
1556,519.6458333,15148.6357,15024.356
1557,519.6666667,15149.95258,15026.191
1558,519.6875,15151.14443,15027.701
1559,519.7083333,15152.2247,15028.586
1560,519.7291667,15153.65267,15028.513
1561,519.75,15155.03033,15027.801
1562,519.7708333,15156.27124,15026.663
1563,519.7916667,15157.64773,15025.846
1564,519.8125,15159.3374,15026.048
1565,519.8333333,15161.56701,15027.447
1566,519.8541667,15164.159780000002,15029.92
1567,519.875,15167.43211,15032.93
1568,519.8958333,15170.09101,15036.491
1569,519.9166667,15172.45028,15039.159
1570,519.9375,15174.79151,15041.467
1571,519.9583333,15177.27429,15044.115
1572,519.9791667,15180.30839,15047.28
1573,520.0,15183.6741,15051.155
1574,520.0208333,15187.53611,15055.508
1575,520.0416667,15191.3067,15060.584
1576,520.0625,15194.57065,15065.769
1577,520.0833333,15197.88092,15070.503
1578,520.1041667,15201.07516,15075.085
1579,520.125,15204.563580000002,15079.242
1580,520.1458333,15207.76956,15083.469
1581,520.1666667,15210.81719,15087.374
1582,520.1875,15213.65663,15091.199
1583,520.2083333,15216.27406,15094.956
1584,520.2291667,15218.70506,15098.594
1585,520.25,15220.95705,15102.062
1586,520.2708333,15223.09591,15105.296
1587,520.2916667,15225.22442,15108.345
1588,520.3125,15227.00266,15111.218
1589,520.3333333,15228.63802,15113.33
1590,520.3541667,15230.007259999997,15113.593
1591,520.375,15230.84818,15110.704
1592,520.3958333,15232.00844,15106.033
1593,520.4166667,15233.37169,15102.434
1594,520.4375,15235.01395,15100.462
1595,520.4583333,15236.58653,15100.294
1596,520.4791667,15237.63659,15101.456
1597,520.5,15238.2645,15103.127
1598,520.5208333,15238.83665,15104.79
1599,520.5416667,15239.649130000002,15106.377
1600,520.5625,15240.836180000002,15107.95
1601,520.5833333,15242.2911,15109.562
1602,520.6041667,15243.64375,15111.273
1603,520.625,15244.85114,15112.957
1604,520.6458333,15246.1726,15114.651
1605,520.6666667,15247.67098,15116.581
1606,520.6875,15249.359219999998,15118.641
1607,520.7083333,15250.86311,15120.592
1608,520.7291667,15252.32249,15121.888
1609,520.75,15253.85128,15122.624
1610,520.7708333,15255.33324,15123.198
1611,520.7916667,15257.03647,15123.776
1612,520.8125,15258.968669999998,15124.773
1613,520.8333333,15261.23911,15126.33
1614,520.8541667,15263.45509,15128.6045
1615,520.875,15265.721480000002,15131.188
1616,520.8958333,15268.06469,15133.926
1617,520.9166667,15270.47949,15136.561
1618,520.9375,15272.76716,15139.172
1619,520.9583333,15275.701330000002,15141.865
1620,520.9791667,15278.54893,15145.389
1621,521.0,15281.4518,15148.844
1622,521.0208333,15284.29946,15152.343
1623,521.0416667,15287.49012,15155.92
1624,521.0625,15291.163030000003,15160.011
1625,521.0833333,15294.3747,15164.689
1626,521.1041667,15297.2025,15168.915
1627,521.125,15300.371330000002,15172.602
1628,521.1458333,15303.03424,15176.492
1629,521.1666667,15305.98234,15179.982
1630,521.1875,15308.85587,15184.038
1631,521.2083333,15311.73426,15188.418
1632,521.2291667,15314.5405,15192.95
1633,521.25,15317.11915,15197.245
1634,521.2708333,15319.54119,15201.021
1635,521.2916667,15321.28395,15204.3
1636,521.3125,15323.0571,15206.574
1637,521.3333333,15324.53532,15208.407
1638,521.3541667,15325.84074,15208.507
1639,521.375,15326.897619999998,15206.185
1640,521.3958333,15327.58685,15202.993
1641,521.4166667,15328.13019,15200.468
1642,521.4375,15328.51539,15199.054
1643,521.4583333,15328.650569999998,15198.464
1644,521.4791667,15329.0059,15198.355
1645,521.5,15328.94911,15199.012
1646,521.5208333,15328.88663,15199.489
1647,521.5416667,15328.70381,15199.846
1648,521.5625,15328.32318,15199.937
1649,521.5833333,15327.457,15199.832
1650,521.6041667,15326.40593,15199.333
1651,521.625,15325.1535,15198.713
1652,521.6458333,15323.91606,15197.987
1653,521.6666667,15322.513680000002,15197.406
1654,521.6875,15321.18568,15196.698
1655,521.7083333,15319.82166,15195.896
1656,521.7291667,15318.68051,15194.627
1657,521.75,15317.676919999998,15192.909
1658,521.7708333,15316.531830000002,15190.923
1659,521.7916667,15315.19403,15188.979
1660,521.8125,15313.86184,15187.291
1661,521.8333333,15312.74569,15185.927
1662,521.8541667,15311.86795,15184.977
1663,521.875,15311.47032,15184.482
1664,521.8958333,15311.01934,15184.6045
1665,521.9166667,15310.63129,15184.692
1666,521.9375,15310.52637,15184.726
1667,521.9583333,15310.639180000002,15184.882
1668,521.9791667,15310.92796,15185.244
1669,522.0,15311.085330000002,15185.947
1670,522.0208333,15311.49136,15186.715
1671,522.0416667,15312.05816,15187.842
1672,522.0625,15312.72645,15189.241
1673,522.0833333,15313.40781,15190.864
1674,522.1041667,15313.94734,15192.503
1675,522.125,15314.372780000003,15193.854
1676,522.1458333,15314.93099,15194.987
1677,522.1666667,15315.46595,15196.326
1678,522.1875,15316.3317,15197.95
1679,522.2083333,15317.2991,15200.394
1680,522.2291667,15317.9471,15203.253
1681,522.25,15318.10609,15205.626
1682,522.2708333,15317.77875,15207.064
1683,522.2916667,15316.98804,15207.604
1684,522.3125,15316.59311,15207.377
1685,522.3333333,15316.26783,15207.151
1686,522.3541667,15316.41772,15205.645
1687,522.375,15316.622130000002,15202.2
1688,522.3958333,15316.7392,15197.734
1689,522.4166667,15316.46906,15194.049
1690,522.4375,15315.91431,15191.629
1691,522.4583333,15315.006830000002,15190.305
1692,522.4791667,15314.484080000002,15189.417
1693,522.5,15314.18774,15189.26
1694,522.5208333,15314.10079,15189.377
1695,522.5416667,15313.87332,15189.498
1696,522.5625,15313.76481,15189.245
1697,522.5833333,15313.7827,15189.002
1698,522.6041667,15313.82195,15188.986
1699,522.625,15313.90242,15189.279
1700,522.6458333,15314.03879,15189.83
1701,522.6666667,15314.32759,15190.445
1702,522.6875,15314.74095,15190.967
1703,522.7083333,15315.17768,15191.096
1704,522.7291667,15315.417419999998,15190.37
1705,522.75,15315.54096,15188.334
1706,522.7708333,15315.8102,15185.696
1707,522.7916667,15316.35309,15183.629
1708,522.8125,15317.2138,15182.734
1709,522.8333333,15318.093319999998,15183.196
1710,522.8541667,15319.27451,15184.478
1711,522.875,15320.86515,15186.445
1712,522.8958333,15322.61123,15188.781
1713,522.9166667,15324.8969,15190.94
1714,522.9375,15326.58092,15193.365
1715,522.9583333,15328.348569999998,15195.27
1716,522.9791667,15330.29254,15197.5
1717,523.0,15332.57969,15200.169
1718,523.0208333,15334.86439,15203.274
1719,523.0416667,15337.57507,15206.283
1720,523.0625,15340.32391,15209.652
1721,523.0833333,15343.16767,15213.245
1722,523.1041667,15345.91008,15217.12
1723,523.125,15348.330430000002,15220.8545
1724,523.1458333,15350.5703,15224.15
1725,523.1666667,15352.72878,15227.257
1726,523.1875,15354.92361,15230.354
1727,523.2083333,15356.828630000002,15233.543
1728,523.2291667,15358.512030000002,15236.438
1729,523.25,15359.89255,15239.002
1730,523.2708333,15360.901130000002,15241.093
1731,523.2916667,15360.98557,15242.611
1732,523.3125,15361.58037,15243.013
1733,523.3333333,15361.67147,15243.558
1734,523.3541667,15361.84638,15242.174
1735,523.375,15361.9599,15238.245
1736,523.3958333,15361.89503,15232.993
1737,523.4166667,15361.6706,15228.223
1738,523.4375,15361.204569999998,15224.744
1739,523.4583333,15359.98866,15222.74
1740,523.4791667,15358.48509,15221.282
1741,523.5,15356.97446,15219.963
1742,523.5208333,15355.15366,15218.463
1743,523.5416667,15353.11357,15216.318
1744,523.5625,15351.23321,15213.801
1745,523.5833333,15348.72456,15211.587
1746,523.6041667,15346.82046,15209.068
1747,523.625,15344.37284,15207.421
1748,523.6458333,15341.99454,15205.497
1749,523.6666667,15339.41675,15203.839
1750,523.6875,15336.12858,15201.806
1751,523.7083333,15332.94524,15198.377
1752,523.7291667,15329.23498,15194.096
1753,523.75,15325.63934,15188.428
1754,523.7708333,15321.631830000002,15182.625
1755,523.7916667,15317.343680000002,15176.944
1756,523.8125,15313.39106,15171.831
1757,523.8333333,15309.86777,15167.812
1758,523.8541667,15306.1529,15164.585
1759,523.875,15302.47285,15161.116
1760,523.8958333,15298.35674,15157.658
1761,523.9166667,15294.04919,15154.124
1762,523.9375,15289.593969999998,15150.661
1763,523.9583333,15285.38896,15146.874
1764,523.9791667,15281.354119999998,15143.118
1765,524.0,15277.16435,15139.641
1766,524.0208333,15272.9695,15136.229
1767,524.0416667,15268.689219999998,15132.8545
1768,524.0625,15264.27815,15129.556
1769,524.0833333,15260.44324,15126.652
1770,524.1041667,15256.12784,15124.679
1771,524.125,15251.77582,15122.125
1772,524.1458333,15247.71259,15119.186
1773,524.1666667,15243.09696,15116.219
1774,524.1875,15238.66099,15112.566
1775,524.2083333,15234.54719,15109.049
1776,524.2291667,15229.60021,15105.891
1777,524.25,15224.44848,15102.044
1778,524.2708333,15219.07866,15098.032
1779,524.2916667,15213.05353,15093.698
1780,524.3125,15207.38879,15088.555
1781,524.3333333,15202.07003,15083.505
1782,524.3541667,15196.75658,15077.64
1783,524.375,15191.39595,15069.39
1784,524.3958333,15186.12186,15059.488
1785,524.4166667,15180.30542,15050.101
1786,524.4375,15174.34197,15041.869
1787,524.4583333,15168.24097,15035.16
1788,524.4791667,15161.917980000002,15029.318
1789,524.5,15155.49326,15023.639
1790,524.5208333,15148.83629,15017.935
1791,524.5416667,15142.5456,15012.066
1792,524.5625,15135.9171,15006.505
1793,524.5833333,15129.46063,15000.392
1794,524.6041667,15123.166680000002,14994.303
1795,524.625,15117.06101,14988.517
1796,524.6458333,15110.66192,14983.233
1797,524.6666667,15104.62079,14977.983
1798,524.6875,15098.19204,14972.96
1799,524.7083333,15091.78289,14966.835
1800,524.7291667,15085.3208,14959.701
1801,524.75,15078.9208,14951.584
1802,524.7708333,15072.89831,14943.523
1803,524.7916667,15066.70324,14937.047
1804,524.8125,15061.10799,14931.591
1805,524.8333333,15055.366419999997,14926.976
1806,524.8541667,15049.81529,14921.81
1807,524.875,15044.31134,14916.214
1808,524.8958333,15039.06282,14910.32
1809,524.9166667,15034.11338,14904.776
1810,524.9375,15029.24847,14899.794
1811,524.9583333,15024.32959,14895.067
1812,524.9791667,15019.49797,14890.65
1813,525.0,15014.85039,14887.086
1814,525.0208333,15010.34521,14884.195
1815,525.0416667,15005.93489,14881.3
1816,525.0625,15001.84732,14878.383
1817,525.0833333,14998.11436,14876.157
1818,525.1041667,14994.46451,14874.576
1819,525.125,14990.70098,14872.857
1820,525.1458333,14986.831519999998,14870.583
1821,525.1666667,14982.84967,14867.883
1822,525.1875,14978.96319,14865.204
1823,525.2083333,14974.86416,14863.1875
1824,525.2291667,14971.12518,14861.29
1825,525.25,14967.1638,14859.501
1826,525.2708333,14963.4223,14857.185
1827,525.2916667,14959.03537,14854.985
1828,525.3125,14954.99767,14852.212
1829,525.3333333,14951.17307,14849.634
1830,525.3541667,14947.60031,14845.831
1831,525.375,14944.27439,14839.393
1832,525.3958333,14941.24625,14831.36
1833,525.4166667,14938.43325,14823.928
1834,525.4375,14935.42948,14818.425
1835,525.4583333,14932.28465,14814.889
1836,525.4791667,14929.00747,14812.54
1837,525.5,14925.996119999998,14810.239
1838,525.5208333,14923.09115,14807.792
1839,525.5416667,14920.88511,14805.043
1840,525.5625,14918.43009,14802.946
1841,525.5833333,14916.38353,14801.029
1842,525.6041667,14914.39735,14799.947
1843,525.625,14912.723780000002,14799.164
1844,525.6458333,14911.32869,14798.832
1845,525.6666667,14910.21698,14798.941
1846,525.6875,14909.13707,14799.162
1847,525.7083333,14908.12156,14798.748
1848,525.7291667,14907.28615,14797.353
1849,525.75,14906.86667,14794.978
1850,525.7708333,14906.96325,14792.525
1851,525.7916667,14907.8501,14791.015
1852,525.8125,14908.76235,14791.084
1853,525.8333333,14910.16769,14791.914
1854,525.8541667,14911.20863,14793.796
1855,525.875,14912.38494,14795.871
1856,525.8958333,14913.964780000002,14798.397
1857,525.9166667,14915.680719999997,14801.366
1858,525.9375,14917.75745,14804.373
1859,525.9583333,14920.18264,14807.579
1860,525.9791667,14923.02615,14810.854
1861,526.0,14926.07949,14814.184
1862,526.0208333,14929.18546,14817.794
1863,526.0416667,14932.86629,14822.04
1864,526.0625,14936.46346,14827.283
1865,526.0833333,14940.62473,14832.532
1866,526.1041667,14944.35237,14838.088
1867,526.125,14947.80485,14842.841
1868,526.1458333,14951.56057,14847.061
1869,526.1666667,14955.44715,14851.546
1870,526.1875,14959.28224,14856.311
1871,526.2083333,14963.54211,14861.27
1872,526.2291667,14967.53629,14866.733
1873,526.25,14971.15686,14871.786
1874,526.2708333,14975.09529,14876.245
1875,526.2916667,14978.854130000002,14880.891
1876,526.3125,14982.80451,14885.306
1877,526.3333333,14987.034630000002,14889.631
1878,526.3541667,14991.143280000002,14892.657
1879,526.375,14995.0944,14892.646
1880,526.3958333,14999.187280000002,14890.934
1881,526.4166667,15003.37166,14890.012
1882,526.4375,15007.4219,14890.96
1883,526.4583333,15011.39352,14893.755
1884,526.4791667,15015.88078,14897.695
1885,526.5,15019.97074,14902.385
1886,526.5208333,15024.04127,14906.469
1887,526.5416667,15028.44585,14910.268
1888,526.5625,15032.80269,14914.33
1889,526.5833333,15037.40967,14918.521
1890,526.6041667,15042.63858,14923.143
1891,526.625,15047.37059,14928.441
1892,526.6458333,15052.50006,14933.361
1893,526.6666667,15057.60336,14938.793
1894,526.6875,15062.69095,14943.977
1895,526.7083333,15067.21199,14948.357
1896,526.7291667,15072.45238,14951.211
1897,526.75,15076.91766,14953.948
1898,526.7708333,15082.079130000002,14955.92
1899,526.7916667,15087.52339,14959.257
1900,526.8125,15092.744019999998,14963.587
1901,526.8333333,15098.11013,14968.054
1902,526.8541667,15104.58435,14972.841
1903,526.875,15110.55592,14978.947
1904,526.8958333,15117.34025,14984.924
1905,526.9166667,15124.21252,14992.012
1906,526.9375,15130.818619999998,14999.253
1907,526.9583333,15137.54657,15006.007
1908,526.9791667,15144.3713,15012.6
1909,527.0,15151.36018,15019.134
1910,527.0208333,15158.27372,15025.99
1911,527.0416667,15166.23902,15033.294
1912,527.0625,15174.4165,15042.088
1913,527.0833333,15182.25157,15051.277
1914,527.1041667,15189.23792,15060.077
1915,527.125,15197.19064,15067.876
1916,527.1458333,15204.39185,15076.582
1917,527.1666667,15211.9997,15084.867
1918,527.1875,15219.56436,15093.894
1919,527.2083333,15227.1315,15103.097
1920,527.2291667,15233.93581,15112.249
1921,527.25,15240.94801,15120.371
1922,527.2708333,15247.33644,15128.372
1923,527.2916667,15253.5399,15135.584
1924,527.3125,15259.472130000002,15142.404
1925,527.3333333,15265.255469999998,15148.459
1926,527.3541667,15270.53613,15152.357
1927,527.375,15275.52162,15152.486
1928,527.3958333,15280.30435,15151.098
1929,527.4166667,15284.99829,15150.75
1930,527.4375,15289.2962,15152.338
1931,527.4583333,15293.43163,15155.359
1932,527.4791667,15297.26115,15159.531
1933,527.5,15300.86739,15164.223
1934,527.5208333,15303.94274,15168.855
1935,527.5416667,15306.920569999998,15172.67
1936,527.5625,15309.83558,15176.139
1937,527.5833333,15312.63701,15179.584
1938,527.6041667,15315.26721,15182.987
1939,527.625,15317.49102,15186.14
1940,527.6458333,15319.75038,15188.813
1941,527.6666667,15321.58446,15191.547
1942,527.6875,15323.26968,15193.795
1943,527.7083333,15324.41769,15195.539
1944,527.7291667,15325.42732,15196.11
1945,527.75,15326.60933,15195.793
1946,527.7708333,15327.81351,15195.464
1947,527.7916667,15329.05636,15195.7295
1948,527.8125,15330.30974,15196.86
1949,527.8333333,15331.39993,15198.6455
1950,527.8541667,15332.60276,15200.451
1951,527.875,15333.947719999998,15202.19
1952,527.8958333,15335.40944,15203.833
1953,527.9166667,15337.05531,15205.437
1954,527.9375,15338.39095,15207.165
1955,527.9583333,15339.55786,15208.603
1956,527.9791667,15340.50915,15209.91
1957,528.0,15341.42466,15211.068
1958,528.0208333,15342.47593,15212.329
1959,528.0416667,15343.62015,15213.946
1960,528.0625,15344.70128,15215.795
1961,528.0833333,15345.62609,15217.574
1962,528.1041667,15346.19561,15219.209
1963,528.125,15346.63995,15220.604
1964,528.1458333,15347.07675,15221.935
1965,528.1666667,15347.531669999997,15223.284
1966,528.1875,15347.71532,15224.716
1967,528.2083333,15347.64627,15225.982
1968,528.2291667,15347.26906,15227.027
1969,528.25,15346.35576,15227.669
1970,528.2708333,15345.18241,15227.652
1971,528.2916667,15343.45943,15227.2705
1972,528.3125,15341.74705,15226.283
1973,528.3333333,15340.32944,15225.115
1974,528.3541667,15339.21174,15223.067
