,Time (d),Biogas_meas_GA (m3/d),Biogas_pred_GA (m3/d)
1508,518.6458333,15037.19133,14967.615
1509,518.6666667,15038.36661,14969.708
1510,518.6875,15039.60264,14971.156
1511,518.7083333,15040.886369999998,14971.994
1512,518.7291667,15042.59006,14972.132
1513,518.75,15044.17861,14971.709
1514,518.7708333,15046.32544,14970.636
1515,518.7916667,15048.47764,14970.2295
1516,518.8125,15051.09089,14970.623
1517,518.8333333,15053.92823,14972.746
1518,518.8541667,15056.94883,14976.203
1519,518.875,15059.655830000003,14980.317
1520,518.8958333,15062.25266,14983.769
1521,518.9166667,15065.47946,14986.197
1522,518.9375,15068.35035,14988.587
1523,518.9583333,15072.2241,14990.692
1524,518.9791667,15076.27424,14994.476
1525,519.0,15080.69373,14999.607
1526,519.0208333,15084.37229,15005.823
1527,519.0416667,15088.62845,15011.259
1528,519.0625,15092.34182,15016.698
1529,519.0833333,15096.19683,15021.112
1530,519.1041667,15099.892,15025.441
1531,519.125,15103.51171,15029.68
1532,519.1458333,15107.250869999998,15033.926
1533,519.1666667,15110.70476,15038.249
1534,519.1875,15113.96756,15042.217
1535,519.2083333,15117.04743,15045.927
1536,519.2291667,15120.10464,15049.536
1537,519.25,15123.06743,15053.41
1538,519.2708333,15125.5734,15057.449
1539,519.2916667,15127.663530000002,15061.058
1540,519.3125,15129.3212,15064.019
1541,519.3333333,15130.87627,15066.089
1542,519.3541667,15132.31628,15066.303
1543,519.375,15133.72283,15063.207
1544,519.3958333,15135.255819999997,15058.282
1545,519.4166667,15136.93803,15054.563
1546,519.4375,15138.373480000002,15053.846
1547,519.4583333,15139.41693,15055.794
1548,519.4791667,15140.21907,15058.549
1549,519.5,15140.91543,15060.531
1550,519.5208333,15141.528219999998,15061.443
1551,519.5416667,15142.12039,15061.681
1552,519.5625,15142.81197,15061.916
1553,519.5833333,15143.81957,15062.727
1554,519.6041667,15145.19552,15064.233
1555,519.625,15147.03393,15066.193
1556,519.6458333,15148.6357,15068.556
1557,519.6666667,15149.95258,15070.655
1558,519.6875,15151.14443,15072.208
1559,519.7083333,15152.2247,15072.969
1560,519.7291667,15153.65267,15072.613
1561,519.75,15155.03033,15071.412
1562,519.7708333,15156.27124,15069.59
1563,519.7916667,15157.64773,15067.99
1564,519.8125,15159.3374,15067.534
1565,519.8333333,15161.56701,15068.685
1566,519.8541667,15164.159780000002,15071.367
1567,519.875,15167.43211,15074.884
1568,519.8958333,15170.09101,15078.891
1569,519.9166667,15172.45028,15081.659
1570,519.9375,15174.79151,15083.769
1571,519.9583333,15177.27429,15086.152
1572,519.9791667,15180.30839,15089.249
1573,520.0,15183.6741,15093.426
1574,520.0208333,15187.53611,15098.3545
1575,520.0416667,15191.3067,15104.061
1576,520.0625,15194.57065,15109.7705
1577,520.0833333,15197.88092,15114.859
1578,520.1041667,15201.07516,15119.67
1579,520.125,15204.563580000002,15124.02
1580,520.1458333,15207.76956,15128.431
1581,520.1666667,15210.81719,15132.483
1582,520.1875,15213.65663,15136.411
1583,520.2083333,15216.27406,15140.25
1584,520.2291667,15218.70506,15143.951
1585,520.25,15220.95705,15147.461
1586,520.2708333,15223.09591,15150.737
1587,520.2916667,15225.22442,15153.867
1588,520.3125,15227.00266,15156.878
1589,520.3333333,15228.63802,15159.171
1590,520.3541667,15230.007259999997,15159.494
1591,520.375,15230.84818,15156.176
1592,520.3958333,15232.00844,15150.356
1593,520.4166667,15233.37169,15145.376
1594,520.4375,15235.01395,15142.638
1595,520.4583333,15236.58653,15142.62
1596,520.4791667,15237.63659,15144.323
1597,520.5,15238.2645,15146.345
1598,520.5208333,15238.83665,15148.044
1599,520.5416667,15239.649130000002,15149.495
1600,520.5625,15240.836180000002,15150.916
1601,520.5833333,15242.2911,15152.429
1602,520.6041667,15243.64375,15154.017
1603,520.625,15244.85114,15155.416
1604,520.6458333,15246.1726,15156.724
1605,520.6666667,15247.67098,15158.347
1606,520.6875,15249.359219999998,15160.179
1607,520.7083333,15250.86311,15161.822
1608,520.7291667,15252.32249,15162.593
1609,520.75,15253.85128,15162.529
1610,520.7708333,15255.33324,15162.153
1611,520.7916667,15257.03647,15161.8955
1612,520.8125,15258.968669999998,15162.3955
1613,520.8333333,15261.23911,15163.882
1614,520.8541667,15263.45509,15166.405
1615,520.875,15265.721480000002,15169.365
1616,520.8958333,15268.06469,15172.418
1617,520.9166667,15270.47949,15175.191
1618,520.9375,15272.76716,15177.902
1619,520.9583333,15275.701330000002,15180.909
1620,520.9791667,15278.54893,15184.975
1621,521.0,15281.4518,15189.039
1622,521.0208333,15284.29946,15193.157
1623,521.0416667,15287.49012,15197.429
1624,521.0625,15291.163030000003,15202.305
1625,521.0833333,15294.3747,15207.82
1626,521.1041667,15297.2025,15212.8
1627,521.125,15300.371330000002,15217.038
1628,521.1458333,15303.03424,15221.325
1629,521.1666667,15305.98234,15225.185
1630,521.1875,15308.85587,15229.698
1631,521.2083333,15311.73426,15234.671
1632,521.2291667,15314.5405,15239.843
1633,521.25,15317.11915,15244.709
1634,521.2708333,15319.54119,15248.919
1635,521.2916667,15321.28395,15252.487
1636,521.3125,15323.0571,15254.969
1637,521.3333333,15324.53532,15257.007
1638,521.3541667,15325.84074,15257.209
1639,521.375,15326.897619999998,15254.537
1640,521.3958333,15327.58685,15250.206
1641,521.4166667,15328.13019,15245.948
1642,521.4375,15328.51539,15242.894
1643,521.4583333,15328.650569999998,15241.296
1644,521.4791667,15329.0059,15240.895
1645,521.5,15328.94911,15241.823
1646,521.5208333,15328.88663,15242.839
1647,521.5416667,15328.70381,15243.714
1648,521.5625,15328.32318,15244.171
1649,521.5833333,15327.457,15244.245
1650,521.6041667,15326.40593,15243.834
1651,521.625,15325.1535,15243.366
1652,521.6458333,15323.91606,15242.919
1653,521.6666667,15322.513680000002,15242.714
1654,521.6875,15321.18568,15242.383
1655,521.7083333,15319.82166,15241.875
1656,521.7291667,15318.68051,15240.741
1657,521.75,15317.676919999998,15238.945
1658,521.7708333,15316.531830000002,15236.731
1659,521.7916667,15315.19403,15234.524
1660,521.8125,15313.86184,15232.655
1661,521.8333333,15312.74569,15231.284
1662,521.8541667,15311.86795,15230.548
1663,521.875,15311.47032,15230.486
1664,521.8958333,15311.01934,15231.117
1665,521.9166667,15310.63129,15231.609
1666,521.9375,15310.52637,15231.958
1667,521.9583333,15310.639180000002,15232.491
1668,521.9791667,15310.92796,15233.317
1669,522.0,15311.085330000002,15234.488
1670,522.0208333,15311.49136,15235.705
1671,522.0416667,15312.05816,15237.299
1672,522.0625,15312.72645,15239.188
1673,522.0833333,15313.40781,15241.293
1674,522.1041667,15313.94734,15243.341
1675,522.125,15314.372780000003,15244.984
1676,522.1458333,15314.93099,15246.34
1677,522.1666667,15315.46595,15247.908
1678,522.1875,15316.3317,15249.828
1679,522.2083333,15317.2991,15252.63
1680,522.2291667,15317.9471,15255.791
1681,522.25,15318.10609,15258.317
1682,522.2708333,15317.77875,15259.776
1683,522.2916667,15316.98804,15260.259
1684,522.3125,15316.59311,15259.957
1685,522.3333333,15316.26783,15259.707
1686,522.3541667,15316.41772,15258.297
1687,522.375,15316.622130000002,15255.058
1688,522.3958333,15316.7392,15250.657
1689,522.4166667,15316.46906,15246.724
1690,522.4375,15315.91431,15243.876
1691,522.4583333,15315.006830000002,15242.177
1692,522.4791667,15314.484080000002,15241.111
1693,522.5,15314.18774,15240.992
1694,522.5208333,15314.10079,15241.226
1695,522.5416667,15313.87332,15241.37
1696,522.5625,15313.76481,15241.05
1697,522.5833333,15313.7827,15240.744
1698,522.6041667,15313.82195,15240.727
1699,522.625,15313.90242,15241.06
1700,522.6458333,15314.03879,15241.679
1701,522.6666667,15314.32759,15242.394
1702,522.6875,15314.74095,15243.023
1703,522.7083333,15315.17768,15243.224
1704,522.7291667,15315.417419999998,15242.473
1705,522.75,15315.54096,15240.235
1706,522.7708333,15315.8102,15237.241
1707,522.7916667,15316.35309,15234.828
1708,522.8125,15317.2138,15233.737
1709,522.8333333,15318.093319999998,15234.155
1710,522.8541667,15319.27451,15235.506
1711,522.875,15320.86515,15237.623
1712,522.8958333,15322.61123,15240.134
1713,522.9166667,15324.8969,15242.42
1714,522.9375,15326.58092,15244.895
1715,522.9583333,15328.348569999998,15246.807
1716,522.9791667,15330.29254,15249.047
1717,523.0,15332.57969,15251.777
1718,523.0208333,15334.86439,15254.9795
1719,523.0416667,15337.57507,15258.066
1720,523.0625,15340.32391,15261.464
1721,523.0833333,15343.16767,15265.044
1722,523.1041667,15345.91008,15268.857
1723,523.125,15348.330430000002,15272.482
1724,523.1458333,15350.5703,15275.645
1725,523.1666667,15352.72878,15278.608
1726,523.1875,15354.92361,15281.555
1727,523.2083333,15356.828630000002,15284.581
1728,523.2291667,15358.512030000002,15287.295
1729,523.25,15359.89255,15289.657
1730,523.2708333,15360.901130000002,15291.532
1731,523.2916667,15360.98557,15292.841
1732,523.3125,15361.58037,15293.069
1733,523.3333333,15361.67147,15293.5
1734,523.3541667,15361.84638,15292.128
1735,523.375,15361.9599,15288.272
1736,523.3958333,15361.89503,15282.868
1737,523.4166667,15361.6706,15277.646
1738,523.4375,15361.204569999998,15273.666
1739,523.4583333,15359.98866,15271.313
1740,523.4791667,15358.48509,15269.663
1741,523.5,15356.97446,15268.199
1742,523.5208333,15355.15366,15266.512
1743,523.5416667,15353.11357,15264.111
1744,523.5625,15351.23321,15261.284
1745,523.5833333,15348.72456,15258.744
1746,523.6041667,15346.82046,15255.959
1747,523.625,15344.37284,15254.139
1748,523.6458333,15341.99454,15252.132
1749,523.6666667,15339.41675,15250.372
1750,523.6875,15336.12858,15248.128
1751,523.7083333,15332.94524,15244.32
1752,523.7291667,15329.23498,15239.431
1753,523.75,15325.63934,15232.869
1754,523.7708333,15321.631830000002,15225.963
1755,523.7916667,15317.343680000002,15219.241
1756,523.8125,15313.39106,15213.427
1757,523.8333333,15309.86777,15209.203
1758,523.8541667,15306.1529,15206.172
1759,523.875,15302.47285,15203.074
1760,523.8958333,15298.35674,15199.939
1761,523.9166667,15294.04919,15196.564
1762,523.9375,15289.593969999998,15193.149
1763,523.9583333,15285.38896,15189.463
1764,523.9791667,15281.354119999998,15185.931
1765,524.0,15277.16435,15182.767
1766,524.0208333,15272.9695,15179.651
1767,524.0416667,15268.689219999998,15176.448
1768,524.0625,15264.27815,15173.217
1769,524.0833333,15260.44324,15170.373
1770,524.1041667,15256.12784,15168.464
1771,524.125,15251.77582,15165.963
1772,524.1458333,15247.71259,15163.055
1773,524.1666667,15243.09696,15160.115
1774,524.1875,15238.66099,15156.504
1775,524.2083333,15234.54719,15152.995
1776,524.2291667,15229.60021,15149.788
1777,524.25,15224.44848,15145.832
1778,524.2708333,15219.07866,15141.652
1779,524.2916667,15213.05353,15137.123
1780,524.3125,15207.38879,15131.833
1781,524.3333333,15202.07003,15126.774
1782,524.3541667,15196.75658,15121.025
1783,524.375,15191.39595,15112.882
1784,524.3958333,15186.12186,15102.825
1785,524.4166667,15180.30542,15092.891
1786,524.4375,15174.34197,15083.987
1787,524.4583333,15168.24097,15076.878
1788,524.4791667,15161.917980000002,15070.941
1789,524.5,15155.49326,15065.203
1790,524.5208333,15148.83629,15059.277
1791,524.5416667,15142.5456,15052.998
1792,524.5625,15135.9171,15046.954
1793,524.5833333,15129.46063,15040.506
1794,524.6041667,15123.166680000002,15034.278
1795,524.625,15117.06101,15028.465
1796,524.6458333,15110.66192,15023.216
1797,524.6666667,15104.62079,15018.1045
1798,524.6875,15098.19204,15013.22
1799,524.7083333,15091.78289,15007.063
1800,524.7291667,15085.3208,14999.607
1801,524.75,15078.9208,14990.851
1802,524.7708333,15072.89831,14981.964
1803,524.7916667,15066.70324,14974.716
1804,524.8125,15061.10799,14968.802
1805,524.8333333,15055.366419999997,14964.151
1806,524.8541667,15049.81529,14959.242
1807,524.875,15044.31134,14953.909
1808,524.8958333,15039.06282,14948.262
1809,524.9166667,15034.11338,14943.136
1810,524.9375,15029.24847,14938.697
1811,524.9583333,15024.32959,14934.368
1812,524.9791667,15019.49797,14930.135
1813,525.0,15014.85039,14926.68
1814,525.0208333,15010.34521,14923.913
1815,525.0416667,15005.93489,14921.14
1816,525.0625,15001.84732,14918.409
1817,525.0833333,14998.11436,14916.591
1818,525.1041667,14994.46451,14915.567
1819,525.125,14990.70098,14914.335
1820,525.1458333,14986.831519999998,14912.364
1821,525.1666667,14982.84967,14909.785
1822,525.1875,14978.96319,14907.064
1823,525.2083333,14974.86416,14904.847
1824,525.2291667,14971.12518,14902.704
1825,525.25,14967.1638,14900.775
1826,525.2708333,14963.4223,14898.43
1827,525.2916667,14959.03537,14896.174
1828,525.3125,14954.99767,14893.292
1829,525.3333333,14951.17307,14890.6455
1830,525.3541667,14947.60031,14887.012
1831,525.375,14944.27439,14881.063
1832,525.3958333,14941.24625,14873.59
1833,525.4166667,14938.43325,14866.597
1834,525.4375,14935.42948,14861.429
1835,525.4583333,14932.28465,14858.102
1836,525.4791667,14929.00747,14855.836
1837,525.5,14925.996119999998,14853.554
1838,525.5208333,14923.09115,14851.144
1839,525.5416667,14920.88511,14848.521
1840,525.5625,14918.43009,14846.527
1841,525.5833333,14916.38353,14844.532
1842,525.6041667,14914.39735,14843.19
1843,525.625,14912.723780000002,14842.149
1844,525.6458333,14911.32869,14841.666
1845,525.6666667,14910.21698,14841.727
1846,525.6875,14909.13707,14841.877
1847,525.7083333,14908.12156,14841.222
1848,525.7291667,14907.28615,14839.3955
1849,525.75,14906.86667,14836.482
1850,525.7708333,14906.96325,14833.627
1851,525.7916667,14907.8501,14832.205
1852,525.8125,14908.76235,14832.757
1853,525.8333333,14910.16769,14834.038
1854,525.8541667,14911.20863,14836.006
1855,525.875,14912.38494,14837.711
1856,525.8958333,14913.964780000002,14839.585
1857,525.9166667,14915.680719999997,14841.918
1858,525.9375,14917.75745,14844.427
1859,525.9583333,14920.18264,14847.194
1860,525.9791667,14923.02615,14850.207
1861,526.0,14926.07949,14853.726
1862,526.0208333,14929.18546,14857.769
1863,526.0416667,14932.86629,14862.224
1864,526.0625,14936.46346,14867.464
1865,526.0833333,14940.62473,14872.847
1866,526.1041667,14944.35237,14878.706
1867,526.125,14947.80485,14883.708
1868,526.1458333,14951.56057,14887.98
1869,526.1666667,14955.44715,14892.334
1870,526.1875,14959.28224,14896.983
1871,526.2083333,14963.54211,14902.07
1872,526.2291667,14967.53629,14907.825
1873,526.25,14971.15686,14913.084
1874,526.2708333,14975.09529,14917.618
1875,526.2916667,14978.854130000002,14922.318
1876,526.3125,14982.80451,14926.922
1877,526.3333333,14987.034630000002,14931.672
1878,526.3541667,14991.143280000002,14935.354
1879,526.375,14995.0944,14936.075
1880,526.3958333,14999.187280000002,14934.786
1881,526.4166667,15003.37166,14933.832
1882,526.4375,15007.4219,14934.597
1883,526.4583333,15011.39352,14937.359
1884,526.4791667,15015.88078,14941.381
1885,526.5,15019.97074,14946.059
1886,526.5208333,15024.04127,14949.959
1887,526.5416667,15028.44585,14953.428
1888,526.5625,15032.80269,14957.147
1889,526.5833333,15037.40967,14961.15
1890,526.6041667,15042.63858,14965.767
1891,526.625,15047.37059,14971.17
1892,526.6458333,15052.50006,14976.265
1893,526.6666667,15057.60336,14981.929
1894,526.6875,15062.69095,14987.338
1895,526.7083333,15067.21199,14991.824
1896,526.7291667,15072.45238,14994.56
1897,526.75,15076.91766,14996.855
1898,526.7708333,15082.079130000002,14998.19
1899,526.7916667,15087.52339,15000.966
1900,526.8125,15092.744019999998,15004.975
1901,526.8333333,15098.11013,15009.346
1902,526.8541667,15104.58435,15014.214
1903,526.875,15110.55592,15020.575
1904,526.8958333,15117.34025,15026.943
1905,526.9166667,15124.21252,15034.466
1906,526.9375,15130.818619999998,15042.117
1907,526.9583333,15137.54657,15049.208
1908,526.9791667,15144.3713,15056.022
1909,527.0,15151.36018,15062.649
1910,527.0208333,15158.27372,15069.611
1911,527.0416667,15166.23902,15077.211
1912,527.0625,15174.4165,15086.451
1913,527.0833333,15182.25157,15096.096
1914,527.1041667,15189.23792,15105.24
1915,527.125,15197.19064,15113.243
1916,527.1458333,15204.39185,15122.081
1917,527.1666667,15211.9997,15130.532
1918,527.1875,15219.56436,15139.786
1919,527.2083333,15227.1315,15149.242
1920,527.2291667,15233.93581,15158.612
1921,527.25,15240.94801,15166.868
1922,527.2708333,15247.33644,15174.931
1923,527.2916667,15253.5399,15182.17
1924,527.3125,15259.472130000002,15189.039
1925,527.3333333,15265.255469999998,15195.225
1926,527.3541667,15270.53613,15199.317
1927,527.375,15275.52162,15199.466
1928,527.3958333,15280.30435,15197.508
1929,527.4166667,15284.99829,15196.051
1930,527.4375,15289.2962,15196.56
1931,527.4583333,15293.43163,15199.024
1932,527.4791667,15297.26115,15203.12
1933,527.5,15300.86739,15207.919
1934,527.5208333,15303.94274,15212.603
1935,527.5416667,15306.920569999998,15216.312
1936,527.5625,15309.83558,15219.582
1937,527.5833333,15312.63701,15222.845
1938,527.6041667,15315.26721,15226.111
1939,527.625,15317.49102,15229.121
1940,527.6458333,15319.75038,15231.656
1941,527.6666667,15321.58446,15234.307
1942,527.6875,15323.26968,15236.424
1943,527.7083333,15324.41769,15237.791
1944,527.7291667,15325.42732,15237.636
1945,527.75,15326.60933,15236.262
1946,527.7708333,15327.81351,15234.828
1947,527.7916667,15329.05636,15234.347
1948,527.8125,15330.30974,15235.186
1949,527.8333333,15331.39993,15236.948
1950,527.8541667,15332.60276,15238.824
1951,527.875,15333.947719999998,15240.701
1952,527.8958333,15335.40944,15242.59
1953,527.9166667,15337.05531,15244.564
1954,527.9375,15338.39095,15246.675
1955,527.9583333,15339.55786,15248.338
1956,527.9791667,15340.50915,15249.704
1957,528.0,15341.42466,15250.844
1958,528.0208333,15342.47593,15252.183
1959,528.0416667,15343.62015,15254.136
1960,528.0625,15344.70128,15256.523
1961,528.0833333,15345.62609,15258.867
1962,528.1041667,15346.19561,15261.019
1963,528.125,15346.63995,15262.8955
1964,528.1458333,15347.07675,15264.731
1965,528.1666667,15347.531669999997,15266.669
1966,528.1875,15347.71532,15268.766
1967,528.2083333,15347.64627,15270.703
1968,528.2291667,15347.26906,15272.328
1969,528.25,15346.35576,15273.391
1970,528.2708333,15345.18241,15273.638
1971,528.2916667,15343.45943,15273.422
1972,528.3125,15341.74705,15272.58
1973,528.3333333,15340.32944,15271.617
1974,528.3541667,15339.21174,15269.621
1975,528.375,15337.1462,15265.239
1976,528.3958333,15335.54127,15258.346
1977,528.4166667,15333.73995,15252.244
1978,528.4375,15331.68361,15247.608
1979,528.4583333,15329.29678,15244.837
1980,528.4791667,15327.162580000002,15243.265
1981,528.5,15325.36033,15242.636
1982,528.5208333,15323.65147,15242.333
1983,528.5416667,15322.02438,15241.681
1984,528.5625,15320.393999999998,15240.859
1985,528.5833333,15319.02036,15240.28
1986,528.6041667,15317.62429,15240.149
1987,528.625,15316.25166,15239.812
1988,528.6458333,15314.87574,15239.264
1989,528.6666667,15313.64456,15238.717
1990,528.6875,15312.72798,15238.322
1991,528.7083333,15312.02374,15238.036
1992,528.7291667,15311.38886,15237.24
1993,528.75,15310.80976,15235.285
1994,528.7708333,15310.58141,15232.85
1995,528.7916667,15310.814230000002,15231.513
1996,528.8125,15311.41523,15231.897
1997,528.8333333,15312.78119,15233.65
1998,528.8541667,15313.95037,15236.463
1999,528.875,15315.11941,15238.814
2000,528.8958333,15316.326480000002,15240.645
2001,528.9166667,15317.85474,15242.017
2002,528.9375,15319.4174,15243.464
2003,528.9583333,15321.366719999998,15245.017
2004,528.9791667,15323.57874,15247.298
2005,529.0,15326.25268,15250.386
2006,529.0208333,15329.08614,15254.4
2007,529.0416667,15332.02721,15258.92
2008,529.0625,15335.20318,15263.71
2009,529.0833333,15338.51025,15268.685
2010,529.1041667,15341.77804,15273.796
2011,529.125,15345.38053,15279.157
2012,529.1458333,15348.6953,15285.038
2013,529.1666667,15351.64804,15290.451
2014,529.1875,15354.39596,15295.17
2015,529.2083333,15356.996769999998,15299.465
2016,529.2291667,15359.3986,15303.511
2017,529.25,15361.72405,15307.266
2018,529.2708333,15363.71496,15310.824
2019,529.2916667,15365.46418,15313.926
2020,529.3125,15367.28289,15316.69
2021,529.3333333,15369.12384,15319.296
2022,529.3541667,15370.76237,15319.795
2023,529.375,15371.48997,15316.035
2024,529.3958333,15372.03388,15309.493
2025,529.4166667,15372.6511,15303.955
2026,529.4375,15373.40203,15300.981
2027,529.4583333,15374.09143,15300.687
2028,529.4791667,15374.78964,15301.947
2029,529.5,15375.06261,15303.69
2030,529.5208333,15375.03139,15304.806
2031,529.5416667,15374.8143,15305.224
2032,529.5625,15374.78473,15305.377
2033,529.5833333,15374.83253,15306.094
2034,529.6041667,15374.86276,15307.182
2035,529.625,15374.27564,15308.073
2036,529.6458333,15373.63849,15308.142
2037,529.6666667,15373.04699,15308.198
2038,529.6875,15372.45736,15308.203
2039,529.7083333,15371.785069999998,15307.629
2040,529.7291667,15370.79674,15305.914
2041,529.75,15369.661,15302.699
2042,529.7708333,15368.87855,15299.163
2043,529.7916667,15368.31721,15297.036
2044,529.8125,15367.93648,15296.258
2045,529.8333333,15367.56005,15296.15
2046,529.8541667,15367.07101,15296.116
2047,529.875,15366.5627,15295.97
2048,529.8958333,15365.91687,15295.658
2049,529.9166667,15365.09997,15294.872
2050,529.9375,15364.38518,15293.713
2051,529.9583333,15363.78516,15292.757
2052,529.9791667,15363.49745,15292.355
2053,530.0,15363.6686,15292.969
2054,530.0208333,15363.98266,15294.65
2055,530.0416667,15364.29471,15296.815
2056,530.0625,15364.65556,15299.168
2057,530.0833333,15365.16097,15301.763
2058,530.1041667,15365.40446,15304.531
2059,530.125,15365.55136,15306.851
2060,530.1458333,15365.7436,15309.095
2061,530.1666667,15365.99111,15311.828
2062,530.1875,15366.1589,15314.81
2063,530.2083333,15366.15424,15317.305
2064,530.2291667,15365.94329,15318.94
2065,530.25,15365.7897,15319.71
2066,530.2708333,15365.36209,15320.107
2067,530.2916667,15364.657769999998,15320.064
2068,530.3125,15364.16062,15319.612
2069,530.3333333,15363.98441,15318.977
2070,530.3541667,15363.62028,15316.576
2071,530.375,15363.58203,15310.255
2072,530.3958333,15362.58378,15302.352
2073,530.4166667,15361.61525,15294.45
2074,530.4375,15360.48374,15288.915
2075,530.4583333,15358.90524,15285.793
2076,530.4791667,15357.27028,15284.253
2077,530.5,15355.68384,15283.894
2078,530.5208333,15354.12057,15283.773
2079,530.5416667,15352.60066,15283.208
2080,530.5625,15350.66809,15282.154
2081,530.5833333,15348.768219999998,15280.336
2082,530.6041667,15346.82476,15278.323
2083,530.625,15344.01637,15276.133
2084,530.6458333,15341.79655,15273.241
2085,530.6666667,15338.85039,15271.316
2086,530.6875,15336.149480000002,15268.702
2087,530.7083333,15332.30166,15265.582
2088,530.7291667,15329.39444,15260.325
2089,530.75,15326.77559,15255.042
2090,530.7708333,15324.35641,15249.947
2091,530.7916667,15321.99325,15245.936
2092,530.8125,15319.30109,15242.982
2093,530.8333333,15316.35114,15240.226
2094,530.8541667,15313.4469,15237.4
2095,530.875,15310.63513,15234.787
2096,530.8958333,15307.85736,15232.358
2097,530.9166667,15305.06346,15229.918
2098,530.9375,15302.29216,15227.414
2099,530.9583333,15299.67405,15224.991
2100,530.9791667,15296.99852,15222.951
2101,531.0,15294.41415,15221.258
2102,531.0208333,15291.68436,15220.048
2103,531.0416667,15289.12879,15218.994
2104,531.0625,15286.3705,15218.109
2105,531.0833333,15283.64581,15216.735
2106,531.1041667,15280.68928,15215.095
2107,531.125,15277.50779,15213.133
2108,531.1458333,15274.34593,15211.332
2109,531.1666667,15271.516930000002,15210.441
2110,531.1875,15268.52314,15210.375
2111,531.2083333,15264.46155,15209.759
2112,531.2291667,15260.10485,15207.437
2113,531.25,15255.0711,15204.382
2114,531.2708333,15249.549469999998,15200.444
2115,531.2916667,15244.0186,15195.856
2116,531.3125,15238.37563,15191.054
2117,531.3333333,15232.47642,15185.752
2118,531.3541667,15226.33444,15178.1455
2119,531.375,15219.811430000002,15166.419
2120,531.3958333,15212.88766,15152.123
2121,531.4166667,15205.94695,15138.188
2122,531.4375,15199.432519999997,15126.668
2123,531.4583333,15191.66624,15118.424
2124,531.4791667,15184.41336,15111.284
2125,531.5,15177.51456,15106.103
2126,531.5208333,15170.42251,15101.501
2127,531.5416667,15162.56449,15095.783
2128,531.5625,15153.96526,15088.347
2129,531.5833333,15145.93096,15079.86
2130,531.6041667,15137.31793,15071.87
2131,531.625,15128.58954,15063.256
2132,531.6458333,15120.42676,15054.851
2133,531.6666667,15112.86889,15047.944
2134,531.6875,15105.10818,15042.123
2135,531.7083333,15097.43159,15035.447
2136,531.7291667,15089.439580000002,15027.366
2137,531.75,15081.19385,15017.377
2138,531.7708333,15072.65446,15006.498
2139,531.7916667,15064.76662,14995.849
2140,531.8125,15057.07412,14986.769
2141,531.8333333,15049.13965,14978.719
2142,531.8541667,15041.74965,14970.809
2143,531.875,15034.0907,14963.295
2144,531.8958333,15026.770080000002,14955.357
2145,531.9166667,15019.69728,14947.839
2146,531.9375,15012.51599,14940.949
2147,531.9583333,15005.44609,14934.524
2148,531.9791667,14998.70601,14928.802
2149,532.0,14992.39721,14924.037
2150,532.0208333,14986.39378,14920.279
2151,532.0416667,14980.5075,14917.235
2152,532.0625,14974.54117,14914.266
2153,532.0833333,14968.49171,14910.708
2154,532.1041667,14962.48065,14906.673
2155,532.125,14956.5822,14902.713
2156,532.1458333,14950.7651,14898.944
2157,532.1666667,14945.350869999998,14895.092
2158,532.1875,14939.3102,14891.45
2159,532.2083333,14933.59722,14887.259
2160,532.2291667,14928.22145,14883.608
2161,532.25,14923.048830000002,14880.654
2162,532.2708333,14917.440380000002,14878.084
2163,532.2916667,14911.9868,14874.883
2164,532.3125,14906.57251,14871.222
2165,532.3333333,14901.239119999998,14866.695
2166,532.3541667,14896.121319999998,14859.737
2167,532.375,14891.02482,14848.635
2168,532.3958333,14885.93638,14834.953
2169,532.4166667,14880.907469999998,14822.112
2170,532.4375,14875.99917,14812.269
2171,532.4583333,14871.21705,14805.658
2172,532.4791667,14866.64816,14801.188
2173,532.5,14862.25452,14797.747
2174,532.5208333,14858.05206,14794.4375
2175,532.5416667,14854.07449,14790.888
2176,532.5625,14850.47087,14787.349
2177,532.5833333,14847.34754,14784.44
2178,532.6041667,14844.100219999998,14782.579
2179,532.625,14841.02404,14781.208
2180,532.6458333,14838.0956,14780.036
2181,532.6666667,14835.49123,14778.501
2182,532.6875,14832.84419,14776.347
2183,532.7083333,14830.341219999998,14772.854
2184,532.7291667,14828.31115,14768.292
2185,532.75,14826.54706,14763.431
2186,532.7708333,14825.419780000002,14759.096
2187,532.7916667,14824.11602,14756.665
2188,532.8125,14823.03193,14755.314
2189,532.8333333,14821.78432,14754.677
2190,532.8541667,14821.24635,14753.872
2191,532.875,14820.61137,14753.561
2192,532.8958333,14819.922819999998,14752.943
2193,532.9166667,14820.22217,14752.066
2194,532.9375,14820.50082,14752.06
2195,532.9583333,14821.444780000002,14752.216
2196,532.9791667,14822.63383,14753.575
2197,533.0,14823.65924,14756.118
2198,533.0208333,14825.32916,14759.385
2199,533.0416667,14826.78854,14763.782
2200,533.0625,14828.041480000002,14767.788
2201,533.0833333,14829.42534,14770.793
2202,533.1041667,14830.8408,14773.258
2203,533.125,14832.41882,14775.619
2204,533.1458333,14833.9944,14778.212
2205,533.1666667,14835.38426,14780.756
2206,533.1875,14836.903,14783.095
2207,533.2083333,14838.46709,14785.719
2208,533.2291667,14839.86261,14788.559
2209,533.25,14841.23088,14791.256
2210,533.2708333,14842.37424,14793.897
2211,533.2916667,14843.55258,14796.368
2212,533.3125,14844.35847,14798.642
2213,533.3333333,14844.85468,14799.714
