,Time (d),Biogas_meas_Pearson (m3/d),Biogas_pred_Pearson (m3/d)
719,517.2083333,15277.7893,15139.975
720,517.25,15265.955419999998,15128.917
721,517.2916667,15253.36057,15117.305
722,517.3333333,15240.80575,15105.0205
723,517.375,15227.91829,15093.048
724,517.4166667,15215.1882,15081.038
725,517.4583333,15202.42783,15069.365
726,517.5,15189.39669,15057.269
727,517.5416667,15176.58395,15044.633
728,517.5833333,15163.51991,15032.258
729,517.625,15151.02027,15019.577
730,517.6666667,15138.8652,15007.458
731,517.7083333,15127.14195,14995.823
732,517.75,15115.6211,14984.55
733,517.7916667,15105.467019999998,14973.621
734,517.8333333,15096.50416,14964.341
735,517.875,15088.189019999998,14956.178
736,517.9166667,15079.849869999998,14948.38
737,517.9583333,15072.48406,14940.303
738,518.0,15066.84475,14933.476
739,518.0416667,15061.62295,14928.398
740,518.0833333,15056.72471,14923.429
741,518.125,15052.84451,14918.782
742,518.1666667,15049.63141,14915.425
743,518.2083333,15045.94285,14912.461
744,518.25,15041.96581,14908.8125
745,518.2916667,15038.96157,14905.024
746,518.3333333,15036.75947,14902.632
747,518.375,15034.88512,14901.09
748,518.4166667,15034.00574,14899.988
749,518.4583333,15033.351669999998,14900.005
750,518.5,15032.54259,14899.38
751,518.5416667,15032.2823,14898.278
752,518.5833333,15033.45104,14897.845
753,518.625,15036.13675,14899.301
754,518.6666667,15038.36661,14902.199
755,518.7083333,15040.886369999998,14904.582
756,518.75,15044.17861,14907.424
757,518.7916667,15048.47764,14911.005
758,518.8333333,15053.92823,14915.696
759,518.875,15059.655830000003,14921.492
760,518.9166667,15065.47946,14926.99
761,518.9583333,15072.2241,14932.536
762,519.0,15080.69373,14939.287
763,519.0416667,15088.62845,14947.902
764,519.0833333,15096.19683,14955.518
765,519.125,15103.51171,14962.812
766,519.1666667,15110.70476,14969.749
767,519.2083333,15117.04743,14976.551
768,519.25,15123.06743,14982.511
769,519.2916667,15127.663530000002,14988.3125
770,519.3333333,15130.87627,14992.268
771,519.375,15133.72283,14995.143
772,519.4166667,15136.93803,14997.904
773,519.4583333,15139.41693,15001.329
774,519.5,15140.91543,15003.144
775,519.5416667,15142.12039,15003.833
776,519.5833333,15143.81957,15004.258
777,519.625,15147.03393,15005.829
778,519.6666667,15149.95258,15009.469
779,519.7083333,15152.2247,15012.431
780,519.75,15155.03033,15014.928
781,519.7916667,15157.64773,15017.904
782,519.8333333,15161.56701,15020.512
783,519.875,15167.43211,15025.027
784,519.9166667,15172.45028,15031.292
785,519.9583333,15177.27429,15035.833
786,520.0,15183.6741,15040.387
787,520.0416667,15191.3067,15047.027
788,520.0833333,15197.88092,15054.643
789,520.125,15204.563580000002,15060.94
790,520.1666667,15210.81719,15067.44
791,520.2083333,15216.27406,15073.238
792,520.25,15220.95705,15078.171
793,520.2916667,15225.22442,15082.35
794,520.3333333,15228.63802,15086.32
795,520.375,15230.84818,15089.497
796,520.4166667,15233.37169,15091.34
797,520.4583333,15236.58653,15094.2705
798,520.5,15238.2645,15097.263
799,520.5416667,15239.649130000002,15097.851
800,520.5833333,15242.2911,15098.69
801,520.625,15244.85114,15101.217
802,520.6666667,15247.67098,15103.522
803,520.7083333,15250.86311,15106.671
804,520.75,15253.85128,15110.087
805,520.7916667,15257.03647,15113.269
806,520.8333333,15261.23911,15116.693
807,520.875,15265.721480000002,15121.2
808,520.9166667,15270.47949,15125.653
809,520.9583333,15275.701330000002,15130.131
810,521.0,15281.4518,15135.283
811,521.0416667,15287.49012,15140.894
812,521.0833333,15294.3747,15147.028
813,521.125,15300.371330000002,15153.8545
814,521.1666667,15305.98234,15159.449
815,521.2083333,15311.73426,15164.844
816,521.25,15317.11915,15170.508
817,521.2916667,15321.28395,15175.671
818,521.3333333,15324.53532,15179.3545
819,521.375,15326.897619999998,15182.278
820,521.4166667,15328.13019,15184.118
821,521.4583333,15328.650569999998,15184.836
822,521.5,15328.94911,15184.458
823,521.5416667,15328.70381,15184.193
824,521.5833333,15327.457,15183.3545
825,521.625,15325.1535,15181.387
826,521.6666667,15322.513680000002,15178.79
827,521.7083333,15319.82166,15176.047
828,521.75,15317.676919999998,15173.661
829,521.7916667,15315.19403,15172.114
830,521.8333333,15312.74569,15169.771
831,521.875,15311.47032,15167.62
832,521.9166667,15310.63129,15166.652
833,521.9583333,15310.639180000002,15165.845
834,522.0,15311.085330000002,15166.052
835,522.0416667,15312.05816,15166.435
836,522.0833333,15313.40781,15167.479
837,522.125,15314.372780000003,15168.767
838,522.1666667,15315.46595,15169.566
839,522.2083333,15317.2991,15170.854
840,522.25,15318.10609,15173.087
841,522.2916667,15316.98804,15173.508
842,522.3333333,15316.26783,15172.06
843,522.375,15316.622130000002,15171.695
844,522.4166667,15316.46906,15172.863
845,522.4583333,15315.006830000002,15172.711
846,522.5,15314.18774,15170.758
847,522.5416667,15313.87332,15169.8
848,522.5833333,15313.7827,15169.042
849,522.625,15313.90242,15168.891
850,522.6666667,15314.32759,15169.065
851,522.7083333,15315.17768,15169.913
852,522.75,15315.54096,15171.195
853,522.7916667,15316.35309,15171.695
854,522.8333333,15318.093319999998,15172.917
855,522.875,15320.86515,15174.882
856,522.9166667,15324.8969,15178.116
857,522.9583333,15328.348569999998,15182.296
858,523.0,15332.57969,15185.457
859,523.0416667,15337.57507,15189.775
860,523.0833333,15343.16767,15194.814
861,523.125,15348.330430000002,15200.573
862,523.1666667,15352.72878,15205.413
863,523.2083333,15356.828630000002,15209.5
864,523.25,15359.89255,15213.196
865,523.2916667,15360.98557,15215.648
866,523.3333333,15361.67147,15216.07
867,523.375,15361.9599,15216.436
868,523.4166667,15361.6706,15216.856
869,523.4583333,15359.98866,15216.884
870,523.5,15356.97446,15214.55
871,523.5416667,15353.11357,15210.83
872,523.5833333,15348.72456,15206.176
873,523.625,15344.37284,15201.215
874,523.6666667,15339.41675,15196.813
875,523.7083333,15332.94524,15191.5205
876,523.75,15325.63934,15184.816
877,523.7916667,15317.343680000002,15177.493
878,523.8333333,15309.86777,15169.502
879,523.875,15302.47285,15162.728
880,523.9166667,15294.04919,15155.804
881,523.9583333,15285.38896,15147.472
882,524.0,15277.16435,15139.102
883,524.0416667,15268.689219999998,15130.995
884,524.0833333,15260.44324,15122.398
885,524.125,15251.77582,15114.186
886,524.1666667,15243.09696,15105.565
887,524.2083333,15234.54719,15097.016
888,524.25,15224.44848,15088.513
889,524.2916667,15213.05353,15078.502
890,524.3333333,15202.07003,15067.371
891,524.375,15191.39595,15057.186
892,524.4166667,15180.30542,15047.499
893,524.4583333,15168.24097,15037.114
894,524.5,15155.49326,15025.419
895,524.5416667,15142.5456,15012.683
896,524.5833333,15129.46063,14999.816
897,524.625,15117.06101,14987.077
898,524.6666667,15104.62079,14975.104
899,524.7083333,15091.78289,14963.266
900,524.75,15078.9208,14950.869
901,524.7916667,15066.70324,14938.623
902,524.8333333,15055.366419999997,14927.175
903,524.875,15044.31134,14916.592
904,524.9166667,15034.11338,14906.092
905,524.9583333,15024.32959,14896.6
906,525.0,15014.85039,14887.109
907,525.0416667,15005.93489,14878.023
908,525.0833333,14998.11436,14869.436
909,525.125,14990.70098,14862.197
910,525.1666667,14982.84967,14855.052
911,525.2083333,14974.86416,14847.408
912,525.25,14967.1638,14839.688
913,525.2916667,14959.03537,14832.342
914,525.3333333,14951.17307,14824.579
915,525.375,14944.27439,14817.432
916,525.4166667,14938.43325,14811.535
917,525.4583333,14932.28465,14806.6455
918,525.5,14925.996119999998,14800.73
919,525.5416667,14920.88511,14794.565
920,525.5833333,14916.38353,14789.617
921,525.625,14912.723780000002,14785.167
922,525.6666667,14910.21698,14781.805
923,525.7083333,14908.12156,14779.663
924,525.75,14906.86667,14777.793
925,525.7916667,14907.8501,14777.066
926,525.8333333,14910.16769,14778.794
927,525.875,14912.38494,14781.292
928,525.9166667,14915.680719999997,14783.411
929,525.9583333,14920.18264,14786.66
930,526.0,14926.07949,14791.022
931,526.0416667,14932.86629,14797.071
932,526.0833333,14940.62473,14803.76
933,526.125,14947.80485,14811.606
934,526.1666667,14955.44715,14818.478
935,526.2083333,14963.54211,14825.819
936,526.25,14971.15686,14833.862
937,526.2916667,14978.854130000002,14841.1
938,526.3333333,14987.034630000002,14848.655
939,526.375,14995.0944,14856.949
940,526.4166667,15003.37166,14864.931
941,526.4583333,15011.39352,14873.151
942,526.5,15019.97074,14880.659
943,526.5416667,15028.44585,14888.3955
944,526.5833333,15037.40967,14896.214
945,526.625,15047.37059,14904.95
946,526.6666667,15057.60336,14914.89
947,526.7083333,15067.21199,14925.296
948,526.75,15076.91766,14934.923
949,526.7916667,15087.52339,14944.596
950,526.8333333,15098.11013,14955.23
951,526.875,15110.55592,14965.901
952,526.9166667,15124.21252,14978.575
953,526.9583333,15137.54657,14992.307
954,527.0,15151.36018,15005.447
955,527.0416667,15166.23902,15019.025
956,527.0833333,15182.25157,15034.375
957,527.125,15197.19064,15050.756
958,527.1666667,15211.9997,15065.859
959,527.2083333,15227.1315,15080.94
960,527.25,15240.94801,15096.068
961,527.2916667,15253.5399,15109.447
962,527.3333333,15265.255469999998,15121.374
963,527.375,15275.52162,15132.303
964,527.4166667,15284.99829,15141.496
965,527.4583333,15293.43163,15149.863
966,527.5,15300.86739,15156.738
967,527.5416667,15306.920569999998,15162.355
968,527.5833333,15312.63701,15166.937
969,527.625,15317.49102,15171.784
970,527.6666667,15321.58446,15176.101
971,527.7083333,15324.41769,15179.908
972,527.75,15326.60933,15182.252
973,527.7916667,15329.05636,15184.401
974,527.8333333,15331.39993,15186.893
975,527.875,15333.947719999998,15189.097
976,527.9166667,15337.05531,15191.687
977,527.9583333,15339.55786,15194.74
978,528.0,15341.42466,15196.645
979,528.0416667,15343.62015,15198.003
980,528.0833333,15345.62609,15199.977
981,528.125,15346.63995,15201.562
982,528.1666667,15347.531669999997,15202.229
983,528.2083333,15347.64627,15203.016
984,528.25,15346.35576,15202.838
985,528.2916667,15343.45943,15200.973
986,528.3333333,15340.32944,15197.667
987,528.375,15337.1462,15194.728
988,528.4166667,15333.73995,15192.036
989,528.4583333,15329.29678,15188.917
990,528.5,15325.36033,15184.245
991,528.5416667,15322.02438,15180.368
992,528.5833333,15319.02036,15176.879
993,528.625,15316.25166,15174.016
994,528.6666667,15313.64456,15171.27
995,528.7083333,15312.02374,15169.024
996,528.75,15310.80976,15168.039
997,528.7916667,15310.814230000002,15167.391
998,528.8333333,15312.78119,15168.433
999,528.875,15315.11941,15171.405
1000,528.9166667,15317.85474,15174.012
1001,528.9583333,15321.366719999998,15176.746
1002,529.0,15326.25268,15180.271
1003,529.0416667,15332.02721,15185.445
1004,529.0833333,15338.51025,15191.806
1005,529.125,15345.38053,15198.698
1006,529.1666667,15351.64804,15206.152
1007,529.2083333,15356.996769999998,15212.155
1008,529.25,15361.72405,15217.059
1009,529.2916667,15365.46418,15221.123
1010,529.3333333,15369.12384,15224.302
1011,529.375,15371.48997,15227.843
1012,529.4166667,15372.6511,15229.464
1013,529.4583333,15374.09143,15230.283
1014,529.5,15375.06261,15231.303
1015,529.5416667,15374.8143,15231.374
1016,529.5833333,15374.83253,15230.352
1017,529.625,15374.27564,15230.274
1018,529.6666667,15373.04699,15229.3955
1019,529.7083333,15371.785069999998,15228.383
1020,529.75,15369.661,15227.242
1021,529.7916667,15368.31721,15225.208
1022,529.8333333,15367.56005,15224.527
1023,529.875,15366.5627,15224.081
1024,529.9166667,15365.09997,15223.013
1025,529.9583333,15363.78516,15221.124
1026,530.0,15363.6686,15219.64
1027,530.0416667,15364.29471,15220.045
1028,530.0833333,15365.16097,15221.09
1029,530.125,15365.55136,15222.437
1030,530.1666667,15365.99111,15222.903
1031,530.2083333,15366.15424,15223.504
1032,530.25,15365.7897,15223.42
1033,530.2916667,15364.657769999998,15222.683
1034,530.3333333,15363.98441,15221.408
1035,530.375,15363.58203,15221.105
1036,530.4166667,15361.61525,15221.089
1037,530.4583333,15358.90524,15219.2705
1038,530.5,15355.68384,15216.073
1039,530.5416667,15352.60066,15212.355
1040,530.5833333,15348.768219999998,15209.012
1041,530.625,15344.01637,15204.889
1042,530.6666667,15338.85039,15199.846
1043,530.7083333,15332.30166,15194.477
1044,530.75,15326.77559,15187.949
1045,530.7916667,15321.99325,15183.299
1046,530.8333333,15316.35114,15179.376
1047,530.875,15310.63513,15173.935
1048,530.9166667,15305.06346,15168.545
1049,530.9583333,15299.67405,15162.865
1050,531.0,15294.41415,15157.454
1051,531.0416667,15289.12879,15152.049
1052,531.0833333,15283.64581,15146.739
1053,531.125,15277.50779,15141.028
1054,531.1666667,15271.516930000002,15134.898
1055,531.2083333,15264.46155,15129.419
1056,531.25,15255.0711,15121.969
1057,531.2916667,15244.0186,15112.165
1058,531.3333333,15232.47642,15100.947
1059,531.375,15219.811430000002,15089.608
1060,531.4166667,15205.94695,15077.133
1061,531.4583333,15191.66624,15063.801
1062,531.5,15177.51456,15050.042
1063,531.5416667,15162.56449,15036.825
1064,531.5833333,15145.93096,15021.78
1065,531.625,15128.58954,15005.155
1066,531.6666667,15112.86889,14988.223
1067,531.7083333,15097.43159,14973.565
1068,531.75,15081.19385,14958.868
1069,531.7916667,15064.76662,14943.094
1070,531.8333333,15049.13965,14927.481
1071,531.875,15034.0907,14912.686
1072,531.9166667,15019.69728,14898.279
1073,531.9583333,15005.44609,14884.565
1074,532.0,14992.39721,14870.853
1075,532.0416667,14980.5075,14858.735
1076,532.0833333,14968.49171,14847.603
1077,532.125,14956.5822,14836.005
1078,532.1666667,14945.350869999998,14824.561
1079,532.2083333,14933.59722,14813.69
1080,532.25,14923.048830000002,14802.426
1081,532.2916667,14911.9868,14792.57
1082,532.3333333,14901.239119999998,14782.037
1083,532.375,14891.02482,14772.268
1084,532.4166667,14880.907469999998,14763.039
1085,532.4583333,14871.21705,14753.701
1086,532.5,14862.25452,14744.491
1087,532.5416667,14854.07449,14735.722
1088,532.5833333,14847.34754,14727.782
1089,532.625,14841.02404,14721.521
1090,532.6666667,14835.49123,14715.505
1091,532.7083333,14830.341219999998,14710.543
1092,532.75,14826.54706,14705.846
1093,532.7916667,14824.11602,14702.951
1094,532.8333333,14821.78432,14700.961
1095,532.875,14820.61137,14698.868
1096,532.9166667,14820.22217,14697.647
1097,532.9583333,14821.444780000002,14697.327
1098,533.0,14823.65924,14698.842
1099,533.0416667,14826.78854,14701.214
1100,533.0833333,14829.42534,14704.374
1101,533.125,14832.41882,14706.818
1102,533.1666667,14835.38426,14709.729
1103,533.2083333,14838.46709,14712.433
1104,533.25,14841.23088,14715.3955
1105,533.2916667,14843.55258,14717.963
1106,533.3333333,14844.85468,14720.098
1107,533.375,14845.00398,14720.971
1108,533.4166667,14845.67316,14720.851
1109,533.4583333,14846.16025,14721.613
1110,533.5,14846.22351,14721.644
1111,533.5416667,14846.27553,14721.347
1112,533.5833333,14846.24538,14721.011
1113,533.625,14847.20073,14720.851
1114,533.6666667,14847.51257,14722.021
1115,533.7083333,14847.18817,14722.097
1116,533.75,14848.13819,14721.796
1117,533.7916667,14850.83734,14723.142
1118,533.8333333,14855.05327,14726.484
1119,533.875,14859.97993,14731.03
1120,533.9166667,14865.63041,14736.142
1121,533.9583333,14871.68895,14741.646
1122,534.0,14880.0457,14747.496
1123,534.0416667,14890.57659,14756.238
1124,534.0833333,14900.11415,14767.106
1125,534.125,14909.96664,14776.475
1126,534.1666667,14918.99707,14786.0
1127,534.2083333,14928.648119999998,14794.653
1128,534.25,14937.16535,14803.823
1129,534.2916667,14944.64929,14811.812
1130,534.3333333,14951.502530000002,14818.712
1131,534.375,14956.78532,14825.109
1132,534.4166667,14961.08457,14829.568
1133,534.4583333,14964.36906,14833.195
1134,534.5,14966.90899,14835.32
1135,534.5416667,14969.18339,14836.89
1136,534.5833333,14971.547880000002,14838.406
1137,534.625,14974.81587,14840.52
1138,534.6666667,14978.602180000002,14843.951
1139,534.7083333,14980.83826,14847.892
1140,534.75,14983.58451,14849.841
1141,534.7916667,14987.53292,14852.762
1142,534.8333333,14992.73725,14856.762
1143,534.875,14999.47212,14862.22
1144,534.9166667,15006.25765,14869.115
1145,534.9583333,15013.40461,14875.629
1146,535.0,15021.05942,14882.643
1147,535.0416667,15029.84345,14890.04
1148,535.0833333,15038.497980000002,14898.924
1149,535.125,15045.86075,14907.134
1150,535.1666667,15052.72226,14913.917
1151,535.2083333,15058.89364,14920.205
1152,535.25,15064.2261,14925.743
1153,535.2916667,15068.79985,14930.542
1154,535.3333333,15072.95846,14934.7705
1155,535.375,15075.6156,14938.775
1156,535.4166667,15077.75588,14940.997
1157,535.4583333,15079.62629,14943.067
1158,535.5,15081.01155,14944.341
1159,535.5416667,15083.25427,14945.184
1160,535.5833333,15085.15822,14947.225
1161,535.625,15086.45595,14948.569
1162,535.6666667,15087.60414,14949.518
1163,535.7083333,15088.4033,14950.348
1164,535.75,15089.0568,14950.935
1165,535.7916667,15090.80604,14951.651
1166,535.8333333,15093.44778,14953.948
1167,535.875,15096.26865,14956.944
1168,535.9166667,15100.22576,14959.987
1169,535.9583333,15104.81547,14964.36
1170,536.0,15109.29072,14968.664
1171,536.0416667,15114.4118,14972.818
1172,536.0833333,15121.70532,14977.757
1173,536.125,15129.88234,14985.43
1174,536.1666667,15137.327119999998,14993.772
1175,536.2083333,15144.04729,15001.015
1176,536.25,15150.93417,15007.503
1177,536.2916667,15157.26625,15014.248
1178,536.3333333,15162.189019999998,15020.182
1179,536.375,15166.66665,15024.629
1180,536.4166667,15171.44986,15029.084
1181,536.4583333,15175.58142,15033.99
1182,536.5,15178.44405,15037.558
1183,536.5416667,15181.422530000002,15039.594
1184,536.5833333,15184.23751,15042.092
1185,536.625,15186.7901,15044.287
1186,536.6666667,15189.17568,15046.559
1187,536.7083333,15191.9682,15048.789
1188,536.75,15194.3547,15051.8125
1189,536.7916667,15197.225730000002,15054.126
1190,536.8333333,15202.02739,15057.546
1191,536.875,15207.32921,15063.053
1192,536.9166667000002,15211.79146,15068.36
1193,536.9583332999998,15217.26686,15072.379
1194,537.0,15223.906169999998,15077.819
1195,537.0416667000002,15231.508919999998,15084.497
1196,537.0833332999998,15238.34197,15091.99
1197,537.125,15244.82773,15098.528
1198,537.1666667000002,15250.833319999998,15104.659
1199,537.2083332999998,15256.940169999998,15110.358
1200,537.25,15261.96095,15116.407
1201,537.2916667000002,15264.914530000002,15120.966
1202,537.3333332999998,15267.1647,15123.262
1203,537.375,15270.15509,15125.546
1204,537.4166667000002,15272.55704,15129.007
1205,537.4583332999998,15273.93248,15131.538
1206,537.5,15274.93062,15132.469
1207,537.5416667000002,15276.127730000002,15132.898
1208,537.5833332999998,15277.45048,15133.592
1209,537.625,15278.15102,15134.374
1210,537.6666667000002,15279.03906,15134.702
1211,537.7083332999998,15279.644019999998,15135.589
1212,537.75,15279.630469999998,15136.376
1213,537.7916667000002,15277.7807,15136.219
1214,537.8333332999998,15275.61715,15134.04
1215,537.875,15272.98067,15131.666
1216,537.9166667000002,15269.94005,15128.733
1217,537.9583332999998,15266.74785,15125.731
1218,538.0,15262.67227,15122.534
1219,538.0416667000002,15257.79267,15118.196
1220,538.0833332999998,15252.37624,15113.131
1221,538.125,15246.546380000002,15107.461
1222,538.1666667000002,15240.59649,15101.741
1223,538.2083332999998,15234.18715,15095.892
1224,538.25,15226.88201,15089.487
1225,538.2916667000002,15217.988330000002,15082.141
1226,538.3333332999998,15209.00977,15073.404
1227,538.375,15199.96958,15064.87
1228,538.4166667000002,15191.21168,15056.679
1229,538.4583332999998,15181.74342,15048.778
1230,538.5,15170.6019,15039.266
1231,538.5416667000002,15160.25508,15028.118
1232,538.5833332999998,15149.75834,15017.972
1233,538.625,15140.14634,15007.9795
1234,538.6666667000002,15130.88236,14999.173
1235,538.7083332999998,15121.95375,14990.682
1236,538.75,15112.73967,14982.551
1237,538.7916667000002,15104.79757,14973.795
1238,538.8333332999998,15099.57286,14966.969
1239,538.875,15095.47796,14962.991
1240,538.9166667000002,15092.81132,14959.685
1241,538.9583332999998,15090.77813,14957.662
1242,539.0,15090.823519999998,14956.008
1243,539.0416667000002,15092.51911,14956.824
1244,539.0833332999998,15095.67278,14959.157
1245,539.125,15099.47095,14963.321
1246,539.1666667000002,15102.88323,14967.455
1247,539.2083332999998,15106.372469999998,14971.069
1248,539.25,15109.92756,14974.695
1249,539.2916667000002,15112.60336,14978.356
1250,539.3333332999998,15114.50735,14980.882
1251,539.375,15116.78742,14982.843
1252,539.4166667000002,15118.91118,14985.754
1253,539.4583332999998,15120.03014,14988.103
1254,539.5,15120.25099,14988.502
1255,539.5416667000002,15120.529880000002,14987.757
1256,539.5833332999998,15120.325680000002,14987.474
1257,539.625,15121.13577,14987.332
1258,539.6666667000002,15121.01374,14988.821
1259,539.7083332999998,15120.23103,14988.992
1260,539.75,15119.21527,14988.627
1261,539.7916667000002,15118.08442,14987.895
1262,539.8333332999998,15117.71171,14987.092
1263,539.875,15117.13821,14987.056
1264,539.9166667000002,15117.01848,14986.317
1265,539.9583332999998,15116.52191,14986.237
1266,540.0,15115.83053,14985.249
1267,540.0416667000002,15116.023319999998,14984.52
1268,540.0833332999998,15115.85299,14985.013
1269,540.125,15115.16322,14984.8
1270,540.1666667000002,15113.18945,14984.02
1271,540.2083332999998,15109.75992,14981.283
1272,540.25,15105.79912,14977.113
1273,540.2916667000002,15100.16788,14972.51
1274,540.3333332999998,15093.567319999998,14966.339
1275,540.375,15085.60062,14959.586
1276,540.4166667000002,15077.12849,14951.582
1277,540.4583332999998,15067.89908,14943.322
1278,540.5,15057.81468,14933.994
1279,540.5416667000002,15047.8841,14923.589
1280,540.5833332999998,15037.67831,14913.746
1281,540.625,15026.9451,14903.622
1282,540.6666667000002,15015.97776,14892.85
1283,540.7083332999998,15005.91474,14882.152
1284,540.75,14995.92886,14872.75
1285,540.7916667000002,14986.50918,14863.154
1286,540.8333332999998,14978.03546,14854.441
1287,540.875,14969.63109,14846.4375
1288,540.9166667000002,14961.809180000002,14838.109
1289,540.9583332999998,14955.28317,14830.532
1290,541.0,14949.30699,14824.268
1291,541.0416667000002,14944.08965,14818.448
1292,541.0833332999998,14938.86882,14813.356
1293,541.125,14933.83493,14808.128
1294,541.1666667000002,14928.97179,14803.088
1295,541.2083332999998,14923.937780000002,14798.29
1296,541.25,14918.34718,14793.24
1297,541.2916667000002,14912.06737,14787.655
1298,541.3333332999998,14905.18679,14781.392
1299,541.375,14899.05724,14774.718
1300,541.4166667000002,14893.1238,14769.333
1301,541.4583332999998,14886.61586,14763.843
1302,541.5,14879.9431,14757.375
1303,541.5416667000002,14874.253530000002,14750.651
1304,541.5833332999998,14870.10817,14745.164
1305,541.625,14867.125569999998,14741.332
1306,541.6666667000002,14864.97713,14738.798
1307,541.7083332999998,14863.64779,14736.976
1308,541.75,14865.08316,14736.113
1309,541.7916667000002,14867.112680000002,14737.981
1310,541.8333332999998,14871.6465,14740.356
1311,541.875,14878.591019999998,14745.1
1312,541.9166667000002,14887.04709,14752.397
1313,541.9583332999998,14898.989480000002,14761.244
1314,542.0,14910.5348,14773.25
1315,542.0416667000002,14923.144580000002,14784.597
1316,542.0833332999998,14937.78155,14797.225
1317,542.125,14952.73158,14812.004
1318,542.1666667000002,14968.01889,14826.904
1319,542.2083332999998,14983.21984,14842.269
1320,542.25,14997.52541,14857.047
1321,542.2916667000002,15011.06974,14870.812
1322,542.3333332999998,15024.1509,14883.608
1323,542.375,15036.83682,14896.118
1324,542.4166667000002,15048.91291,14908.139
1325,542.4583332999998,15060.7612,14919.496
1326,542.5,15071.42236,14930.152
1327,542.5416667000002,15082.26515,14939.478
1328,542.5833332999998,15093.02426,14949.126
1329,542.625,15103.40831,14959.235
1330,542.6666667000002,15113.61514,14968.943
1331,542.7083332999998,15123.37036,14979.108
1332,542.75,15132.02877,14988.5
1333,542.7916667000002,15141.83263,14996.955
1334,542.8333332999998,15152.194269999998,15007.168
1335,542.875,15161.38582,15017.329
1336,542.9166667000002,15171.33076,15026.143
1337,542.9583332999998,15180.71206,15035.478
1338,543.0,15190.35846,15044.316
1339,543.0416667000002,15200.29286,15053.752
1340,543.0833332999998,15209.63386,15063.444
1341,543.125,15218.21642,15072.572
1342,543.1666667000002,15225.94811,15080.81
1343,543.2083332999998,15232.36495,15087.928
1344,543.25,15238.61016,15093.749
1345,543.2916667000002,15243.82475,15099.766
1346,543.3333332999998,15247.16398,15104.353
1347,543.375,15249.43144,15107.129
1348,543.4166667000002,15251.8756,15108.944
1349,543.4583332999998,15253.54217,15111.285
1350,543.5,15255.5264,15112.55
1351,543.5416667000002,15257.365069999998,15114.4795
1352,543.5833332999998,15258.79441,15115.991
1353,543.625,15260.32696,15117.384
1354,543.6666667000002,15261.93635,15119.026
1355,543.7083332999998,15263.73223,15120.809
1356,543.75,15265.86606,15122.958
1357,543.7916667000002,15269.00185,15125.489
1358,543.8333332999998,15273.74602,15129.372
1359,543.875,15279.79134,15135.013
1360,543.9166667000002,15286.44358,15141.755
1361,543.9583332999998,15293.19493,15148.638
1362,544.0,15301.31758,15155.454
1363,544.0416667000002,15310.05298,15164.123
1364,544.0833332999998,15318.829630000002,15173.089
1365,544.125,15328.5244,15182.336
1366,544.1666667000002,15338.5037,15192.852
1367,544.2083332999998,15346.958019999998,15203.19
1368,544.25,15354.07594,15211.083
1369,544.2916667000002,15360.91968,15217.403
1370,544.3333332999998,15367.12944,15223.658
1371,544.375,15372.495,15229.631
1372,544.4166667000002,15376.74331,15234.645
1373,544.4583332999998,15379.73549,15238.2295
1374,544.5,15382.47147,15239.987
1375,544.5416667000002,15384.08439,15241.751
1376,544.5833332999998,15384.90033,15242.333
1377,544.625,15384.61385,15242.569
1378,544.6666667000002,15382.84722,15241.789
1379,544.7083332999998,15379.8777,15239.708
1380,544.75,15376.51863,15236.459
1381,544.7916667000002,15371.76119,15233.202
1382,544.8333332999998,15367.18979,15228.383
1383,544.875,15362.281169999998,15224.268
1384,544.9166667000002,15357.09726,15219.521
1385,544.9583332999998,15350.959680000002,15214.42
1386,545.0,15345.43367,15207.95
1387,545.0416667000002,15339.50445,15202.902
1388,545.0833332999998,15332.78861,15196.6455
1389,545.125,15326.47122,15189.849
1390,545.1666667000002,15319.689230000002,15183.719
1391,545.2083332999998,15311.298519999998,15177.145
1392,545.25,15301.9124,15168.613
1393,545.2916667000002,15290.94294,15158.846
1394,545.3333332999998,15279.10582,15147.673
1395,545.375,15266.47432,15136.217
1396,545.4166667000002,15252.92905,15123.996
1397,545.4583332999998,15238.28963,15111.227
1398,545.5,15223.51784,15097.217
1399,545.5416667000002,15207.600019999998,15082.472
1400,545.5833332999998,15191.69392,15066.843
1401,545.625,15176.10219,15051.223
1402,545.6666667000002,15161.08091,15036.617
1403,545.7083332999998,15144.30465,15022.174
1404,545.75,15128.15328,15005.729
1405,545.7916667000002,15112.653869999998,14990.303
1406,545.8333332999998,15097.63199,14975.654
1407,545.875,15082.46416,14961.269
1408,545.9166667000002,15067.75809,14946.474
1409,545.9583332999998,15053.05021,14932.244
1410,546.0,15038.4352,14918.004
1411,546.0416667000002,15024.66,14903.745
1412,546.0833332999998,15010.8545,14890.814
1413,546.125,14995.79643,14877.181
1414,546.1666667000002,14980.699819999998,14862.337
1415,546.2083332999998,14965.06879,14847.509
1416,546.25,14948.576330000002,14832.203
1417,546.2916667000002,14931.81099,14816.174
1418,546.3333332999998,14914.73649,14800.137
1419,546.375,14897.69732,14784.092
1420,546.4166667000002,14880.03482,14768.259
1421,546.4583332999998,14862.79389,14751.759
1422,546.5,14845.44481,14735.275
1423,546.5416667000002,14829.40435,14718.432
1424,546.5833332999998,14815.28436,14703.203
1425,546.625,14802.51158,14690.083
1426,546.6666667000002,14790.34335,14678.235
1427,546.7083332999998,14779.13604,14666.833
