,Time (d),NH4_meas_Pearson (gN/m3),NH4_pred_Pearson (gN/m3)
75,490.375,0.494682134,0.49155152
76,490.4166667,0.48922506,0.48807862
77,490.45833330000005,0.483974537,0.48526335
78,490.5,0.479725234,0.4791545
79,490.5416667,0.47752238,0.4720937
80,490.58333330000005,0.478267881,0.4669282
81,490.625,0.482043578,0.4645725
82,490.6666667,0.48813802600000006,0.46652982
83,490.70833330000005,0.495449441,0.46986106
84,490.75,0.5030762320000001,0.47453722
85,490.7916667,0.510599805,0.4790385
86,490.83333330000005,0.517965456,0.486241
87,490.875,0.524606178,0.49649462
88,490.9166667,0.53015517,0.50158614
89,490.95833330000005,0.53539936,0.50432295
90,491.0,0.541420852,0.5073827
91,491.0416667,0.5483710820000001,0.5115837
92,491.08333330000005,0.555714742,0.5162841
93,491.125,0.562887786,0.52246964
94,491.1666667,0.569417869,0.529098
95,491.20833330000005,0.575041778,0.5340849
96,491.25,0.579865895,0.5382189
97,491.2916667,0.5839940060000001,0.54322505
98,491.33333330000005,0.587340894,0.54641813
99,491.375,0.589876417,0.5492611
100,491.4166667,0.591573692,0.55491066
101,491.45833330000005,0.592220314,0.56156397
102,491.5,0.591745005,0.56618804
103,491.5416667,0.590911704,0.5684037
104,491.58333330000005,0.591310142,0.56966025
105,491.625,0.594527678,0.57193285
106,491.6666667,0.601214404,0.5772226
107,491.70833330000005,0.611141012,0.5842266
108,491.75,0.623495651,0.59745246
109,491.7916667,0.637234938,0.61110646
110,491.83333330000005,0.651628424,0.62894607
111,491.875,0.666620487,0.64612484
112,491.9166667,0.6834531159999999,0.663202
113,491.95833330000005,0.704179482,0.68051237
114,492.0,0.7308247659999999,0.6988199
115,492.0416667,0.763868112,0.7249171
116,492.08333330000005,0.799855016,0.7583145
117,492.125,0.8333430690000001,0.7929065
118,492.1666667,0.863066153,0.8232131
119,492.20833330000005,0.8902374690000001,0.85270065
120,492.25,0.9143247,0.878144
121,492.2916667,0.932162163,0.90317833
122,492.33333330000005,0.940707182,0.922357
123,492.375,0.938791605,0.9349834
124,492.4166667,0.927288289,0.94103426
125,492.45833330000005,0.909708576,0.9410223
126,492.5,0.8929680490000002,0.9293208
127,492.5416667,0.8883869809999999,0.91969115
128,492.58333330000005,0.90631049,0.9212374
129,492.625,0.948323068,0.94116855
130,492.6666667,1.01070326,0.9813299
131,492.70833330000005,1.085980847,1.0406184
132,492.75,1.1625376070000002,1.1115191
133,492.7916667,1.229923881,1.188317
134,492.83333330000005,1.2785433860000002,1.2657198
135,492.875,1.3183138590000003,1.3199925
136,492.9166667,1.389046109,1.3674816
137,492.95833330000005,1.529794843,1.4406407
138,493.0,1.743610691,1.5827682
139,493.0416667,2.001085368,1.7933289
140,493.08333330000005,2.271847208,2.0444632
141,493.125,2.533105241,2.3077717
142,493.1666667,2.757253581,2.5611906
143,493.20833330000005,2.9094590950000003,2.7813404
144,493.25,2.962782147,2.932668
145,493.2916667,2.919670447,2.9842744
146,493.33333330000005,2.798486447,2.9411294
147,493.375,2.609013259,2.830512
148,493.4166667,2.372462229,2.654787
149,493.45833330000005,2.145140768,2.429877
150,493.5,1.998278894,2.2130623
151,493.5416667,1.978055667,2.065221
152,493.58333330000005,2.076112474,2.039001
153,493.625,2.225709286,2.127213
154,493.6666667,2.371023556,2.2654753
155,493.70833330000005,2.497822171,2.400674
156,493.75,2.6037048240000003,2.522001
157,493.7916667,2.694402774,2.6166487
158,493.83333330000005,2.776625855,2.696095
159,493.875,2.85091952,2.7747445
160,493.9166667,2.9496696439999996,2.8467543
161,493.95833330000005,3.1108223470000005,2.9417436
162,494.0,3.3206534060000004,3.0978236
163,494.0416667,3.5317674710000007,3.304687
164,494.08333330000005,3.711529314,3.512344
165,494.125,3.850395361,3.6853383
166,494.1666667,3.928158297,3.8192754
167,494.20833330000005,3.92328279,3.8902066
168,494.25,3.82980703,3.8758094
169,494.2916667,3.641325372,3.7732787
170,494.33333330000005,3.3500219000000007,3.5795376
171,494.375,2.966322685,3.2913842
172,494.4166667,2.523574861,2.9144487
173,494.45833330000005,2.089395213,2.486578
174,494.5,1.7373817610000002,2.0628562
175,494.5416667,1.519629252,1.7241961
176,494.58333330000005,1.413908633,1.5096285
177,494.625,1.3598997330000004,1.4043152
178,494.6666667,1.302811798,1.3486538
179,494.70833330000005,1.228142098,1.2877536
180,494.75,1.1384974400000003,1.2111343
181,494.7916667,1.032161968,1.1237293
182,494.83333330000005,0.91681231,1.0273833
183,494.875,0.815744054,0.9247957
184,494.9166667,0.748544507,0.8319612
185,494.95833330000005,0.71317327,0.7672694
186,495.0,0.693505543,0.73091376
187,495.0416667,0.676017005,0.70465225
188,495.08333330000005,0.655786031,0.6808231
189,495.125,0.631759954,0.6582067
190,495.1666667,0.60657766,0.6334726
191,495.20833330000005,0.58504943,0.60704356
192,495.25,0.5691823579999999,0.5817087
193,495.2916667,0.557828619,0.56087357
194,495.33333330000005,0.54896921,0.5448922
195,495.375,0.541263389,0.5338914
196,495.4166667,0.534096793,0.5272582
197,495.45833330000005,0.5276008729999999,0.5248615
198,495.5,0.522378216,0.5177041
199,495.5416667,0.519955963,0.51033217
200,495.58333330000005,0.52155189,0.50689304
201,495.625,0.526610559,0.5083275
202,495.6666667,0.5335722270000001,0.5105346
203,495.70833330000005,0.541597538,0.5131278
204,495.75,0.550094575,0.51949275
205,495.7916667,0.558051754,0.52732885
206,495.83333330000005,0.564395038,0.53786474
207,495.875,0.568904434,0.5452458
208,495.9166667,0.572597311,0.54903007
209,495.95833330000005,0.57683253,0.54942816
210,496.0,0.582226951,0.5505657
211,496.0416667,0.588190537,0.5552273
212,496.08333330000005,0.5934659520000001,0.55940336
213,496.125,0.597513172,0.5619589
214,496.1666667,0.600618145,0.5644321
215,496.20833330000005,0.602939996,0.568836
216,496.25,0.604245613,0.57146627
217,496.2916667,0.6045555570000001,0.5715897
218,496.33333330000005,0.604245651,0.57207704
219,496.375,0.6035002970000001,0.5743581
220,496.4166667,0.602040271,0.57600665
221,496.45833330000005,0.599591082,0.58130616
222,496.5,0.596337807,0.5835394
223,496.5416667,0.593109388,0.58101636
224,496.58333330000005,0.5913991270000001,0.57890075
225,496.625,0.592149632,0.5765457
226,496.6666667,0.595203487,0.5783983
227,496.70833330000005,0.599526577,0.58195305
228,496.75,0.6041126520000001,0.5851179
229,496.7916667,0.608439583,0.591816
230,496.83333330000005,0.612058138,0.5988205
231,496.875,0.61461821,0.6053797
232,496.9166667,0.616464521,0.60877687
233,496.95833330000005,0.61848644,0.61291605
234,497.0,0.621282499,0.61500835
235,497.0416667,0.624915828,0.6169249
236,497.08333330000005,0.629083933,0.61992455
237,497.125,0.633139579,0.6221765
238,497.1666667,0.636428098,0.6242562
239,497.20833330000005,0.6384858529999999,0.6262489
240,497.25,0.639027009,0.6277038
241,497.2916667,0.6378602560000001,0.63083196
242,497.33333330000005,0.635006279,0.63039947
243,497.375,0.6307688570000001,0.63042176
244,497.4166667,0.625557732,0.6301218
245,497.45833330000005,0.619770547,0.6334489
246,497.5,0.613837527,0.6319536
247,497.5416667,0.608674163,0.62877935
248,497.58333330000005,0.606031283,0.62693155
249,497.625,0.607070136,0.625265
250,497.6666667,0.611880593,0.62726736
251,497.70833330000005,0.61958384,0.63331866
252,497.75,0.628667866,0.64262515
253,497.7916667,0.63775957,0.65099037
254,497.83333330000005,0.646289186,0.66161376
255,497.875,0.653868,0.67110705
256,497.9166667,0.6605939510000001,0.6766543
257,497.95833330000005,0.667336767,0.6820403
258,498.0,0.674744855,0.6874837
259,498.0416667,0.682352072,0.6953728
260,498.08333330000005,0.6891969790000001,0.7026977
261,498.125,0.694901628,0.7089036
262,498.1666667,0.699833936,0.7119862
263,498.20833330000005,0.704296233,0.7135394
264,498.25,0.707837492,0.7152032
265,498.2916667,0.7091640140000001,0.7178279
266,498.33333330000005,0.707089014,0.7169954
267,498.375,0.701276175,0.7140291
268,498.4166667,0.6920849659999999,0.71299565
269,498.45833330000005,0.6804448740000001,0.7100833
270,498.5,0.667816771,0.7023147
271,498.5416667,0.65677161,0.69300896
272,498.58333330000005,0.650242648,0.6831456
