,Time (d),Biogas_meas_Pearson_NPC (m3/d),Biogas_pred_Pearson_NPC (m3/d)
1503,534.21875,14930.85856,14498.041
1504,534.25,14937.16535,14502.59
1505,534.28125,14942.85684,14506.996
1506,534.3125,14948.16419,14510.575
1507,534.34375,14953.00746,14513.966
1508,534.375,14956.78532,14504.381
1509,534.40625,14960.059269999998,14475.493
1510,534.4375,14962.891280000002,14453.0205
1511,534.46875,14965.0259,14443.231
1512,534.5,14966.90899,14440.594
1513,534.53125,14968.65845,14440.178
1514,534.5625,14970.32609,14438.804
1515,534.59375,14972.3211,14438.74
1516,534.625,14974.81587,14442.577
1517,534.65625,14977.63167,14450.441
1518,534.6875,14979.54303,14460.28
1519,534.71875,14981.35461,14461.591
1520,534.75,14983.58451,14453.266
1521,534.78125,14986.47492,14444.274
1522,534.8125,14989.98737,14436.705
1523,534.84375,14993.708530000002,14431.373
1524,534.875,14999.47212,14428.975
1525,534.90625,15004.49654,14427.573
1526,534.9375,15009.70102,14423.102
1527,534.96875,15015.202769999998,14419.478
1528,535.0,15021.05942,14418.811
1529,535.03125,15027.60311,14420.053
1530,535.0625,15034.01963,14425.73
1531,535.09375,15040.390269999998,14432.157
1532,535.125,15045.86075,14435.479
1533,535.15625,15050.960480000002,14437.234
1534,535.1875,15055.86454,14439.975
1535,535.21875,15060.31424,14443.602
1536,535.25,15064.2261,14447.31
1537,535.28125,15067.76198,14451.304
1538,535.3125,15070.94605,14456.513
1539,535.34375,15073.79135,14462.988
1540,535.375,15075.6156,14459.855
1541,535.40625,15077.20253,14440.207
1542,535.4375,15078.79692,14424.763
1543,535.46875,15079.97894,14419.766
1544,535.5,15081.01155,14420.276
1545,535.53125,15082.53661,14422.393
1546,535.5625,15084.36993,14426.434
1547,535.59375,15085.53328,14429.494
1548,535.625,15086.45595,14429.913
1549,535.65625,15087.3637,14429.436
1550,535.6875,15088.01385,14428.333
1551,535.71875,15088.51818,14424.951
1552,535.75,15089.0568,14418.354
1553,535.78125,15090.25926,14410.708
1554,535.8125,15092.16852,14407.212
1555,535.84375,15094.22517,14407.375
1556,535.875,15096.26865,14408.285
1557,535.90625,15099.06749,14409.615
1558,535.9375,15102.59179,14414.183
1559,535.96875,15105.75574,14419.117
1560,536.0,15109.29072,14421.731
1561,536.03125,15113.10223,14423.772
1562,536.0625,15117.89885,14426.409
1563,536.09375,15123.7859,14433.07
1564,536.125,15129.88234,14444.496
1565,536.15625,15135.188869999998,14456.31
1566,536.1875,15140.74178,14464.338
1567,536.21875,15145.78598,14469.055
1568,536.25,15150.93417,14474.31
1569,536.28125,15155.78739,14482.864
1570,536.3125,15159.95859,14491.875
1571,536.34375,15163.48571,14493.743
1572,536.375,15166.66665,14479.933
1573,536.40625,15170.23628,14454.54
1574,536.4375,15173.67635,14438.162
1575,536.46875,15176.40729,14434.471
1576,536.5,15178.44405,14436.6875
1577,536.53125,15180.64857,14438.707
1578,536.5625,15182.89692,14441.917
1579,536.59375,15184.843,14445.156
1580,536.625,15186.7901,14447.682
1581,536.65625,15188.61955,14450.95
1582,536.6875,15190.48949,14453.194
1583,536.71875,15192.6633,14454.743
1584,536.75,15194.3547,14451.884
1585,536.78125,15196.32856,14442.018
1586,536.8125,15199.34151,14436.426
1587,536.84375,15203.417980000002,14439.608
1588,536.875,15207.32921,14446.653
1589,536.90625,15210.43028,14450.171
1590,536.9375,15214.243880000002,14446.834
1591,536.96875,15218.79526,14443.609
1592,537.0,15223.906169999998,14445.738
1593,537.03125,15229.68274,14452.183
1594,537.0625,15234.98494,14459.34
1595,537.09375,15240.02653,14464.624
1596,537.125,15244.82773,14467.95
1597,537.15625,15249.40663,14470.411
1598,537.1875,15253.83838,14473.466
1599,537.21875,15258.30161,14481.172
1600,537.25,15261.96095,14493.43
1601,537.28125,15264.425969999998,14504.341
1602,537.3125,15266.06436,14509.853
1603,537.34375,15268.06508,14513.679
1604,537.375,15270.15509,14512.435
1605,537.40625,15272.02905,14499.318
1606,537.4375,15273.36135,14486.572
1607,537.46875,15274.16116,14483.826
1608,537.5,15274.93062,14489.134
1609,537.53125,15275.79205,14494.833
1610,537.5625,15276.85913,14497.763
1611,537.59375,15277.64361,14496.788
1612,537.625,15278.15102,14491.598
1613,537.65625,15278.87435,14484.065
1614,537.6875,15279.3096,14478.298
1615,537.71875,15279.91216,14473.708
1616,537.75,15279.630469999998,14465.935
1617,537.78125,15278.41657,14453.019
1618,537.8125,15276.65399,14439.17
1619,537.84375,15275.31029,14428.736
1620,537.875,15272.98067,14422.042
1621,537.90625,15270.64269,14417.499
1622,537.9375,15268.385080000002,14415.625
1623,537.96875,15265.76255,14416.605
1624,538.0,15262.67227,14418.743
1625,538.03125,15259.13969,14420.312
1626,538.0625,15255.048880000002,14422.486
1627,538.09375,15250.9383,14424.544
1628,538.125,15246.546380000002,14426.929
1629,538.15625,15242.46745,14431.795
1630,538.1875,15237.691669999998,14438.13
1631,538.21875,15232.648830000002,14444.177
1632,538.25,15226.88201,14448.82
1633,538.28125,15220.05431,14451.867
1634,538.3125,15213.91095,14454.809
1635,538.34375,15206.59639,14457.282
1636,538.375,15199.96958,14453.884
1637,538.40625,15193.550319999998,14441.484
1638,538.4375,15186.76189,14431.3125
1639,538.46875,15178.72061,14426.68
1640,538.5,15170.6019,14424.9795
1641,538.53125,15162.65068,14424.458
1642,538.5625,15154.62265,14424.877
1643,538.59375,15147.17142,14426.815
1644,538.625,15140.14634,14431.002
1645,538.65625,15133.17952,14437.514
1646,538.6875,15126.39757,14444.509
1647,538.71875,15119.6741,14450.341
1648,538.75,15112.73967,14450.39
1649,538.78125,15106.52222,14442.844
1650,538.8125,15101.879680000002,14438.793
1651,538.84375,15098.43921,14442.577
1652,538.875,15095.47796,14449.553
1653,538.90625,15093.224880000002,14454.553
1654,538.9375,15091.35419,14457.977
1655,538.96875,15090.56786,14460.043
1656,539.0,15090.823519999998,14464.239
1657,539.03125,15091.94906,14473.694
1658,539.0625,15093.90384,14483.212
1659,539.09375,15096.93082,14496.911
1660,539.125,15099.47095,14513.625
1661,539.15625,15102.03969,14525.895
1662,539.1875,15104.54252,14536.474
1663,539.21875,15107.26276,14548.717
1664,539.25,15109.92756,14563.655
1665,539.28125,15112.22535,14580.381
1666,539.3125,15113.61346,14595.065
1667,539.34375,15115.06169,14602.398
1668,539.375,15116.78742,14592.931
1669,539.40625,15118.47194,14568.788
1670,539.4375,15119.62911,14554.866
1671,539.46875,15120.15897,14556.0205
1672,539.5,15120.25099,14562.634
1673,539.53125,15120.24786,14565.854
1674,539.5625,15120.54169,14566.77
1675,539.59375,15120.54589,14568.37
1676,539.625,15121.13577,14577.557
1677,539.65625,15121.24625,14596.13
1678,539.6875,15120.6619,14609.559
1679,539.71875,15119.96131,14612.43
1680,539.75,15119.21527,14604.345
1681,539.78125,15118.31769,14589.809
1682,539.8125,15117.79436,14579.854
1683,539.84375,15117.59567,14579.722
1684,539.875,15117.13821,14581.626
1685,539.90625,15117.00036,14580.283
1686,539.9375,15116.86675,14583.587
1687,539.96875,15116.32366,14583.027
1688,540.0,15115.83053,14579.105
1689,540.03125,15115.92348,14583.555
1690,540.0625,15116.03469,14602.023
1691,540.09375,15115.7109,14623.762
1692,540.125,15115.16322,14646.497
1693,540.15625,15113.89121,14671.938
1694,540.1875,15111.74141,14686.553
1695,540.21875,15109.22766,14692.706
1696,540.25,15105.79912,14699.255
1697,540.28125,15101.67315,14707.716
1698,540.3125,15096.92709,14713.855
1699,540.34375,15091.817980000002,14715.975
1700,540.375,15085.60062,14688.098
1701,540.40625,15079.520019999998,14622.757
1702,540.4375,15072.549830000002,14577.241
1703,540.46875,15065.46902,14567.524
1704,540.5,15057.81468,14574.031
1705,540.53125,15050.39009,14576.9795
1706,540.5625,15042.79855,14578.598
1707,540.59375,15035.03188,14580.502
1708,540.625,15026.9451,14576.951
1709,540.65625,15018.69457,14564.539
1710,540.6875,15010.81678,14550.699
1711,540.71875,15003.41793,14541.426
1712,540.75,14995.92886,14527.35
1713,540.78125,14988.79041,14502.5205
1714,540.8125,14982.20532,14484.789
1715,540.84375,14975.94939,14477.065
1716,540.875,14969.63109,14470.4375
1717,540.90625,14963.64715,14459.952
1718,540.9375,14958.42165,14450.823
1719,540.96875,14953.76896,14446.504
1720,541.0,14949.30699,14446.302
1721,541.03125,14945.43595,14448.477
1722,541.0625,14941.55726,14451.804
1723,541.09375,14937.69191,14454.165
1724,541.125,14933.83493,14455.278
1725,541.15625,14930.16885,14456.768
1726,541.1875,14926.508430000002,14459.156
1727,541.21875,14922.60959,14461.86
1728,541.25,14918.34718,14464.097
1729,541.28125,14913.87203,14465.444
1730,541.3125,14908.76928,14465.914
1731,541.34375,14903.54154,14462.591
1732,541.375,14899.05724,14452.02
1733,541.40625,14894.63666,14435.841
1734,541.4375,14889.93754,14422.245
1735,541.46875,14884.93135,14415.236
1736,541.5,14879.9431,14412.937
1737,541.53125,14875.58073,14411.888
1738,541.5625,14872.09125,14412.329
1739,541.59375,14869.29319,14413.831
1740,541.625,14867.125569999998,14416.2
1741,541.65625,14865.446580000002,14419.751
1742,541.6875,14864.37228,14421.649
1743,541.71875,14864.10959,14421.257
1744,541.75,14865.08316,14418.962
1745,541.78125,14866.47401,14414.912
1746,541.8125,14869.73737,14410.742
1747,541.84375,14872.88651,14407.44
1748,541.875,14878.591019999998,14405.605
1749,541.90625,14885.23549,14405.787
1750,541.9375,14893.118,14407.597
1751,541.96875,14901.852319999998,14410.151
1752,542.0,14910.5348,14411.963
1753,542.03125,14919.75749,14412.346
1754,542.0625,14930.25169,14413.564
1755,542.09375,14941.91701,14417.452
1756,542.125,14952.73158,14422.53
1757,542.15625,14964.31591,14426.701
1758,542.1875,14975.7689,14432.44
1759,542.21875,14986.83131,14438.4
1760,542.25,14997.52541,14443.013
1761,542.28125,15007.68992,14447.266
1762,542.3125,15017.64629,14451.184
1763,542.34375,15027.43964,14454.7
1764,542.375,15036.83682,14451.132
1765,542.40625,15046.07505,14436.574
1766,542.4375,15054.96679,14424.812
1767,542.46875,15063.50915,14421.548
1768,542.5,15071.42236,14423.351
1769,542.53125,15079.72267,14424.992
1770,542.5625,15087.68736,14425.358
1771,542.59375,15095.86955,14427.731
1772,542.625,15103.40831,14431.554
1773,542.65625,15110.95238,14434.127
1774,542.6875,15118.54281,14439.101
1775,542.71875,15125.28234,14442.842
1776,542.75,15132.02877,14439.631
1777,542.78125,15139.26363,14432.095
1778,542.8125,15147.203119999998,14430.398
1779,542.84375,15154.45264,14432.029
1780,542.875,15161.38582,14431.897
1781,542.90625,15168.9616,14430.109
1782,542.9375,15175.85172,14427.794
1783,542.96875,15182.964,14426.092
1784,543.0,15190.35846,14426.505
1785,543.03125,15197.64775,14430.028
1786,543.0625,15205.04869,14435.686
1787,543.09375,15211.87706,14442.956
1788,543.125,15218.21642,14451.533
1789,543.15625,15224.164530000002,14460.51
1790,543.1875,15229.26714,14468.872
1791,543.21875,15233.97519,14476.851
1792,543.25,15238.61016,14487.919
1793,543.28125,15242.66938,14504.376
1794,543.3125,15245.618730000002,14518.516
1795,543.34375,15248.07116,14523.414
1796,543.375,15249.43144,14508.727
1797,543.40625,15251.16504,14475.731
1798,543.4375,15252.905030000002,14452.372
1799,543.46875,15254.0589,14444.775
1800,543.5,15255.5264,14447.8545
1801,543.53125,15257.01228,14456.226
1802,543.5625,15258.10025,14463.452
1803,543.59375,15259.19063,14469.688
1804,543.625,15260.32696,14477.339
1805,543.65625,15261.48757,14486.204
1806,543.6875,15262.76921,14493.845
1807,543.71875,15264.25011,14497.925
1808,543.75,15265.86606,14494.05
1809,543.78125,15268.0507,14482.3955
1810,543.8125,15271.070130000002,14475.198
1811,543.84375,15275.18712,14475.181
1812,543.875,15279.79134,14478.794
1813,543.90625,15284.69526,14483.057
1814,543.9375,15289.75502,14485.096
1815,543.96875,15294.89554,14485.597
1816,544.0,15301.31758,14489.262
1817,544.03125,15307.905169999998,14498.367
1818,544.0625,15314.32823,14508.331
1819,544.09375,15321.10129,14518.125
1820,544.125,15328.5244,14531.685
1821,544.15625,15336.02682,14552.39
1822,544.1875,15342.94149,14576.528
1823,544.21875,15348.97786,14595.52
1824,544.25,15354.07594,14608.111
1825,544.28125,15359.01033,14619.783
1826,544.3125,15363.91364,14635.308
1827,544.34375,15368.51434,14650.629
1828,544.375,15372.495,14643.086
1829,544.40625,15375.72544,14606.086
1830,544.4375,15378.53597,14576.352
1831,544.46875,15380.813219999998,14564.771
1832,544.5,15382.47147,14567.125
1833,544.53125,15383.8158,14575.881
1834,544.5625,15384.74054,14580.077
1835,544.59375,15385.07529,14583.264
1836,544.625,15384.61385,14586.35
1837,544.65625,15383.36749,14585.051
1838,544.6875,15381.5853,14582.359
1839,544.71875,15379.10604,14575.299
1840,544.75,15376.51863,14562.295
1841,544.78125,15373.22204,14546.305
1842,544.8125,15369.453,14531.599
1843,544.84375,15365.98524,14527.164
1844,544.875,15362.281169999998,14531.6045
1845,544.90625,15358.5224,14537.893
1846,544.9375,15354.20238,14545.721
1847,544.96875,15349.34668,14547.611
1848,545.0,15345.43367,14552.228
1849,545.03125,15341.15652,14569.933
1850,545.0625,15336.35422,14580.71
1851,545.09375,15331.33393,14585.386
1852,545.125,15326.47122,14594.988
1853,545.15625,15321.39892,14612.419
1854,545.1875,15315.43444,14635.117
1855,545.21875,15309.20502,14656.102
1856,545.25,15301.9124,14670.773
1857,545.28125,15293.62218,14679.03
1858,545.3125,15285.193630000002,14683.529
1859,545.34375,15276.62084,14688.655
1860,545.375,15266.47432,14675.31
1861,545.40625,15256.30949,14631.818
1862,545.4375,15245.52343,14598.937
1863,545.46875,15234.72961,14597.261
1864,545.5,15223.51784,14611.535
1865,545.53125,15211.45334,14619.909
1866,545.5625,15199.994880000002,14623.849
1867,545.59375,15187.50721,14621.3125
1868,545.625,15176.10219,14620.026
1869,545.65625,15164.44668,14629.754
1870,545.6875,15152.8881,14638.238
1871,545.71875,15140.58477,14629.522
1872,545.75,15128.15328,14605.396
1873,545.78125,15116.58706,14580.265
1874,545.8125,15105.14741,14565.642
1875,545.84375,15094.225580000002,14558.002
1876,545.875,15082.46416,14549.806
1877,545.90625,15071.33275,14539.446
1878,545.9375,15060.17762,14531.937
1879,545.96875,15049.38773,14531.393
1880,546.0,15038.4352,14534.34
1881,546.03125,15028.09235,14538.563
1882,546.0625,15017.98855,14555.096
1883,546.09375,15006.95169,14572.727
1884,546.125,14995.79643,14580.179
1885,546.15625,14984.542780000002,14581.558
1886,546.1875,14972.951969999998,14583.537
1887,546.21875,14960.658130000002,14588.306
1888,546.25,14948.576330000002,14594.511
1889,546.28125,14936.00345,14601.118
1890,546.3125,14923.78006,14610.76
1891,546.34375,14910.56296,14618.51
1892,546.375,14897.69732,14604.352
1893,546.40625,14884.435769999998,14562.263
1894,546.4375,14871.36403,14527.965
1895,546.46875,14858.42841,14516.455
1896,546.5,14845.44481,14518.215
1897,546.53125,14833.23929,14520.453
1898,546.5625,14822.13336,14524.355
1899,546.59375,14811.99054,14533.203
1900,546.625,14802.51158,14545.089
1901,546.65625,14793.31227,14555.355
1902,546.6875,14784.54396,14560.314
1903,546.71875,14776.57401,14557.84
1904,546.75,14769.26325,14545.225
1905,546.78125,14763.435269999998,14524.674
1906,546.8125,14758.24466,14507.699
1907,546.84375,14754.50427,14497.721
1908,546.875,14751.0846,14492.453
1909,546.90625,14749.21453,14489.507
1910,546.9375,14747.44686,14486.017
1911,546.96875,14746.267269999998,14480.117
1912,547.0,14745.66401,14474.144
1913,547.03125,14745.743869999998,14471.083
1914,547.0625,14745.91735,14470.589
1915,547.09375,14746.66997,14471.304
1916,547.125,14748.10143,14475.102
1917,547.15625,14749.32915,14484.064
1918,547.1875,14750.536730000002,14493.819
1919,547.21875,14751.03005,14500.45
1920,547.25,14751.392780000002,14504.088
1921,547.28125,14751.56119,14506.707
1922,547.3125,14751.77519,14510.072
1923,547.34375,14752.33536,14515.292
1924,547.375,14752.90342,14510.437
1925,547.40625,14753.425119999998,14487.131
1926,547.4375,14754.05159,14467.226
1927,547.46875,14754.57181,14461.392
1928,547.5,14755.03911,14462.945
1929,547.53125,14755.694,14462.17
1930,547.5625,14756.914380000002,14460.208
1931,547.59375,14759.11661,14461.759
1932,547.625,14761.57684,14467.545
1933,547.65625,14763.69388,14474.319
1934,547.6875,14765.53042,14477.517
1935,547.71875,14767.51178,14474.817
1936,547.75,14770.18647,14467.319
1937,547.78125,14773.40361,14458.855
1938,547.8125,14777.67039,14454.374
1939,547.84375,14782.2159,14454.791
1940,547.875,14786.411730000002,14454.3955
1941,547.90625,14791.38809,14449.279
1942,547.9375,14797.22339,14445.605
1943,547.96875,14803.74161,14446.119
1944,548.0,14811.75929,14451.442
1945,548.03125,14819.4031,14462.008
1946,548.0625,14828.494169999998,14475.218
1947,548.09375,14837.02284,14488.362
1948,548.125,14845.224519999998,14497.966
1949,548.15625,14853.71304,14502.524
1950,548.1875,14862.11419,14507.111
1951,548.21875,14870.47873,14512.817
1952,548.25,14879.33944,14521.637
1953,548.28125,14887.37676,14534.573
1954,548.3125,14894.61518,14542.842
1955,548.34375,14901.353819999998,14543.175
1956,548.375,14907.79544,14528.157
1957,548.40625,14914.19394,14498.299
1958,548.4375,14920.16986,14476.936
1959,548.46875,14925.60174,14468.577
1960,548.5,14930.8893,14467.676
1961,548.53125,14935.88164,14468.888
1962,548.5625,14940.988480000002,14469.671
1963,548.59375,14946.00976,14471.343
1964,548.625,14950.63484,14473.553
1965,548.65625,14954.6885,14473.654
1966,548.6875,14958.4601,14469.745
1967,548.71875,14962.33134,14462.981
1968,548.75,14966.10631,14453.315
1969,548.78125,14970.194759999997,14441.554
1970,548.8125,14974.46969,14433.495
1971,548.84375,14978.98542,14430.3
1972,548.875,14983.4731,14428.731
1973,548.90625,14988.83642,14427.411
1974,548.9375,14994.52391,14430.252
1975,548.96875,14999.659130000002,14433.2705
1976,549.0,15004.89367,14434.099
1977,549.03125,15009.93111,14435.211
1978,549.0625,15015.77015,14436.424
1979,549.09375,15020.98594,14438.168
1980,549.125,15026.68865,14442.15
1981,549.15625,15031.96468,14448.761
1982,549.1875,15036.61994,14454.604
1983,549.21875,15040.62001,14458.769
1984,549.25,15043.935269999998,14462.769
1985,549.28125,15046.52884,14467.406
1986,549.3125,15048.27358,14471.541
1987,549.34375,15049.432019999998,14473.242
1988,549.375,15050.10043,14464.87
1989,549.40625,15050.694619999998,14444.627
1990,549.4375,15051.2008,14430.763
1991,549.46875,15051.4799,14428.464
1992,549.5,15051.56713,14433.229
1993,549.53125,15051.26739,14439.084
1994,549.5625,15050.72103,14441.685
1995,549.59375,15050.12466,14441.593
1996,549.625,15049.56151,14440.271
1997,549.65625,15049.15355,14438.249
1998,549.6875,15048.98555,14436.599
1999,549.71875,15049.46863,14434.848
2000,549.75,15050.90566,14433.663
2001,549.78125,15052.40235,14433.664
2002,549.8125,15053.47388,14431.162
2003,549.84375,15055.00758,14427.517
2004,549.875,15057.6463,14425.701
2005,549.90625,15060.90876,14425.831
2006,549.9375,15064.29635,14426.208
2007,549.96875,15068.49254,14426.7295
2008,550.0,15073.90111,14429.039
2009,550.03125,15079.75919,14435.034
2010,550.0625,15086.122119999998,14445.196
2011,550.09375,15091.56415,14453.957
2012,550.125,15097.545,14458.782
2013,550.15625,15103.27304,14463.024
2014,550.1875,15108.94259,14468.212
2015,550.21875,15114.51501,14474.309
2016,550.25,15119.97938,14482.711
2017,550.28125,15124.78037,14493.928
2018,550.3125,15128.47985,14501.774
2019,550.34375,15131.23559,14501.029
2020,550.375,15133.86417,14485.877
2021,550.40625,15136.346419999998,14459.185
2022,550.4375,15138.99654,14441.733
2023,550.46875,15141.20589,14438.645
2024,550.5,15143.02393,14444.504
2025,550.53125,15144.21063,14451.592
2026,550.5625,15145.17557,14454.082
2027,550.59375,15146.53869,14455.76
2028,550.625,15148.46864,14461.24
2029,550.65625,15150.60043,14470.131
2030,550.6875,15152.83506,14479.62
2031,550.71875,15155.12015,14484.749
2032,550.75,15156.69874,14479.287
2033,550.78125,15158.39953,14464.184
2034,550.8125,15161.41537,14451.872
2035,550.84375,15166.15229,14451.145
2036,550.875,15170.98805,14458.338
2037,550.90625,15175.45028,14464.445
2038,550.9375,15181.02631,14468.535
2039,550.96875,15186.81342,14474.544
2040,551.0,15192.27727,14481.957
2041,551.03125,15198.16575,14487.04
2042,551.0625,15204.310780000002,14490.713
2043,551.09375,15211.41803,14499.268
2044,551.125,15217.80256,14510.961
2045,551.15625,15223.90983,14519.271
2046,551.1875,15229.79063,14527.294
2047,551.21875,15234.93033,14537.511
2048,551.25,15239.60912,14547.287
2049,551.28125,15243.81015,14555.4375
2050,551.3125,15248.094180000002,14569.228
2051,551.34375,15251.703780000002,14586.041
2052,551.375,15254.51863,14584.316
2053,551.40625,15256.94392,14554.348
2054,551.4375,15259.31639,14530.858
2055,551.46875,15261.44753,14528.764
2056,551.5,15262.95464,14535.274
2057,551.53125,15264.53959,14537.136
2058,551.5625,15266.14746,14541.508
2059,551.59375,15267.45376,14545.299
2060,551.625,15269.19409,14549.632
2061,551.65625,15270.31031,14559.554
2062,551.6875,15271.30772,14565.113
2063,551.71875,15272.449669999998,14569.325
2064,551.75,15272.81054,14565.233
2065,551.78125,15272.35738,14545.192
2066,551.8125,15272.08409,14527.234
2067,551.84375,15271.8556,14518.937
2068,551.875,15271.3994,14513.948
2069,551.90625,15270.26997,14506.072
2070,551.9375,15268.6657,14495.953
2071,551.96875,15266.87596,14487.051
2072,552.0,15265.16788,14483.333
2073,552.03125,15263.30262,14486.963
2074,552.0625,15260.36848,14495.072
2075,552.09375,15256.96816,14505.906
2076,552.125,15253.30019,14518.556
2077,552.15625,15248.70582,14530.238
2078,552.1875,15242.19364,14537.413
2079,552.21875,15236.18293,14541.662
2080,552.25,15228.85246,14546.081
2081,552.28125,15221.789969999998,14554.306
2082,552.3125,15214.04477,14572.57
2083,552.34375,15205.04446,14583.291
2084,552.375,15195.934969999998,14569.192
2085,552.40625,15186.20494,14538.734
2086,552.4375,15176.50268,14515.368
2087,552.46875,15166.46726,14509.584
2088,552.5,15155.84215,14513.072
2089,552.53125,15144.4467,14511.032
2090,552.5625,15132.16788,14503.6045
2091,552.59375,15120.52806,14495.255
2092,552.625,15108.53066,14488.093
2093,552.65625,15095.19036,14482.862
2094,552.6875,15083.09395,14479.906
2095,552.71875,15071.24774,14480.483
2096,552.75,15058.8413,14481.762
2097,552.78125,15045.75871,14477.793
2098,552.8125,15032.350380000002,14467.919
2099,552.84375,15019.68243,14459.132
2100,552.875,15007.63679,14454.807
2101,552.90625,14995.92289,14452.553
2102,552.9375,14984.59614,14450.937
2103,552.96875,14973.79257,14450.936
2104,553.0,14963.10611,14452.135
2105,553.03125,14952.85933,14453.367
2106,553.0625,14943.25859,14457.282
2107,553.09375,14933.76896,14462.398
2108,553.125,14924.59216,14466.682
2109,553.15625,14915.40839,14471.221
2110,553.1875,14906.27198,14476.442
2111,553.21875,14896.898969999998,14481.294
2112,553.25,14887.61892,14485.612
2113,553.28125,14878.07498,14490.122
2114,553.3125,14868.20648,14493.586
2115,553.34375,14858.53769,14493.995
2116,553.375,14849.16015,14483.428
2117,553.40625,14840.01096,14458.823
2118,553.4375,14830.96586,14437.943
2119,553.46875,14822.09213,14429.328
2120,553.5,14813.5519,14429.34
2121,553.53125,14805.21742,14431.472
2122,553.5625,14797.46696,14433.371
2123,553.59375,14790.12794,14435.622
2124,553.625,14782.93227,14437.36
2125,553.65625,14776.30234,14437.649
2126,553.6875,14770.7131,14439.992
2127,553.71875,14765.77313,14442.835
2128,553.75,14760.888819999998,14440.286
2129,553.78125,14756.65693,14431.165
2130,553.8125,14753.38915,14422.892
2131,553.84375,14752.356569999998,14419.533
2132,553.875,14751.31426,14419.435
2133,553.90625,14752.03081,14419.434
2134,553.9375,14752.55551,14418.794
2135,553.96875,14753.21371,14417.179
2136,554.0,14755.38682,14415.19
2137,554.03125,14757.81492,14414.124
2138,554.0625,14761.07394,14414.463
2139,554.09375,14765.0115,14417.47
2140,554.125,14769.82015,14423.913
2141,554.15625,14773.65966,14432.206
2142,554.1875,14777.87054,14438.059
2143,554.21875,14781.53022,14442.321
2144,554.25,14786.28357,14447.66
2145,554.28125,14790.39096,14454.339
2146,554.3125,14794.2596,14461.59
2147,554.34375,14797.8732,14464.604
2148,554.375,14801.62433,14456.159
2149,554.40625,14806.16249,14438.3125
2150,554.4375,14810.88919,14427.388
2151,554.46875,14815.42669,14424.523
2152,554.5,14820.11421,14425.766
2153,554.53125,14824.59999,14428.428
2154,554.5625,14829.84263,14428.037
2155,554.59375,14835.51514,14427.871
2156,554.625,14841.00556,14430.16
2157,554.65625,14846.35918,14431.872
2158,554.6875,14851.7813,14431.175
2159,554.71875,14857.65686,14428.971
2160,554.75,14863.10459,14423.69
2161,554.78125,14868.98158,14414.446
2162,554.8125,14875.63736,14407.586
2163,554.84375,14882.22436,14404.644
2164,554.875,14890.3992,14405.088
2165,554.90625,14898.35264,14408.57
2166,554.9375,14905.54748,14411.096
2167,554.96875,14913.39024,14410.709
2168,555.0,14921.84166,14410.123
2169,555.03125,14930.65705,14412.517
2170,555.0625,14940.305380000002,14416.921
2171,555.09375,14949.619319999998,14421.165
2172,555.125,14958.5866,14424.381
2173,555.15625,14967.45046,14427.089
2174,555.1875,14976.080719999998,14430.106
2175,555.21875,14984.4798,14434.364
2176,555.25,14992.43605,14439.082
2177,555.28125,14999.55477,14442.589
2178,555.3125,15006.336,14445.93
2179,555.34375,15012.481630000002,14448.195
2180,555.375,15018.04879,14442.42
2181,555.40625,15023.61372,14426.378
2182,555.4375,15028.98102,14413.987
2183,555.46875,15033.63367,14409.074
2184,555.5,15037.82465,14407.805
2185,555.53125,15042.72056,14407.6045
2186,555.5625,15047.83831,14410.767
2187,555.59375,15052.26272,14413.803
2188,555.625,15056.39953,14413.602
2189,555.65625,15060.48321,14412.299
2190,555.6875,15065.072080000002,14411.461
2191,555.71875,15070.10011,14411.085
2192,555.75,15075.43909,14409.625
2193,555.78125,15081.85881,14406.941
2194,555.8125,15089.11186,14407.581
2195,555.84375,15096.51386,14410.466
2196,555.875,15103.24429,14411.132
2197,555.90625,15111.00522,14408.141
2198,555.9375,15118.8625,14404.36
2199,555.96875,15128.879169999998,14403.528
2200,556.0,15138.22596,14405.167
2201,556.03125,15147.78844,14406.453
2202,556.0625,15158.0373,14407.899
2203,556.09375,15168.75667,14412.05
2204,556.125,15178.5251,14418.139
2205,556.15625,15187.8246,14423.03
2206,556.1875,15197.25493,14427.83
2207,556.21875,15206.19811,14433.6875
2208,556.25,15215.17327,14441.097
2209,556.28125,15223.48806,14450.376
2210,556.3125,15231.14941,14459.935
2211,556.34375,15237.82407,14464.798
2212,556.375,15243.85046,14456.721
2213,556.40625,15250.39287,14437.439
2214,556.4375,15257.58225,14426.283
2215,556.46875,15264.849569999997,14427.558
2216,556.5,15272.09776,14436.77
2217,556.53125,15278.473280000002,14447.037
2218,556.5625,15284.5051,14451.542
2219,556.59375,15290.60764,14453.607
2220,556.625,15296.49625,14455.745
2221,556.65625,15302.11193,14456.127
2222,556.6875,15307.75015,14455.347
2223,556.71875,15313.40874,14454.233
2224,556.75,15318.36789,14449.402
2225,556.78125,15322.94124,14438.994
2226,556.8125,15327.453269999998,14429.97
2227,556.84375,15332.290169999998,14425.689
2228,556.875,15337.59185,14426.1455
2229,556.90625,15342.79131,14430.282
2230,556.9375,15347.30255,14434.679
2231,556.96875,15351.27717,14437.374
2232,557.0,15355.12034,14439.516
2233,557.03125,15359.26373,14443.296
2234,557.0625,15363.312430000002,14449.592
2235,557.09375,15366.927419999998,14455.233
2236,557.125,15370.35667,14459.112
