,Time (d),Biogas_meas_Pearson_NPC (m3/d),Biogas_pred_Pearson_NPC (m3/d)
757,510.90625,15080.04571,14431.839
758,510.9375,15074.19537,14433.235
759,510.96875,15068.73905,14429.431
760,511.0,15063.73248,14426.545
761,511.03125,15059.47687,14427.26
762,511.0625,15055.676630000002,14430.705
763,511.09375,15052.01877,14435.726
764,511.125,15048.017430000002,14440.39
765,511.15625,15044.20339,14442.996
766,511.1875,15039.49704,14445.828
767,511.21875,15034.98987,14449.594
768,511.25,15029.869019999998,14454.234
769,511.28125,15024.98781,14460.396
770,511.3125,15019.22663,14466.996
771,511.34375,15014.03683,14471.389
772,511.375,15007.97122,14464.789
773,511.40625,15002.6564,14444.772
774,511.4375,14997.95098,14431.91
775,511.46875,14993.11749,14430.965
776,511.5,14988.290980000002,14435.76
777,511.53125,14983.77186,14440.364
778,511.5625,14979.79536,14442.824
779,511.59375,14976.3741,14445.292
780,511.625,14973.0645,14447.722
781,511.65625,14970.5001,14448.638
782,511.6875,14968.898469999998,14451.217
783,511.71875,14967.735819999998,14454.721
784,511.75,14966.54398,14452.687
785,511.78125,14965.936919999998,14443.08
786,511.8125,14966.66116,14436.941
787,511.84375,14968.09436,14437.492
788,511.875,14969.265130000002,14437.577
789,511.90625,14970.65825,14431.492
790,511.9375,14972.68461,14424.954
791,511.96875,14975.01698,14421.443
792,512.0,14977.537,14420.598
793,512.03125,14980.15205,14421.327
794,512.0625,14982.91934,14422.558
795,512.09375,14985.74896,14424.584
796,512.125,14989.07356,14429.823
797,512.15625,14992.69638,14440.72
798,512.1875,14995.76799,14454.893
799,512.21875,14997.71233,14466.093
800,512.25,14999.12715,14471.906
801,512.28125,15000.53638,14475.675
802,512.3125,15001.89525,14481.278
803,512.34375,15003.00294,14482.45
804,512.375,15004.53584,14470.707
805,512.40625,15005.9159,14449.453
806,512.4375,15007.21885,14433.401
807,512.46875,15007.980280000002,14427.198
808,512.5,15008.6364,14426.732
809,512.53125,15009.64855,14427.187
810,512.5625,15011.05706,14429.757
811,512.59375,15012.07903,14433.013
812,512.625,15012.69663,14433.802
813,512.65625,15013.55153,14432.387
814,512.6875,15014.49175,14433.583
815,512.71875,15014.96626,14433.701
816,512.75,15015.16324,14427.246
817,512.78125,15015.43589,14416.095
818,512.8125,15015.99265,14407.303
819,512.84375,15017.35682,14402.633
820,512.875,15020.19526,14402.61
821,512.90625,15023.80844,14408.057
822,512.9375,15026.67745,14414.722
823,512.96875,15028.989480000002,14416.612
824,513.0,15031.67838,14414.637
825,513.03125,15035.52516,14414.304
826,513.0625,15039.93889,14418.119
827,513.09375,15044.67582,14423.614
828,513.125,15049.47119,14427.972
829,513.15625,15054.58485,14431.178
830,513.1875,15059.306680000003,14434.941
831,513.21875,15063.8108,14438.943
832,513.25,15067.9757,14442.238
833,513.28125,15071.46857,14444.827
834,513.3125,15075.19324,14447.186
835,513.34375,15079.27108,14451.367
836,513.375,15083.236030000002,14450.854
837,513.40625,15086.73623,14437.982
838,513.4375,15089.628380000002,14424.711
839,513.46875,15092.37748,14418.873
840,513.5,15095.01363,14417.828
841,513.53125,15097.928719999998,14416.811
842,513.5625,15101.24839,14416.444
843,513.59375,15104.81551,14416.626
844,513.625,15108.971769999998,14417.388
845,513.65625,15112.79498,14419.042
846,513.6875,15116.008580000003,14418.6045
847,513.71875,15119.28925,14414.556
848,513.75,15123.24441,14409.04
849,513.78125,15127.41984,14404.589
850,513.8125,15131.71225,14400.648
851,513.84375,15136.51393,14397.986
852,513.875,15140.99464,14396.246
853,513.90625,15145.97999,14394.05
854,513.9375,15151.32317,14392.692
855,513.96875,15157.61366,14393.162
856,514.0,15163.66103,14394.737
857,514.03125,15169.45644,14396.167
858,514.0625,15175.22214,14397.339
859,514.09375,15180.84945,14398.653
860,514.125,15186.32242,14400.441
861,514.15625,15191.73931,14402.697
862,514.1875,15196.63017,14404.891
863,514.21875,15201.08052,14406.769
864,514.25,15204.76453,14408.659
865,514.28125,15207.785430000002,14410.924
866,514.3125,15210.72331,14413.43
867,514.34375,15213.84083,14416.773
868,514.375,15216.92216,14417.275
869,514.40625,15219.78337,14410.342
870,514.4375,15222.16084,14403.205
871,514.46875,15224.39904,14400.759
872,514.5,15227.00607,14402.836
873,514.53125,15229.45899,14407.157
874,514.5625,15231.63145,14409.989
875,514.59375,15234.041319999998,14410.466
876,514.625,15237.14405,14411.212
877,514.65625,15240.45022,14414.311
878,514.6875,15243.57425,14416.902
879,514.71875,15246.60986,14416.571
880,514.75,15249.70813,14412.569
881,514.78125,15253.00454,14406.191
882,514.8125,15257.09181,14401.888
883,514.84375,15262.00083,14401.433
884,514.875,15266.49335,14402.513
885,514.90625,15270.84522,14402.105
886,514.9375,15275.146530000002,14401.022
887,514.96875,15280.65218,14401.187
888,515.0,15285.85183,14402.759
889,515.03125,15291.483719999998,14405.215
890,515.0625,15297.47807,14409.935
891,515.09375,15302.91016,14415.188
892,515.125,15308.47539,14419.481
893,515.15625,15314.06056,14424.217
894,515.1875,15319.8911,14430.585
895,515.21875,15325.61506,14440.078
896,515.25,15330.49366,14450.766
897,515.28125,15334.58486,14458.073
898,515.3125,15338.61009,14463.199
899,515.34375,15342.87214,14468.308
900,515.375,15347.08767,14465.543
901,515.40625,15351.55706,14449.614
902,515.4375,15356.07087,14438.942
903,515.46875,15360.11656,14439.525
904,515.5,15363.84186,14445.826
905,515.53125,15367.33012,14451.275
906,515.5625,15370.94425,14453.708
907,515.59375,15375.04284,14456.678
908,515.625,15379.604980000002,14463.681
909,515.65625,15383.8468,14473.545
910,515.6875,15387.97311,14479.535
911,515.71875,15392.50161,14482.813
912,515.75,15396.90937,14482.879
913,515.78125,15401.03587,14477.152
914,515.8125,15405.32959,14472.077
915,515.84375,15410.095469999998,14470.741
916,515.875,15415.27342,14471.749
917,515.90625,15420.29103,14473.385
918,515.9375,15425.187280000002,14472.68
919,515.96875,15429.9745,14468.56
920,516.0,15434.72619,14464.1045
921,516.03125,15439.486530000002,14463.09
922,516.0625,15443.9607,14465.354
923,516.09375,15448.340080000002,14468.58
924,516.125,15452.48267,14473.943
925,516.15625,15455.828619999998,14484.005
926,516.1875,15458.3382,14494.01
927,516.21875,15459.73171,14501.025
928,516.25,15460.71255,14508.056
929,516.28125,15460.68595,14517.97
930,516.3125,15459.61075,14525.818
931,516.34375,15458.47449,14529.4795
932,516.375,15457.031469999998,14523.688
933,516.40625,15454.66322,14503.631
934,516.4375,15451.259569999998,14479.913
935,516.46875,15447.64536,14467.367
936,516.5,15443.5838,14465.851
937,516.53125,15439.59782,14464.891
938,516.5625,15434.19972,14460.975
939,516.59375,15428.48958,14455.826
940,516.625,15421.54986,14451.522
941,516.65625,15415.7997,14449.23
942,516.6875,15409.34206,14449.712
943,516.71875,15402.8444,14453.066
944,516.75,15395.37566,14452.668
945,516.78125,15386.91757,14441.559
946,516.8125,15378.4375,14428.027
947,516.84375,15370.38618,14420.4795
948,516.875,15362.41324,14417.391
949,516.90625,15354.07744,14413.644
950,516.9375,15346.25719,14410.486
951,516.96875,15338.65432,14410.706
952,517.0,15331.0939,14413.373
953,517.03125,15323.16933,14415.25
954,517.0625,15315.37394,14416.343
955,517.09375,15307.49998,14418.624
956,517.125,15299.86906,14421.817
957,517.15625,15291.5709,14423.59
958,517.1875,15283.4384,14424.348
959,517.21875,15274.82829,14425.375
960,517.25,15265.955419999998,14426.933
961,517.28125,15256.55914,14428.308
962,517.3125,15247.008630000002,14428.531
963,517.34375,15237.30109,14427.527
964,517.375,15227.91829,14422.845
965,517.40625,15218.75491,14412.565
966,517.4375,15208.96739,14403.981
967,517.46875,15199.45046,14401.19
968,517.5,15189.39669,14402.5
969,517.53125,15179.59248,14404.593
970,517.5625,15169.89597,14406.463
971,517.59375,15160.48906,14407.715
972,517.625,15151.02027,14408.111
973,517.65625,15142.12905,14408.201
974,517.6875,15132.966380000002,14408.874
975,517.71875,15124.18802,14408.599
976,517.75,15115.6211,14405.461
977,517.78125,15107.838130000002,14400.412
978,517.8125,15100.85187,14397.298
979,517.84375,15094.39301,14396.803
980,517.875,15088.189019999998,14397.372
981,517.90625,15081.92546,14397.553
982,517.9375,15075.95459,14396.347
983,517.96875,15070.94456,14395.545
984,518.0,15066.84475,14397.104
985,518.03125,15063.04058,14400.862
986,518.0625,15059.20063,14404.934
987,518.09375,15055.62225,14408.241
988,518.125,15052.84451,14412.293
989,518.15625,15050.469980000002,14419.231
990,518.1875,15047.85378,14427.024
991,518.21875,15044.941969999998,14432.934
992,518.25,15041.96581,14436.418
993,518.28125,15039.58965,14439.671
994,518.3125,15037.84062,14447.579
995,518.34375,15036.30479,14457.681
996,518.375,15034.88512,14458.039
997,518.40625,15034.27084,14443.919
998,518.4375,15033.87674,14433.065
999,518.46875,15033.19177,14430.932
1000,518.5,15032.54259,14432.779
1001,518.53125,15032.227019999998,14433.656
1002,518.5625,15032.639830000002,14433.278
1003,518.59375,15034.08815,14435.153
1004,518.625,15036.13675,14439.335
1005,518.65625,15037.74459,14442.255
1006,518.6875,15039.60264,14442.856
1007,518.71875,15041.86764,14441.75
1008,518.75,15044.17861,14437.701
1009,518.78125,15047.4339,14430.63
1010,518.8125,15051.09089,14426.207
1011,518.84375,15055.48702,14426.043
1012,518.875,15059.655830000003,14426.226
1013,518.90625,15063.78717,14423.638
1014,518.9375,15068.35035,14420.823
1015,518.96875,15073.845980000002,14420.562
1016,519.0,15080.69373,14424.073
1017,519.03125,15086.70847,14430.171
1018,519.0625,15092.34182,14434.206
1019,519.09375,15098.089280000002,14437.088
1020,519.125,15103.51171,14440.611
1021,519.15625,15108.93926,14444.209
1022,519.1875,15113.96756,14448.306
1023,519.21875,15118.57778,14452.719
1024,519.25,15123.06743,14459.062
1025,519.28125,15126.78857,14468.591
1026,519.3125,15129.3212,14475.295
1027,519.34375,15131.6755,14477.6455
1028,519.375,15133.72283,14471.048
1029,519.40625,15136.09306,14453.915
1030,519.4375,15138.373480000002,14443.212
1031,519.46875,15139.83156,14440.998
1032,519.5,15140.91543,14442.624
1033,519.53125,15141.82584,14444.561
1034,519.5625,15142.81197,14443.917
1035,519.59375,15144.4816,14442.963
1036,519.625,15147.03393,14446.588
1037,519.65625,15149.34949,14455.636
1038,519.6875,15151.14443,14461.073
1039,519.71875,15152.97124,14460.17
1040,519.75,15155.03033,14454.573
1041,519.78125,15156.94163,14445.198
1042,519.8125,15159.3374,14435.348
1043,519.84375,15162.86987,14430.328
1044,519.875,15167.43211,14431.362
1045,519.90625,15171.22755,14434.3125
1046,519.9375,15174.79151,14432.43
1047,519.96875,15178.84458,14427.8125
1048,520.0,15183.6741,14426.733
1049,520.03125,15189.31894,14431.806
1050,520.0625,15194.57065,14438.703
1051,520.09375,15199.56429,14442.891
1052,520.125,15204.563580000002,14445.633
1053,520.15625,15209.22542,14450.144
1054,520.1875,15213.65663,14454.489
1055,520.21875,15217.59421,14457.504
1056,520.25,15220.95705,14459.793
1057,520.28125,15224.205569999998,14462.57
1058,520.3125,15227.00266,14467.988
1059,520.34375,15229.35343,14474.029
1060,520.375,15230.84818,14468.717
1061,520.40625,15232.64725,14448.506
1062,520.4375,15235.01395,14436.866
1063,520.46875,15237.14655,14440.6875
1064,520.5,15238.2645,14449.528
1065,520.53125,15239.2033,14451.007
1066,520.5625,15240.836180000002,14449.448
1067,520.59375,15243.00967,14451.503
1068,520.625,15244.85114,14454.319
1069,520.65625,15246.87096,14453.007
1070,520.6875,15249.359219999998,14452.003
1071,520.71875,15251.61844,14449.753
1072,520.75,15253.85128,14442.41
1073,520.78125,15256.19221,14431.794
1074,520.8125,15258.968669999998,14424.325
1075,520.84375,15262.41113,14421.63
1076,520.875,15265.721480000002,14421.261
1077,520.90625,15269.36482,14420.473
1078,520.9375,15272.76716,14418.742
1079,520.96875,15276.8749,14418.41
1080,521.0,15281.4518,14420.402
1081,521.03125,15285.96273,14424.025
1082,521.0625,15291.163030000003,14429.55
1083,521.09375,15295.96121,14436.712
1084,521.125,15300.371330000002,14443.46
1085,521.15625,15304.55109,14447.95
1086,521.1875,15308.85587,14451.983
1087,521.21875,15313.15154,14457.177
1088,521.25,15317.11915,14464.076
1089,521.28125,15320.3541,14472.082
1090,521.3125,15323.0571,14478.361
1091,521.34375,15325.25014,14481.245
1092,521.375,15326.897619999998,14472.041
1093,521.40625,15327.91591,14448.28
1094,521.4375,15328.51539,14429.929
1095,521.46875,15328.6122,14422.624
1096,521.5,15328.94911,14422.489
1097,521.53125,15328.81294,14425.566
1098,521.5625,15328.32318,14429.229
1099,521.59375,15326.91209,14430.934
1100,521.625,15325.1535,14431.108
1101,521.65625,15323.19924,14432.214
1102,521.6875,15321.18568,14433.67
1103,521.71875,15319.22593,14434.033
1104,521.75,15317.676919999998,14432.784
1105,521.78125,15315.875719999998,14429.95
1106,521.8125,15313.86184,14425.548
1107,521.84375,15312.22366,14421.968
1108,521.875,15311.47032,14420.785
1109,521.90625,15310.82112,14420.953
1110,521.9375,15310.52637,14420.246
1111,521.96875,15310.75259,14420.6875
1112,522.0,15311.085330000002,14423.083
1113,522.03125,15311.754019999997,14425.735
1114,522.0625,15312.72645,14429.596
1115,522.09375,15313.69013,14434.468
1116,522.125,15314.372780000003,14439.187
1117,522.15625,15315.13094,14443.85
1118,522.1875,15316.3317,14450.792
1119,522.21875,15317.68585,14463.416
1120,522.25,15318.10609,14478.631
1121,522.28125,15317.33155,14488.625
1122,522.3125,15316.59311,14494.085
1123,522.34375,15316.234880000002,14498.646
1124,522.375,15316.622130000002,14496.422
1125,522.40625,15316.7027,14480.399
1126,522.4375,15315.91431,14462.051
1127,522.46875,15314.61793,14451.513
1128,522.5,15314.18774,14450.627
1129,522.53125,15314.10864,14455.672
1130,522.5625,15313.76481,14459.172
1131,522.59375,15313.86319,14461.901
1132,522.625,15313.90242,14465.683
1133,522.65625,15314.18868,14469.396
1134,522.6875,15314.74095,14475.366
1135,522.71875,15315.33185,14481.926
1136,522.75,15315.54096,14481.158
1137,522.78125,15316.06853,14470.664
1138,522.8125,15317.2138,14463.126
1139,522.84375,15318.60866,14459.418
1140,522.875,15320.86515,14457.165
1141,522.90625,15323.80402,14457.923
1142,522.9375,15326.58092,14460.492
1143,522.96875,15329.11455,14460.441
1144,523.0,15332.57969,14459.736
1145,523.03125,15336.26178,14464.051
1146,523.0625,15340.32391,14472.195
1147,523.09375,15344.61361,14483.647
1148,523.125,15348.330430000002,14495.359
1149,523.15625,15351.68834,14503.202
1150,523.1875,15354.92361,14509.782
1151,523.21875,15357.71988,14518.013
1152,523.25,15359.89255,14527.389
1153,523.28125,15360.91667,14535.334
1154,523.3125,15361.58037,14540.225
1155,523.34375,15361.815519999998,14540.796
1156,523.375,15361.9599,14528.575
1157,523.40625,15361.76673,14502.862
1158,523.4375,15361.204569999998,14487.707
1159,523.46875,15359.29793,14485.352
1160,523.5,15356.97446,14487.994
1161,523.53125,15354.1475,14491.128
1162,523.5625,15351.23321,14491.485
1163,523.59375,15347.76015,14488.394
1164,523.625,15344.37284,14485.86
1165,523.65625,15340.79535,14486.873
1166,523.6875,15336.12858,14484.243
1167,523.71875,15331.35666,14475.29
1168,523.75,15325.63934,14461.683
1169,523.78125,15319.24023,14446.244
1170,523.8125,15313.39106,14434.86
1171,523.84375,15308.03792,14430.468
1172,523.875,15302.47285,14431.501
1173,523.90625,15296.32205,14433.589
1174,523.9375,15289.593969999998,14432.192
1175,523.96875,15283.28771,14430.814
1176,524.0,15277.16435,14432.865
1177,524.03125,15270.85028,14436.424
1178,524.0625,15264.27815,14438.598
1179,524.09375,15258.191819999998,14439.745
1180,524.125,15251.77582,14441.199
1181,524.15625,15245.28842,14443.462
1182,524.1875,15238.66099,14446.924
1183,524.21875,15232.164030000002,14450.608
1184,524.25,15224.44848,14453.268
1185,524.28125,15215.45124,14454.656
1186,524.3125,15207.38879,14455.632
1187,524.34375,15199.30944,14457.855
1188,524.375,15191.39595,14457.08
1189,524.40625,15183.09966,14446.835
1190,524.4375,15174.34197,14434.362
1191,524.46875,15165.07206,14428.213
1192,524.5,15155.49326,14427.698
1193,524.53125,15145.60125,14426.875
1194,524.5625,15135.9171,14424.216
1195,524.59375,15126.51699,14422.338
1196,524.625,15117.06101,14422.32
1197,524.65625,15107.70268,14422.984
1198,524.6875,15098.19204,14424.376
1199,524.71875,15088.66251,14424.001
1200,524.75,15078.9208,14419.554
1201,524.78125,15069.68695,14412.554
1202,524.8125,15061.10799,14406.859
1203,524.84375,15052.63967,14404.424
1204,524.875,15044.31134,14403.863
1205,524.90625,15036.57217,14403.272
1206,524.9375,15029.24847,14403.975
1207,524.96875,15021.90265,14404.739
1208,525.0,15014.85039,14404.698
1209,525.03125,15008.11388,14405.439
1210,525.0625,15001.84732,14406.9375
1211,525.09375,14996.30115,14410.409
1212,525.125,14990.70098,14415.795
1213,525.15625,14984.8533,14420.386
1214,525.1875,14978.96319,14423.394
1215,525.21875,14972.94796,14425.3
1216,525.25,14967.1638,14427.528
1217,525.28125,14961.20385,14431.218
1218,525.3125,14954.99767,14434.562
1219,525.34375,14949.33846,14436.473
1220,525.375,14944.27439,14433.362
1221,525.40625,14939.79301,14422.758
1222,525.4375,14935.42948,14414.585
1223,525.46875,14930.639619999998,14411.95
1224,525.5,14925.996119999998,14412.328
1225,525.53125,14922.05715,14413.581
1226,525.5625,14918.43009,14415.36
1227,525.59375,14915.37204,14416.207
1228,525.625,14912.723780000002,14416.009
1229,525.65625,14910.77024,14416.659
1230,525.6875,14909.13707,14418.208
1231,525.71875,14907.63345,14417.527
1232,525.75,14906.86667,14413.033
1233,525.78125,14907.518369999998,14407.623
1234,525.8125,14908.76235,14406.213
1235,525.84375,14910.79009,14406.765
1236,525.875,14912.38494,14405.389
1237,525.90625,14914.772819999998,14402.04
1238,525.9375,14917.75745,14399.454
1239,525.96875,14921.530380000002,14397.867
1240,526.0,14926.07949,14397.92
1241,526.03125,14931.072580000002,14400.635
1242,526.0625,14936.46346,14403.27
1243,526.09375,14942.42046,14406.629
1244,526.125,14947.80485,14411.243
1245,526.15625,14953.26335,14414.753
1246,526.1875,14959.28224,14417.235
1247,526.21875,14965.71959,14421.863
1248,526.25,14971.15686,14428.517
1249,526.28125,14976.89645,14433.868
1250,526.3125,14982.80451,14439.28
1251,526.34375,14989.08409,14446.089
1252,526.375,14995.0944,14446.333
1253,526.40625,15001.069769999998,14433.725
1254,526.4375,15007.4219,14422.772
1255,526.46875,15013.775480000002,14420.148
1256,526.5,15019.97074,14422.264
1257,526.53125,15026.24084,14423.815
1258,526.5625,15032.80269,14423.96
1259,526.59375,15039.92329,14425.049
1260,526.625,15047.37059,14427.969
1261,526.65625,15055.18158,14431.865
1262,526.6875,15062.69095,14436.451
1263,526.71875,15069.8717,14439.073
1264,526.75,15076.91766,14436.454
1265,526.78125,15084.91424,14429.319
1266,526.8125,15092.744019999998,14423.98
1267,526.84375,15101.168130000002,14422.075
1268,526.875,15110.55592,14422.746
1269,526.90625,15120.768,14425.4
1270,526.9375,15130.818619999998,14428.697
1271,526.96875,15140.92739,14432.184
1272,527.0,15151.36018,14435.491
1273,527.03125,15162.02058,14439.344
1274,527.0625,15174.4165,14447.876
1275,527.09375,15185.70266,14459.907
1276,527.125,15197.19064,14471.023
1277,527.15625,15208.17306,14479.388
1278,527.1875,15219.56436,14488.437
1279,527.21875,15230.64206,14499.793
1280,527.25,15240.94801,14511.683
1281,527.28125,15250.476030000002,14522.024
1282,527.3125,15259.472130000002,14531.233
1283,527.34375,15267.93948,14536.739
1284,527.375,15275.52162,14524.505
1285,527.40625,15282.59337,14492.657
1286,527.4375,15289.2962,14469.068
1287,527.46875,15295.41529,14462.492
1288,527.5,15300.86739,14464.528
1289,527.53125,15305.49227,14465.002
1290,527.5625,15309.83558,14463.825
1291,527.59375,15313.90011,14463.928
1292,527.625,15317.49102,14465.471
1293,527.65625,15320.69345,14467.545
1294,527.6875,15323.26968,14469.633
1295,527.71875,15324.89036,14465.6875
1296,527.75,15326.60933,14455.077
1297,527.78125,15328.45185,14444.009
1298,527.8125,15330.30974,14436.841
1299,527.84375,15331.98793,14431.633
1300,527.875,15333.947719999998,14427.578
1301,527.90625,15336.23641,14426.055
1302,527.9375,15338.39095,14426.861
1303,527.96875,15340.04835,14427.147
1304,528.0,15341.42466,14426.18
1305,528.03125,15343.0449,14426.049
1306,528.0625,15344.70128,14428.55
1307,528.09375,15345.92116,14432.369
1308,528.125,15346.63995,14435.659
1309,528.15625,15347.28762,14438.673
1310,528.1875,15347.71532,14444.244
1311,528.21875,15347.40348,14452.121
1312,528.25,15346.35576,14459.613
1313,528.28125,15344.32504,14464.895
1314,528.3125,15341.74705,14468.994
1315,528.34375,15339.42425,14472.811
1316,528.375,15337.1462,14469.796
1317,528.40625,15334.73551,14455.314
1318,528.4375,15331.68361,14442.795
1319,528.46875,15328.17962,14437.785
1320,528.5,15325.36033,14439.483
1321,528.53125,15322.804730000002,14445.401
1322,528.5625,15320.393999999998,14450.249
1323,528.59375,15318.33163,14453.97
1324,528.625,15316.25166,14457.227
1325,528.65625,15314.21046,14459.049
1326,528.6875,15312.72798,14460.312
1327,528.71875,15311.701530000002,14461.317
1328,528.75,15310.80976,14458.548
1329,528.78125,15310.61472,14450.858
1330,528.8125,15311.41523,14446.698
1331,528.84375,15313.10882,14449.401
1332,528.875,15315.11941,14454.339
1333,528.90625,15317.25163,14456.131
1334,528.9375,15319.4174,14455.494
1335,528.96875,15322.53633,14455.09
1336,529.0,15326.25268,14456.062
1337,529.03125,15330.568330000002,14459.026
1338,529.0625,15335.20318,14465.574
1339,529.09375,15340.172,14472.786
1340,529.125,15345.38053,14481.957
1341,529.15625,15350.19731,14496.12
1342,529.1875,15354.39596,14508.257
1343,529.21875,15358.33365,14518.417
1344,529.25,15361.72405,14529.77
1345,529.28125,15364.57053,14542.075
1346,529.3125,15367.28289,14554.166
1347,529.34375,15369.90596,14566.915
1348,529.375,15371.48997,14559.381
1349,529.40625,15372.53299,14520.32
1350,529.4375,15373.40203,14489.776
1351,529.46875,15374.41084,14484.135
1352,529.5,15375.06261,14493.617
1353,529.53125,15374.91135,14502.328
1354,529.5625,15374.78473,14505.078
1355,529.59375,15374.775130000002,14511.178
1356,529.625,15374.27564,14521.182
1357,529.65625,15373.34059,14528.171
1358,529.6875,15372.45736,14535.51
1359,529.71875,15371.26209,14540.083
1360,529.75,15369.661,14531.795
1361,529.78125,15368.53279,14511.245
1362,529.8125,15367.93648,14498.4795
1363,529.84375,15367.27276,14495.288
1364,529.875,15366.5627,14493.962
1365,529.90625,15365.482080000002,14489.962
1366,529.9375,15364.38518,14483.433
1367,529.96875,15363.49385,14477.832
1368,530.0,15363.6686,14479.269
1369,530.03125,15364.13958,14491.488
1370,530.0625,15364.65556,14508.821
1371,530.09375,15365.25493,14530.126
1372,530.125,15365.55136,14553.254
1373,530.15625,15365.87249,14573.693
1374,530.1875,15366.1589,14592.717
1375,530.21875,15366.07229,14609.586
1376,530.25,15365.7897,14622.711
1377,530.28125,15364.89442,14631.36
1378,530.3125,15364.16062,14637.734
1379,530.34375,15363.71575,14642.977
1380,530.375,15363.58203,14630.652
1381,530.40625,15361.9472,14593.721
1382,530.4375,15360.48374,14564.432
1383,530.46875,15358.12564,14554.885
1384,530.5,15355.68384,14555.743
1385,530.53125,15353.59643,14556.585
1386,530.5625,15350.66809,14561.78
1387,530.59375,15347.78541,14570.237
1388,530.625,15344.01637,14576.33
1389,530.65625,15340.12307,14576.736
1390,530.6875,15336.149480000002,14570.405
1391,530.71875,15330.91678,14556.571
1392,530.75,15326.77559,14541.046
1393,530.78125,15323.15681,14532.596
1394,530.8125,15319.30109,14534.255
1395,530.84375,15314.82717,14534.37
1396,530.875,15310.63513,14531.378
1397,530.90625,15306.50124,14531.5625
1398,530.9375,15302.29216,14529.581
1399,530.96875,15298.31065,14528.091
1400,531.0,15294.41415,14528.528
1401,531.03125,15290.37571,14528.146
1402,531.0625,15286.3705,14529.612
1403,531.09375,15282.35951,14532.901
1404,531.125,15277.50779,14536.665
1405,531.15625,15273.15249,14544.075
1406,531.1875,15268.52314,14564.919
1407,531.21875,15262.50446,14586.017
1408,531.25,15255.0711,14594.832
1409,531.28125,15246.642130000002,14595.672
1410,531.3125,15238.37563,14597.376
1411,531.34375,15229.67653,14600.08
1412,531.375,15219.811430000002,14585.787
1413,531.40625,15209.793419999998,14546.33
1414,531.4375,15199.432519999997,14514.553
1415,531.46875,15187.91753,14502.72
1416,531.5,15177.51456,14509.709
1417,531.53125,15166.42836,14528.95
1418,531.5625,15153.96526,14536.701
1419,531.59375,15141.68248,14529.899
1420,531.625,15128.58954,14519.992
1421,531.65625,15116.64453,14515.399
1422,531.6875,15105.10818,14521.299
1423,531.71875,15093.43473,14528.509
1424,531.75,15081.19385,14521.804
1425,531.78125,15068.596480000002,14499.827
1426,531.8125,15057.07412,14482.662
1427,531.84375,15045.44289,14475.89
1428,531.875,15034.0907,14473.636
1429,531.90625,15023.22311,14471.502
1430,531.9375,15012.51599,14470.664
1431,531.96875,15002.02573,14469.273
1432,532.0,14992.39721,14469.9375
1433,532.03125,14983.44886,14478.616
1434,532.0625,14974.54117,14492.432
1435,532.09375,14965.47932,14504.305
1436,532.125,14956.5822,14512.398
1437,532.15625,14947.8814,14519.668
1438,532.1875,14939.3102,14527.071
1439,532.21875,14930.84309,14533.852
1440,532.25,14923.048830000002,14543.234
1441,532.28125,14914.865930000002,14557.711
1442,532.3125,14906.57251,14568.276
1443,532.34375,14898.70388,14576.157
1444,532.375,14891.02482,14570.995
1445,532.40625,14883.39188,14541.506
1446,532.4375,14875.99917,14512.995
1447,532.46875,14868.91489,14503.158
1448,532.5,14862.25452,14506.793
1449,532.53125,14856.02576,14509.912
1450,532.5625,14850.47087,14509.565
1451,532.59375,14845.77123,14512.498
1452,532.625,14841.02404,14515.961
1453,532.65625,14836.70332,14514.173
1454,532.6875,14832.84419,14516.037
1455,532.71875,14829.26781,14514.78
1456,532.75,14826.54706,14506.878
1457,532.78125,14824.811919999998,14498.353
1458,532.8125,14823.03193,14488.777
1459,532.84375,14821.63233,14479.598
1460,532.875,14820.61137,14470.849
1461,532.90625,14820.098,14461.552
1462,532.9375,14820.50082,14454.36
1463,532.96875,14822.04736,14453.277
1464,533.0,14823.65924,14457.199
1465,533.03125,14825.96219,14461.971
1466,533.0625,14828.041480000002,14467.349
1467,533.09375,14829.98043,14472.491
1468,533.125,14832.41882,14478.898
1469,533.15625,14834.70152,14488.434
1470,533.1875,14836.903,14497.037
1471,533.21875,14839.238,14506.432
1472,533.25,14841.23088,14517.963
1473,533.28125,14842.97212,14529.676
1474,533.3125,14844.35847,14542.239
1475,533.34375,14844.91859,14545.91
1476,533.375,14845.00398,14526.164
1477,533.40625,14845.4305,14489.486
1478,533.4375,14846.05362,14467.093
1479,533.46875,14846.16168,14460.981
1480,533.5,14846.22351,14462.696
1481,533.53125,14846.28394,14466.509
1482,533.5625,14846.20897,14469.062
1483,533.59375,14846.352019999998,14470.468
1484,533.625,14847.20073,14474.796
1485,533.65625,14847.54718,14482.642
1486,533.6875,14847.25743,14482.666
1487,533.71875,14847.18379,14475.733
1488,533.75,14848.13819,14466.205
1489,533.78125,14849.773330000002,14456.604
1490,533.8125,14852.89115,14454.222
1491,533.84375,14855.986180000002,14455.846
1492,533.875,14859.97993,14456.703
1493,533.90625,14864.09941,14456.884
1494,533.9375,14868.6568,14456.566
1495,533.96875,14873.38159,14454.174
1496,534.0,14880.0457,14453.991
1497,534.03125,14887.90459,14462.236
1498,534.0625,14895.26215,14475.093
1499,534.09375,14902.95836,14484.008
1500,534.125,14909.96664,14487.761
1501,534.15625,14917.15034,14490.489
1502,534.1875,14924.18725,14493.925
