,Time (d),COD_meas_PCA (gP/m3),COD_pred_PCA (gP/m3)
64,488.5625,47.346642683,48.03059
65,488.58333330000005,47.459300717000005,48.13223
66,488.6041667,47.528219261000004,48.22133
67,488.625,47.54781711,48.2703
68,488.64583330000005,47.52729131300001,48.27392
69,488.6666667,47.479969058,48.240448
70,488.6875,47.420353823999996,48.181526
71,488.70833330000005,47.375545482,48.1103
72,488.7291667,47.380249092,48.052586
73,488.75,47.444303255,48.04211
74,488.77083330000005,47.559672283999994,48.091255
75,488.7916667,47.739024519,48.195232
76,488.8125,48.00707313,48.36348
77,488.83333330000005,48.265605913,48.61602
78,488.8541667,48.361240714,48.86103
79,488.875,48.364115403999996,48.954018
80,488.89583330000005,48.416783566999996,48.95836
81,488.9166667,48.483388356999995,49.00529
82,488.9375,48.444329038000014,49.06121
83,488.95833330000005,48.307638461,49.014942
84,488.9791667,48.140823381000004,48.87386
85,489.0,48.012753159,48.700577
86,489.02083330000005,47.97946241,48.559414
87,489.0416667,47.984307423999994,48.50438
88,489.0625,47.929242588,48.486855
89,489.08333330000005,47.806851508,48.418785
90,489.1041667,47.651006947,48.29356
91,489.125,47.499364653,48.140953
92,489.14583330000005,47.380986033999996,47.993664
93,489.1666667,47.267680095,47.877502
94,489.1875,47.111457602,47.767094
95,489.20833330000005,46.913402956999995,47.618988
96,489.2291667,46.695153122,47.434536
97,489.25,46.468841952000005,47.23333
98,489.27083330000005,46.24104599700001,47.02615
99,489.2916667,46.044177535,46.818893
100,489.3125,45.920074308000004,46.64066
101,489.33333330000005,45.815591263,46.529476
102,489.3541667,45.648408273,46.438156
103,489.375,45.500397863,46.29113
104,489.39583330000005,45.52314876,46.16492
105,489.4166667,45.632051415,46.20024
106,489.4375,45.63329171,46.316875
107,489.45833330000005,45.514049133,46.33509
108,489.4791667,45.349214761000006,46.238483
109,489.5,45.171348215,46.090496
110,489.52083330000005,44.981922931999996,45.92136
111,489.5416667,44.79490474799999,45.735413
112,489.5625,44.63024553899999,45.54736
113,489.58333330000005,44.479512733000014,45.376286
114,489.6041667,44.322108703000005,45.217113
115,489.625,44.152719749,45.05395
116,489.64583330000005,43.974383895,44.882477
117,489.6666667,43.790936161000005,44.704483
118,489.6875,43.60417807899999,44.522827
119,489.70833330000005,43.404093883,44.339222
120,489.7291667,43.178642243,44.146103
121,489.75,42.981938796,43.933216
122,489.77083330000005,42.900263766,43.748657
123,489.7916667,42.906650398000004,43.671284
124,489.8125,42.898250475,43.680286
125,489.83333330000005,42.828597824,43.685474
126,489.8541667,42.689864308000004,43.642044
127,489.875,42.514245046,43.537434
128,489.89583330000005,42.348776122,43.396484
129,489.9166667,42.199908666999995,43.260326
130,489.9375,42.047703352000006,43.136692
131,489.95833330000005,41.871499996,43.01035
132,489.9791667,41.653361545,42.86368
133,490.0,41.409351833,42.680183
134,490.02083330000005,41.172208072,42.473476
135,490.0416667,40.967161497,42.272137
136,490.0625,40.813034376,42.098145
137,490.08333330000005,40.695447038000005,41.96806
138,490.1041667,40.579100486,41.870724
139,490.125,40.44823561,41.776417
140,490.14583330000005,40.30466040099999,41.67113
141,490.1666667,40.151735579000004,41.555454
142,490.1875,39.988794576,41.431816
143,490.20833330000005,39.820531594,41.29961
144,490.2291667,39.656575025,41.16316
145,490.25,39.51041319,41.03096
146,490.27083330000005,39.399310250999996,40.913025
147,490.2916667,39.33585673899999,40.822033
148,490.3125,39.331857486,40.767838
149,490.33333330000005,39.378863099,40.76107
150,490.3541667,39.447089034,40.799076
151,490.375,39.5253987,40.86076
152,490.39583330000005,39.630047588000004,40.940956
153,490.4166667,39.746977094,41.05794
154,490.4375,39.823161284,41.194786
155,490.45833330000005,39.835434512000006,41.298264
156,490.4791667,39.793254803,41.341206
157,490.5,39.722100266999995,41.326305
158,490.52083330000005,39.647018258,41.27543
159,490.5416667,39.579422936,41.21325
160,490.5625,39.517568577,41.15388
161,490.58333330000005,39.46794063,41.09914
162,490.6041667,39.450707756999996,41.055347
163,490.625,39.467293946,41.03914
164,490.64583330000005,39.49356356399999,41.05263
165,490.6666667,39.514895859000006,41.077023
166,490.6875,39.537811479,41.100677
167,490.70833330000005,39.56561599700001,41.129154
168,490.7291667,39.587681335999996,41.165573
169,490.75,39.604202698,41.201694
170,490.77083330000005,39.636663870999996,41.23871
171,490.7916667,39.713192858,41.295662
172,490.8125,39.866067118000004,41.391796
173,490.83333330000005,40.078802126999996,41.547802
174,490.8541667,40.270835838,41.752472
175,490.875,40.392082681,41.94475
176,490.89583330000005,40.451948079,42.083298
177,490.9166667,40.480247023000004,42.172623
178,490.9375,40.50262270100001,42.23376
179,490.95833330000005,40.533460506,42.285706
180,490.9791667,40.57953302,42.339283
181,491.0,40.638273162,42.39944
182,491.02083330000005,40.699852956,42.465885
183,491.0416667,40.76118176,42.53321
184,491.0625,40.830763703,42.599426
185,491.08333330000005,40.917273335,42.67044
186,491.1041667,41.022384851,42.75274
187,491.125,41.139575522,42.847725
188,491.14583330000005,41.253277019,42.95172
189,491.1666667,41.35294229,43.053738
190,491.1875,41.43760903399999,43.14535
191,491.20833330000005,41.51711297700001,43.224968
192,491.2291667,41.610850219,43.29887
193,491.25,41.72537305200001,43.381413
194,491.27083330000005,41.844851616,43.479004
195,491.2916667,41.952991645,43.580627
196,491.3125,42.04740167200001,43.673473
197,491.33333330000005,42.141648323000005,43.755074
198,491.3541667,42.262492482,43.83484
199,491.375,42.42964511699999,43.933235
200,491.39583330000005,42.645237465,44.07269
201,491.4166667,42.89510484,44.26637
202,491.4375,43.15420924,44.50366
203,491.45833330000005,43.401123455,44.75503
204,491.4791667,43.623805518000005,44.992065
205,491.5,43.821255466999986,45.19779
206,491.52083330000005,43.999104591000005,45.37131
207,491.5416667,44.16392927099999,45.52123
208,491.5625,44.320389369,45.65713
209,491.58333330000005,44.47587582999999,45.785397
210,491.6041667,44.642943662,45.913074
211,491.625,44.82058562899999,46.051037
212,491.64583330000005,44.985908034000005,46.19982
213,491.6666667,45.136386806000004,46.34104
214,491.6875,45.311265036,46.46997
215,491.70833330000005,45.530044421999996,46.61707
216,491.7291667,45.75677115,46.80098
217,491.75,45.96673931,46.99432
218,491.77083330000005,46.190058266,47.17787
219,491.7916667,46.449045565,47.37877
220,491.8125,46.721016706,47.61451
221,491.83333330000005,46.979078429,47.862473
222,491.8541667,47.218827593,48.097504
223,491.875,47.445621946,48.315113
224,491.89583330000005,47.660302828999995,48.519447
225,491.9166667,47.85424125,48.711018
226,491.9375,48.010068798999995,48.882927
227,491.95833330000005,48.13286302,49.020267
228,491.9791667,48.257280003999995,49.127434
229,492.0,48.410755043,49.235756
230,492.02083330000005,48.601632501000005,49.370316
231,492.0416667,48.818691811,49.538692
232,492.0625,49.037845283,49.730606
233,492.08333330000005,49.23782071200001,49.924213
234,492.1041667,49.397352305,50.100334
235,492.125,49.524366054000005,50.239788
236,492.14583330000005,49.660382244,50.34986
237,492.1666667,49.82076332,50.468315
238,492.1875,49.97549371,50.609257
239,492.20833330000005,50.109168191,50.745537
240,492.2291667,50.248712684,50.863037
241,492.25,50.411682717000005,50.986168
242,492.27083330000005,50.582196843999995,51.13101
243,492.2916667,50.74797399,51.28321
244,492.3125,50.91969902,51.431614
245,492.33333330000005,51.10858712499999,51.58597
246,492.3541667,51.319783896000004,51.75597
247,492.375,51.56273755800001,51.946075
248,492.39583330000005,51.85977366,52.171368
249,492.4166667,52.185984625,52.460434
250,492.4375,52.456055426999995,52.788452
251,492.45833330000005,52.644611435,53.069603
252,492.4791667,52.802652513999995,53.271503
253,492.5,52.97157893600001,53.43553
254,492.52083330000005,53.157293034,53.601654
255,492.5416667,53.345810003999986,53.779625
256,492.5625,53.51991225500001,53.95937
257,492.58333330000005,53.667878969,54.125656
258,492.6041667,53.785308293,54.267147
259,492.625,53.88129130900001,54.379055
260,492.64583330000005,53.974683967,54.469124
261,492.6666667,54.072026680000015,54.554535
262,492.6875,54.162289151,54.641006
263,492.70833330000005,54.24452486600001,54.7178
264,492.7291667,54.334981603,54.783558
265,492.75,54.478030198,54.854416
266,492.77083330000005,54.74939066399999,54.976307
267,492.7916667,55.113697381,55.22445
268,492.8125,55.42163987799999,55.56468
269,492.83333330000005,55.638209162,55.85234
270,492.8541667,55.84553658300001,56.052326
271,492.875,56.06072790699999,56.242664
272,492.89583330000005,56.225891615,56.43908
273,492.9166667,56.350169646,56.584988
274,492.9375,56.501723036,56.689236
275,492.95833330000005,56.68722307,56.81772
276,492.9791667,56.863993217,56.978294
277,493.0,57.006203899,57.131176
278,493.02083330000005,57.104547215,57.25036
279,493.0416667,57.16376934299999,57.325428
280,493.0625,57.189483437,57.360012
281,493.08333330000005,57.180290066000005,57.359383
282,493.1041667,57.130383583000004,57.322773
283,493.125,57.059560319999996,57.24518
284,493.14583330000005,56.999564456,57.14638
285,493.1666667,56.95799703,57.058292
286,493.1875,56.931231415,56.989635
287,493.20833330000005,56.897477406000014,56.93842
288,493.2291667,56.828893402,56.88462
289,493.25,56.719118077000005,56.801765
290,493.27083330000005,56.572511819,56.684143
291,493.2916667,56.445648186000014,56.53586
292,493.3125,56.416636477000004,56.412052
293,493.33333330000005,56.46717407899999,56.389816
294,493.3541667,56.539953405000006,56.44895
295,493.375,56.591222176,56.532776
296,493.39583330000005,56.57789667899999,56.609978
297,493.4166667,56.526750164000006,56.646896
298,493.4375,56.483157585,56.661205
299,493.45833330000005,56.384283495,56.68522
300,493.4791667,56.143971608,56.651257
301,493.5,55.822767782,56.47407
302,493.52083330000005,55.508201756999995,56.209072
303,493.5416667,55.225923634,55.934994
304,493.5625,54.978824381,55.67515
305,493.58333330000005,54.76173274,55.43532
306,493.6041667,54.569477881000005,55.215202
307,493.625,54.38449444399999,55.014603
308,493.64583330000005,54.193513562999996,54.819496
309,493.6666667,54.04089540199999,54.618305
310,493.6875,53.975197081999994,54.45327
311,493.70833330000005,53.91282617900001,54.371723
312,493.7291667,53.756372645,54.29636
313,493.75,53.528322189,54.13577
314,493.77083330000005,53.275313461,53.91214
315,493.7916667,53.07304799600001,53.665535
316,493.8125,52.98502553,53.46098
317,493.83333330000005,52.967638099,53.35741
318,493.8541667,52.963292251999995,53.317764
319,493.875,52.956715364,53.29388
320,493.89583330000005,52.947981903999995,53.274002
321,493.9166667,52.943246548999994,53.254993
322,493.9375,52.944820745,53.238056
323,493.95833330000005,52.97721405,53.22125
324,493.9791667,53.059142005,53.22436
325,494.0,53.166708136000004,53.26447
326,494.02083330000005,53.27107397499999,53.322144
327,494.0416667,53.336694946,53.375065
328,494.0625,53.335280839,53.39311
329,494.08333330000005,53.310046338,53.349247
330,494.1041667,53.30638911899999,53.281464
331,494.125,53.298674712,53.230003
332,494.14583330000005,53.25012481600001,53.17067
333,494.1666667,53.145974625,53.071552
334,494.1875,52.98074221000001,52.921204
335,494.20833330000005,52.77200968,52.714443
336,494.2291667,52.536028738,52.46744
337,494.25,52.27932933,52.195675
338,494.27083330000005,52.006544286,51.906826
339,494.2916667,51.754298906,51.608112
340,494.3125,51.55953110200001,51.338245
341,494.33333330000005,51.366037713000004,51.137016
342,494.3541667,51.114085038999995,50.95608
343,494.375,50.858106048,50.739113
344,494.39583330000005,50.66788420500001,50.54009
345,494.4166667,50.424454173,50.427933
346,494.4375,49.996923651,50.27897
347,494.45833330000005,49.49430613999999,49.957397
348,494.4791667,49.055529186,49.55478
349,494.5,48.61995292899999,49.19159
350,494.52083330000005,48.092326551000006,48.81191
351,494.5416667,47.55390847100001,48.33248
352,494.5625,47.115387401999996,47.83129
353,494.58333330000005,46.777544357,47.41133
354,494.6041667,46.507813008,47.0754
355,494.625,46.245376607,46.798645
356,494.64583330000005,45.93421616800001,46.53149
357,494.6666667,45.587708698,46.225742
358,494.6875,45.23374529500001,45.894936
359,494.70833330000005,44.886810276000006,45.564255
360,494.7291667,44.554904676999996,45.24657
361,494.75,44.274777043,44.94858
362,494.77083330000005,44.090275552,44.7043
363,494.7916667,43.980185005,44.556583
364,494.8125,43.906839176999995,44.48453
365,494.83333330000005,43.820205648000005,44.44997
366,494.8541667,43.67466755,44.405014
367,494.875,43.469247454000005,44.306385
368,494.89583330000005,43.21761726300001,44.150753
369,494.9166667,42.963787121999985,43.9482
370,494.9375,42.752408643,43.737236
371,494.95833330000005,42.544834339000005,43.5587
372,494.9791667,42.271549019000005,43.380165
373,495.0,41.944023059,43.141727
374,495.02083330000005,41.606089504,42.855392
375,495.0416667,41.301193359,42.56063
376,495.0625,41.068009553,42.294727
377,495.08333330000005,40.898419755,42.09086
378,495.1041667,40.762186173,41.942764
379,495.125,40.636373932,41.825127
380,495.14583330000005,40.506567795,41.719315
381,495.1666667,40.356237166999996,41.613434
382,495.1875,40.16547756,41.492626
383,495.20833330000005,39.941172587,41.338207
384,495.2291667,39.703917196999996,41.15482
385,495.25,39.469465638,40.959618
386,495.27083330000005,39.247014048000004,40.766293
387,495.2916667,39.052047336,40.58324
388,495.3125,38.906868707,40.424118
389,495.33333330000005,38.816975783000004,40.308407
390,495.3541667,38.776447937,40.242542
391,495.375,38.800481629000004,40.223057
392,495.39583330000005,38.929303028,40.265316
393,495.4166667,39.119434075,40.406662
394,495.4375,39.242931168,40.60662
395,495.45833330000005,39.258781568,40.749405
396,495.4791667,39.208673141000006,40.792107
397,495.5,39.141506093000004,40.76435
398,495.52083330000005,39.091892636,40.708668
399,495.5416667,39.078449301,40.65926
400,495.5625,39.113266771,40.6358
401,495.58333330000005,39.179570228,40.650692
402,495.6041667,39.236441989,40.693707
403,495.625,39.25629986,40.73391
404,495.64583330000005,39.231734116999995,40.749035
405,495.6666667,39.19005451300001,40.731934
406,495.6875,39.183124161,40.701763
407,495.70833330000005,39.22927013,40.698566
408,495.7291667,39.305673853,40.740078
409,495.75,39.406862964000005,40.811882
410,495.77083330000005,39.563994627,40.910442
411,495.7916667,39.777892051,41.0608
412,495.8125,39.995170385,41.263443
413,495.83333330000005,40.178006249,41.473114
414,495.8541667,40.322864449,41.65606
415,495.875,40.430137570999996,41.807335
416,495.89583330000005,40.489863555999996,41.927048
417,495.9166667,40.506326372,42.00751
418,495.9375,40.501241114,42.051563
419,495.95833330000005,40.504203279,42.075928
420,495.9791667,40.548360233000004,42.102608
421,496.0,40.637857915,42.156765
422,496.02083330000005,40.744205833,42.244053
423,496.0416667,40.840806713000006,42.344585
424,496.0625,40.916287954,42.438175
425,496.08333330000005,40.973944812,42.515293
426,496.1041667,41.02538113,42.577568
427,496.125,41.089115584,42.6335
428,496.14583330000005,41.191406182,42.696945
429,496.1666667,41.336417976,42.78874
430,496.1875,41.498712467,42.914085
431,496.20833330000005,41.64864637699999,43.05416
432,496.2291667,41.76891443,43.185783
433,496.25,41.861524465,43.29505
434,496.27083330000005,41.944391442,43.381836
435,496.2916667,42.039680997,43.45866
436,496.3125,42.170807048,43.542336
437,496.33333330000005,42.338911178000004,43.652115
438,496.3541667,42.514801205,43.79125
439,496.375,42.69069281500001,43.937172
440,496.39583330000005,42.906423869,44.086845
441,496.4166667,43.18349059500001,44.280373
442,496.4375,43.485769413999996,44.536102
443,496.45833330000005,43.761036695,44.817387
444,496.4791667,43.968909706999995,45.073036
445,496.5,44.113087201999996,45.26425
446,496.52083330000005,44.232556066,45.393044
447,496.5416667,44.350217826000005,45.494106
448,496.5625,44.454311774,45.590706
449,496.58333330000005,44.54175169199999,45.675972
450,496.6041667,44.637994983,45.747818
451,496.625,44.76158688499999,45.827534
452,496.64583330000005,44.907583083999995,45.931488
453,496.6666667,45.056072126999986,46.05643
454,496.6875,45.181511365,46.186035
455,496.70833330000005,45.285836498,46.298176
456,496.7291667,45.404775988999994,46.391895
457,496.75,45.56142528,46.495296
458,496.77083330000005,45.74698315000001,46.63077
459,496.7916667,45.944567237,46.796116
460,496.8125,46.152061095,46.977886
461,496.83333330000005,46.361304641000004,47.171555
462,496.8541667,46.544444558,47.36743
463,496.875,46.695605971999996,47.53997
464,496.89583330000005,46.84248951400001,47.682873
465,496.9166667,47.000761811999986,47.819332
466,496.9375,47.152612676000004,47.96401
467,496.95833330000005,47.27940374600001,48.103065
468,496.9791667,47.380414455,48.22091
469,497.0,47.466588261000005,48.316727
470,497.02083330000005,47.551718613999995,48.399162
471,497.0416667,47.639563421000005,48.479355
472,497.0625,47.720838661,48.56093
473,497.08333330000005,47.78899710899999,48.63664
474,497.1041667,47.846075946999996,48.70063
475,497.125,47.898971393000004,48.753876
476,497.14583330000005,47.955414315,48.801956
477,497.1666667,48.01725499599999,48.85165
478,497.1875,48.07966307,48.905205
479,497.20833330000005,48.147438046000005,48.95911
480,497.2291667,48.243525753,49.01715
481,497.25,48.373653995,49.098408
482,497.27083330000005,48.506511491000005,49.20861
483,497.2916667,48.619767898,49.321693
484,497.3125,48.729767413999994,49.4173
485,497.33333330000005,48.85351703799999,49.50776
486,497.3541667,48.986100725,49.606884
487,497.375,49.129145696,49.70998
488,497.39583330000005,49.317497312,49.82398
489,497.4166667,49.561140841000004,49.989075
490,497.4375,49.808561541,50.216373
491,497.45833330000005,50.01082356000001,50.457058
492,497.4791667,50.163127085,50.660263
493,497.5,50.285909628999995,50.813614
494,497.52083330000005,50.404988435,50.931793
495,497.5416667,50.528083758,51.038704
496,497.5625,50.63948505,51.144867
497,497.58333330000005,50.730172339,51.2396
498,497.6041667,50.81036909200001,51.31711
499,497.625,50.892252048,51.387863
500,497.64583330000005,50.980484714,51.462997
501,497.6666667,51.078184777,51.546036
502,497.6875,51.191972618,51.636845
503,497.70833330000005,51.315497546,51.737972
504,497.7291667,51.420959617,51.844124
505,497.75,51.500805258999996,51.932896
506,497.77083330000005,51.580494796,52.00006
507,497.7916667,51.679932048000005,52.07014
508,497.8125,51.796115296,52.16147
509,497.83333330000005,51.907363761000006,52.27113
510,497.8541667,51.986095334,52.37785
511,497.875,52.027614838999995,52.454678
512,497.89583330000005,52.052748155,52.495964
513,497.9166667,52.077909911999996,52.519955
514,497.9375,52.1029136,52.541622
515,497.95833330000005,52.12978305,52.56133
516,497.9791667,52.172227965,52.581642
517,498.0,52.235552453000004,52.615566
518,498.02083330000005,52.305741502,52.66913
519,498.0416667,52.369378506000004,52.731335
520,498.0625,52.426722264,52.79004
521,498.08333330000005,52.476445841,52.84401
522,498.1041667,52.50754151,52.890156
523,498.125,52.514332014,52.917416
524,498.14583330000005,52.500294947,52.92141
525,498.1666667,52.473356988999996,52.906803
526,498.1875,52.440849777,52.881123
527,498.20833330000005,52.412395091,52.8504
528,498.2291667,52.402226381000006,52.822784
529,498.25,52.411852173,52.810802
530,498.27083330000005,52.424229731000004,52.816143
531,498.2916667,52.424989435,52.82424
532,498.3125,52.413470306,52.82213
533,498.33333330000005,52.405454321,52.808277
534,498.3541667,52.432310511000004,52.794373
535,498.375,52.512765371,52.805496
536,498.39583330000005,52.641139197,52.863678
537,498.4166667,52.791792341000004,52.97466
538,498.4375,52.930336692,53.11952
539,498.45833330000005,53.03906418800001,53.26522
540,498.4791667,53.12417609600001,53.388363
541,498.5,53.194639294999995,53.486015
542,498.52083330000005,53.24956284700001,53.56203
543,498.5416667,53.28301847000001,53.61585
544,498.5625,53.286123207,53.645397
545,498.58333330000005,53.265026943,53.64614
546,498.6041667,53.242121893000004,53.625904
547,498.625,53.23645446,53.60563
548,498.64583330000005,53.25542997100001,53.601437
549,498.6666667,53.292772725999995,53.618347
550,498.6875,53.330760348000005,53.649548
551,498.70833330000005,53.363416552,53.678566
552,498.7291667,53.405236036000005,53.699318
553,498.75,53.463326738999996,53.72422
554,498.77083330000005,53.523592459,53.76396
555,498.7916667,53.579965465,53.812786
556,498.8125,53.649528579,53.864437
557,498.83333330000005,53.739151320999994,53.92815
558,498.8541667,53.829809347,54.007824
559,498.875,53.904919566,54.088036
560,498.89583330000005,53.965307285,54.154648
561,498.9166667,54.01077573600001,54.20757
562,498.9375,54.028875004,54.245228
563,498.95833330000005,54.014058528,54.255787
564,498.9791667,53.974467299000004,54.235703
565,499.0,53.931141746,54.194485
566,499.02083330000005,53.915236316000005,54.151733
567,499.0416667,53.94131217800002,54.13449
568,499.0625,54.001582944000006,54.15462
569,499.08333330000005,54.068573961,54.2047
570,499.1041667,54.106077357,54.260826
571,499.125,54.10533510199999,54.29181
572,499.14583330000005,54.089089461,54.289734
573,499.1666667,54.073296106,54.273884
574,499.1875,54.050854725,54.258114
575,499.20833330000005,54.01497262,54.23646
576,499.2291667,53.97165842800001,54.203133
577,499.25,53.92970828100001,54.16346
578,499.27083330000005,53.89383609499999,54.125427
579,499.2916667,53.866841002,54.09351
580,499.3125,53.853344486000005,54.069157
581,499.33333330000005,53.866538712,54.054596
582,499.3541667,53.932537545,54.059063
583,499.375,54.057207043999995,54.102985
584,499.39583330000005,54.21206123,54.197372
585,499.4166667,54.363218385,54.329
586,499.4375,54.490573917000006,54.472668
587,499.45833330000005,54.59305831,54.60781
588,499.4791667,54.683069926,54.72501
589,499.5,54.757526453000004,54.826588
590,499.52083330000005,54.789025578000015,54.906963
591,499.5416667,54.76658904400001,54.943478
592,499.5625,54.70668727699998,54.930103
593,499.58333330000005,54.635146924000004,54.884773
594,499.6041667,54.575730953000004,54.831226
595,499.625,54.535465814000005,54.789543
596,499.64583330000005,54.504861596000005,54.764236
597,499.6666667,54.47719538900001,54.745388
598,499.6875,54.45701500800001,54.725784
599,499.70833330000005,54.446695541,54.70862
600,499.7291667,54.44063811,54.696247
601,499.75,54.44425797300001,54.68453
602,499.77083330000005,54.484640049,54.681362
603,499.7916667,54.563902397999996,54.714653
604,499.8125,54.63819970600001,54.78631
605,499.83333330000005,54.684562584999995,54.854446
606,499.8541667,54.729158426,54.89651
607,499.875,54.79732539899999,54.935368
608,499.89583330000005,54.88509056899999,54.992916
609,499.9166667,54.965355773000006,55.06478
610,499.9375,54.998612635,55.127758
611,499.95833330000005,54.97334407300001,55.14863
612,499.9791667,54.907826394000004,55.1191
613,500.0,54.824395474,55.05686
614,500.02083330000005,54.736976063,54.98134
615,500.0416667,54.652346116999986,54.90346
616,500.0625,54.574700821,54.827847
617,500.08333330000005,54.509038249,54.75746
618,500.1041667,54.463470778000016,54.697113
619,500.125,54.437332507,54.654797
620,500.14583330000005,54.418258835,54.630142
621,500.1666667,54.394906467,54.611996
622,500.1875,54.36446522999999,54.590298
623,500.20833330000005,54.32860633199999,54.56272
624,500.2291667,54.289517855,54.530785
625,500.25,54.251702875,54.496338
626,500.27083330000005,54.223329201999995,54.463543
627,500.2916667,54.205902918000014,54.43989
628,500.3125,54.190874648000005,54.426636
629,500.33333330000005,54.180656694,54.415703
630,500.3541667,54.20046656,54.406776
631,500.375,54.267462345999995,54.419178
632,500.39583330000005,54.37156252800001,54.47283
633,500.4166667,54.48792808700001,54.56915
634,500.4375,54.58745648000001,54.689953
635,500.45833330000005,54.656569511,54.806305
636,500.4791667,54.698274831999996,54.89783
637,500.5,54.716344805,54.959
638,500.52083330000005,54.704797508999995,54.99126
639,500.5416667,54.668901722,54.991867
640,500.5625,54.632386333999996,54.968803
641,500.58333330000005,54.61425257199999,54.94524
642,500.6041667,54.618850689999995,54.93846
643,500.625,54.63872301499999,54.95177
644,500.64583330000005,54.658565362,54.97729
645,500.6666667,54.67224557000001,55.00014
646,500.6875,54.687015293,55.014187
647,500.70833330000005,54.715102837,55.025715
648,500.7291667,54.77097328300001,55.045364
649,500.75,54.859917333,55.08597
650,500.77083330000005,54.976661525000004,55.155567
651,500.7916667,55.106635428999994,55.25411
652,500.8125,55.22864608700001,55.36834
653,500.83333330000005,55.333627949000004,55.47564
654,500.8541667,55.428123125999996,55.56551
655,500.875,55.505633686,55.643494
656,500.89583330000005,55.535349106000005,55.70344
657,500.9166667,55.513122261,55.71717
658,500.9375,55.470522041,55.68255
659,500.95833330000005,55.434853751000006,55.630592
660,500.9791667,55.41278298,55.58782
661,501.0,55.397491775,55.561256
662,501.02083330000005,55.377717818,55.54418
663,501.0416667,55.34523599800001,55.525173
664,501.0625,55.294758481999985,55.495037
665,501.08333330000005,55.231535671999985,55.447636
666,501.1041667,55.17092649999999,55.387817
667,501.125,55.121907015,55.330246
668,501.14583330000005,55.082158643999996,55.283226
669,501.1666667,55.045625382,55.244503
670,501.1875,55.007167614,55.208797
671,501.20833330000005,54.964132627000005,55.171974
672,501.2291667,54.915404983,55.131916
673,501.25,54.863355483999996,55.087566
674,501.27083330000005,54.81472522200001,55.040688
675,501.2916667,54.786553375000004,54.996925
676,501.3125,54.810651732,54.971764
677,501.33333330000005,54.897559662999996,54.993908
678,501.3541667,55.019257100999994,55.07124
679,501.375,55.14772803299999,55.176456
680,501.39583330000005,55.27478081100001,55.28915
681,501.4166667,55.393940241,55.410213
682,501.4375,55.48633070900001,55.534966
683,501.45833330000005,55.540947081999995,55.642735
684,501.4791667,55.558924239,55.71749
685,501.5,55.55206595600001,55.754974
686,501.52083330000005,55.53424231100001,55.76474
687,501.5416667,55.51765050700001,55.760952
688,501.5625,55.511073348000004,55.756687
689,501.58333330000005,55.515611896,55.760925
690,501.6041667,55.524354251000005,55.773632
691,501.625,55.524364817,55.786873
692,501.64583330000005,55.50212085,55.78896
693,501.6666667,55.460885206,55.768612
694,501.6875,55.424391766999996,55.728622
