,Time (d),NH4_meas_Pearson_NPC (gN/m3),NH4_pred_Pearson_NPC (gN/m3)
705,509.28125,0.7619377959999998,0.797373
706,509.3125,0.761732325,0.795584
707,509.34375,0.760358289,0.7932376
708,509.375,0.7572205769999999,0.7864835
709,509.40625,0.7515000059999999,0.77128094
710,509.4375,0.742688855,0.755007
711,509.46875,0.731270007,0.7438335
712,509.5,0.718484412,0.73961776
713,509.53125,0.706367777,0.73928195
714,509.5625,0.697241852,0.73889464
715,509.59375,0.692581945,0.73767006
716,509.625,0.6925668229999999,0.738234
717,509.65625,0.69654652,0.741629
718,509.6875,0.7031849,0.7471593
719,509.71875,0.710634917,0.7524118
720,509.75,0.717255915,0.7557886
721,509.78125,0.7220459869999999,0.7572362
722,509.8125,0.724584542,0.7600395
723,509.84375,0.7247784020000001,0.7662068
724,509.875,0.722809637,0.7748102
725,509.90625,0.719326465,0.78306174
726,509.9375,0.715405761,0.7877492
727,509.96875,0.7123008129999999,0.791103
728,510.0,0.711049755,0.79307103
729,510.03125,0.7118048440000001,0.7927084
730,510.0625,0.7138412559999999,0.79112345
731,510.09375,0.716255202,0.78989416
732,510.125,0.71837736,0.7888249
733,510.15625,0.71968841,0.78725046
734,510.1875,0.719673612,0.78544384
735,510.21875,0.717859826,0.78336614
736,510.25,0.713923587,0.78117335
737,510.28125,0.7078295640000001,0.7787944
738,510.3125,0.699750157,0.77591866
739,510.34375,0.6899413609999999,0.77253115
740,510.375,0.6789372490000001,0.76321334
741,510.40625,0.667228442,0.74426824
742,510.4375,0.65530482,0.7253011
743,510.46875,0.643728568,0.7140181
744,510.5,0.6328743689999999,0.7103226
745,510.53125,0.623065765,0.70960057
746,510.5625,0.614521749,0.7089059
747,510.59375,0.6073702679999999,0.7092045
748,510.625,0.601671709,0.7104801
749,510.65625,0.597349169,0.7124976
750,510.6875,0.594201132,0.7167594
751,510.71875,0.5920691889999999,0.7219355
752,510.75,0.590743709,0.7248746
753,510.78125,0.590090228,0.72443736
754,510.8125,0.590055354,0.72585076
755,510.84375,0.590655165,0.7329513
756,510.875,0.591937148,0.7426547
757,510.90625,0.593805679,0.75013924
758,510.9375,0.596144635,0.75411075
759,510.96875,0.59917869,0.757895
760,511.0,0.603413345,0.76111174
761,511.03125,0.609094563,0.76206803
762,511.0625,0.61575208,0.76165223
763,511.09375,0.622351832,0.76143974
764,511.125,0.62782349,0.76183337
765,511.15625,0.631516689,0.7633466
766,511.1875,0.633260104,0.7653422
767,511.21875,0.63322086,0.7655606
768,511.25,0.631670144,0.76439846
769,511.28125,0.6288692810000001,0.7628848
770,511.3125,0.625043888,0.76135296
771,511.34375,0.620335669,0.7586629
772,511.375,0.614875292,0.75049233
773,511.40625,0.608681705,0.73416936
774,511.4375,0.601932939,0.71842515
775,511.46875,0.595032132,0.70976466
776,511.5,0.588473837,0.70803005
777,511.53125,0.583064967,0.70895666
778,511.5625,0.579926807,0.7111663
779,511.59375,0.5800553589999999,0.71412385
780,511.625,0.583747094,0.71634877
781,511.65625,0.590643781,0.71938586
782,511.6875,0.600065511,0.72632414
783,511.71875,0.610906745,0.73345435
784,511.75,0.621803216,0.7363416
785,511.78125,0.631966063,0.7362037
786,511.8125,0.641248307,0.7394381
787,511.84375,0.649650476,0.7468775
788,511.875,0.657014425,0.7555336
789,511.90625,0.66354727,0.76531327
790,511.9375,0.670053282,0.7751109
791,511.96875,0.6774437240000001,0.7816493
792,512.0,0.6859168059999999,0.7845929
793,512.03125,0.694751173,0.7850094
794,512.0625,0.702807796,0.78508276
795,512.09375,0.70904355,0.7853328
796,512.125,0.712708937,0.78602904
797,512.15625,0.7132539640000001,0.7866063
798,512.1875,0.710584873,0.7861304
799,512.21875,0.7053506629999999,0.7838572
800,512.25,0.698792335,0.7808687
801,512.28125,0.69226964,0.77802336
802,512.3125,0.6867153290000001,0.77529943
803,512.34375,0.682121922,0.7717863
804,512.375,0.67766886,0.76487345
805,512.40625,0.672395486,0.7497616
806,512.4375,0.6656954589999999,0.7325454
807,512.46875,0.657653144,0.7218418
808,512.5,0.6490930079999999,0.71779346
809,512.53125,0.641164792,0.7165511
810,512.5625,0.635147104,0.7173742
811,512.59375,0.631898863,0.7176822
812,512.625,0.631420278,0.71821904
813,512.65625,0.63332785,0.72141534
814,512.6875,0.637165915,0.7267445
815,512.71875,0.642220229,0.7296733
816,512.75,0.647667488,0.73025674
817,512.78125,0.65284864,0.7302774
818,512.8125,0.657352654,0.73232937
819,512.84375,0.6608987479999999,0.73824555
820,512.875,0.6631838729999999,0.74800545
821,512.90625,0.663884902,0.7582737
822,512.9375,0.663140152,0.76642084
823,512.96875,0.662022999,0.7721807
824,513.0,0.662521648,0.77649283
825,513.03125,0.666936222,0.7785012
826,513.0625,0.6765971,0.7793403
827,513.09375,0.690588975,0.7795294
828,513.125,0.7063960029999999,0.78009486
829,513.15625,0.7215007179999999,0.7813115
830,513.1875,0.734087675,0.78243667
831,513.21875,0.7432122090000002,0.7824801
832,513.25,0.7484114190000001,0.78181523
833,513.28125,0.7496155359999999,0.7806995
834,513.3125,0.7469636209999999,0.77923125
835,513.34375,0.7405236220000001,0.77818537
836,513.375,0.7304868659999998,0.7717989
837,513.40625,0.71741959,0.75535893
838,513.4375,0.702466108,0.7374772
839,513.46875,0.6874280229999999,0.72674227
840,513.5,0.674263163,0.72356266
841,513.53125,0.66449396,0.72399485
842,513.5625,0.659033294,0.72500145
843,513.59375,0.6580244470000001,0.7254482
844,513.625,0.660792158,0.72830486
845,513.65625,0.666065704,0.73430365
846,513.6875,0.6724345909999999,0.7400605
847,513.71875,0.679048153,0.74485654
848,513.75,0.6857275620000001,0.74847794
849,513.78125,0.6923139209999999,0.74976766
850,513.8125,0.698394673,0.75202763
851,513.84375,0.703474829,0.7597588
852,513.875,0.7073645559999999,0.7688283
853,513.90625,0.710516965,0.7762537
854,513.9375,0.713725539,0.783354
855,513.96875,0.7177135609999999,0.79027754
856,514.0,0.722711038,0.795149
857,514.03125,0.728514587,0.7969271
858,514.0625,0.7348835979999999,0.7981038
859,514.09375,0.7416811179999999,0.7987878
860,514.125,0.748655375,0.79901254
861,514.15625,0.755182102,0.79931104
862,514.1875,0.760358915,0.79956764
863,514.21875,0.7633047079999999,0.80008423
864,514.25,0.7634150340000001,0.8003325
865,514.28125,0.7604679169999999,0.79927593
866,514.3125,0.754493788,0.7973562
867,514.34375,0.745555844,0.7951363
868,514.375,0.733895414,0.78736967
869,514.40625,0.7200058070000002,0.7699976
870,514.4375,0.704807711,0.7523078
871,514.46875,0.689614974,0.7426031
872,514.5,0.675835447,0.7410524
873,514.53125,0.665148587,0.7419632
874,514.5625,0.658812408,0.74133617
875,514.59375,0.657308503,0.7411096
876,514.625,0.6606517129999999,0.74430704
877,514.65625,0.668186737,0.75019956
878,514.6875,0.678335355,0.7559864
879,514.71875,0.6893237179999999,0.7624179
880,514.75,0.699795853,0.7675752
881,514.78125,0.709096905,0.77015513
882,514.8125,0.716912433,0.77458847
883,514.84375,0.722900856,0.7829247
884,514.875,0.726768319,0.79182714
885,514.90625,0.72883599,0.7996233
886,514.9375,0.7301964790000001,0.80644786
887,514.96875,0.7324001739999999,0.81201494
888,515.0,0.7365966170000001,0.8151823
889,515.03125,0.743071805,0.8161171
890,515.0625,0.7512563870000001,0.8167557
891,515.09375,0.760043253,0.816236
892,515.125,0.7684578919999999,0.81614375
893,515.15625,0.7758198070000001,0.8170154
894,515.1875,0.781683362,0.8173814
895,515.21875,0.785562852,0.8172024
896,515.25,0.786895105,0.81574565
897,515.28125,0.7854909870000001,0.81363505
898,515.3125,0.781587606,0.8114421
899,515.34375,0.775605048,0.80859256
900,515.375,0.7678223660000001,0.80121464
901,515.40625,0.758114655,0.78672594
902,515.4375,0.746431209,0.7713736
903,515.46875,0.7335403890000001,0.7613437
904,515.5,0.721088737,0.7573848
905,515.53125,0.7113453740000001,0.75510156
906,515.5625,0.7064288040000001,0.75244516
907,515.59375,0.7075521109999999,0.75099146
908,515.625,0.7144622070000001,0.7519237
909,515.65625,0.7251092720000001,0.75490826
910,515.6875,0.7367616240000001,0.7596017
911,515.71875,0.747391727,0.7674107
912,515.75,0.7558633379999999,0.7734151
913,515.78125,0.762012045,0.774987
914,515.8125,0.76638962,0.77694035
915,515.84375,0.7700764090000001,0.7827294
916,515.875,0.7742655079999999,0.79053044
917,515.90625,0.779763022,0.79740465
918,515.9375,0.786990823,0.8028765
919,515.96875,0.796185403,0.80806
920,516.0,0.8072599570000001,0.81251955
921,516.03125,0.819376153,0.8141199
922,516.0625,0.830800025,0.8136661
923,516.09375,0.8394335829999999,0.8128337
924,516.125,0.843436643,0.81260186
925,516.15625,0.841647246,0.8114222
926,516.1875,0.834089843,0.8080844
927,516.21875,0.8217604,0.8036822
928,516.25,0.806071264,0.79922134
929,516.28125,0.78866546,0.79404753
930,516.3125,0.7707098829999999,0.7877119
931,516.34375,0.7525637740000001,0.78127587
932,516.375,0.7343196059999999,0.77157414
933,516.40625,0.716490651,0.75400656
934,516.4375,0.699446566,0.7342098
935,516.46875,0.6834882459999999,0.722189
936,516.5,0.669331524,0.71724963
937,516.53125,0.6575805889999999,0.7142368
938,516.5625,0.648494527,0.71185184
939,516.59375,0.642021197,0.7099818
940,516.625,0.637802972,0.70911545
941,516.65625,0.635264095,0.71005416
942,516.6875,0.6337310589999999,0.7136041
943,516.71875,0.632555493,0.71833175
944,516.75,0.631231787,0.71961385
945,516.78125,0.629526029,0.7173921
946,516.8125,0.627513594,0.718188
947,516.84375,0.62548933,0.7244389
948,516.875,0.6237524489999999,0.7316486
949,516.90625,0.622346406,0.73784745
950,516.9375,0.62118979,0.7436031
951,516.96875,0.620262042,0.7495593
952,517.0,0.619579955,0.7543334
953,517.03125,0.619107788,0.75664175
954,517.0625,0.6188325889999999,0.75726753
955,517.09375,0.618834173,0.7572671
956,517.125,0.619194152,0.7569974
957,517.15625,0.619870944,0.757291
958,517.1875,0.620708766,0.75779766
959,517.21875,0.621508708,0.7575096
960,517.25,0.622060453,0.7563231
961,517.28125,0.6221898339999999,0.75502646
962,517.3125,0.621742551,0.75476533
963,517.34375,0.620593344,0.75434226
964,517.375,0.618642945,0.7481052
965,517.40625,0.615800792,0.73198324
966,517.4375,0.6120369729999999,0.71542376
967,517.46875,0.607475846,0.70655036
968,517.5,0.6024000820000001,0.7044393
969,517.53125,0.597220035,0.7046184
970,517.5625,0.592483485,0.7050473
971,517.59375,0.588763756,0.7060362
972,517.625,0.586416526,0.7083375
973,517.65625,0.585550392,0.71175545
974,517.6875,0.586064505,0.7160186
975,517.71875,0.587659411,0.71970516
976,517.75,0.5899719489999999,0.7215083
977,517.78125,0.5926547679999999,0.721579
978,517.8125,0.595411864,0.7244479
979,517.84375,0.5979429629999999,0.73120505
980,517.875,0.600001779,0.7393296
981,517.90625,0.601521631,0.7461933
982,517.9375,0.602719051,0.75134295
983,517.96875,0.604016615,0.7570463
984,518.0,0.6058348689999999,0.7628057
985,518.03125,0.608335458,0.7662787
986,518.0625,0.6113585229999999,0.76664335
987,518.09375,0.6146849320000001,0.7661596
988,518.125,0.618248771,0.76665825
989,518.15625,0.621992535,0.7672611
990,518.1875,0.625704256,0.7668489
991,518.21875,0.629081574,0.76588035
992,518.25,0.6319271089999999,0.7653823
993,518.28125,0.6341926960000001,0.7660603
994,518.3125,0.635780529,0.7667991
995,518.34375,0.636381392,0.76559067
996,518.375,0.635561331,0.75914097
997,518.40625,0.63301524,0.7450876
998,518.4375,0.628932696,0.732813
999,518.46875,0.624209673,0.726974
1000,518.5,0.620135366,0.7260773
1001,518.53125,0.618250999,0.7265782
1002,518.5625,0.620016376,0.726786
1003,518.59375,0.626219382,0.7289302
1004,518.625,0.636258394,0.7335496
1005,518.65625,0.64824917,0.7400396
1006,518.6875,0.660328847,0.7467499
1007,518.71875,0.671485352,0.75314844
1008,518.75,0.681352005,0.7574018
1009,518.78125,0.689807785,0.75937706
1010,518.8125,0.69666313,0.7630367
1011,518.84375,0.701768718,0.7706877
1012,518.875,0.705338809,0.7797896
1013,518.90625,0.708326653,0.78809303
1014,518.9375,0.712314853,0.7942563
1015,518.96875,0.7189012029999999,0.7991621
1016,519.0,0.728713823,0.80404043
1017,519.03125,0.740655219,0.80751497
1018,519.0625,0.752926346,0.8084841
1019,519.09375,0.7645041730000001,0.8088877
1020,519.125,0.7751680270000001,0.8086064
1021,519.15625,0.7846897670000001,0.80788785
1022,519.1875,0.7921543909999998,0.8067938
1023,519.21875,0.7962309120000002,0.8049006
1024,519.25,0.7957055579999999,0.80316776
1025,519.28125,0.7899133570000001,0.8008611
1026,519.3125,0.7790871949999999,0.79715407
1027,519.34375,0.7639238420000001,0.7932084
1028,519.375,0.745578378,0.7840313
1029,519.40625,0.725103486,0.7660455
1030,519.4375,0.703978153,0.7499285
1031,519.46875,0.6840012790000001,0.7416003
1032,519.5,0.666638226,0.7391392
1033,519.53125,0.653590356,0.73717785
1034,519.5625,0.646305713,0.73468804
1035,519.59375,0.6453048570000001,0.7347181
1036,519.625,0.650000342,0.7382017
1037,519.65625,0.658373389,0.74285686
1038,519.6875,0.667799528,0.7476701
1039,519.71875,0.676734623,0.75338227
1040,519.75,0.685023185,0.75749576
1041,519.78125,0.6930278540000001,0.758852
1042,519.8125,0.700914417,0.7613788
1043,519.84375,0.7085205529999999,0.7693858
1044,519.875,0.71535752,0.7802691
1045,519.90625,0.720865502,0.78964156
1046,519.9375,0.7253548790000001,0.7952238
1047,519.96875,0.730453703,0.800418
1048,520.0,0.7383161659999998,0.8059188
1049,520.03125,0.749706495,0.8093527
1050,520.0625,0.762927664,0.8109667
1051,520.09375,0.775457539,0.81194425
1052,520.125,0.7859885870000001,0.8130374
1053,520.15625,0.7943059809999998,0.81311625
1054,520.1875,0.8003367670000001,0.8118033
1055,520.21875,0.803569073,0.810345
1056,520.25,0.8032655470000001,0.8088732
1057,520.28125,0.7988139930000001,0.8070563
1058,520.3125,0.7898626870000001,0.804584
1059,520.34375,0.7764681070000001,0.80060905
1060,520.375,0.759332571,0.79043716
1061,520.40625,0.73918962,0.77161723
1062,520.4375,0.717288832,0.7539631
1063,520.46875,0.6958797959999999,0.7440506
1064,520.5,0.677254775,0.7392414
1065,520.53125,0.663063198,0.73672324
1066,520.5625,0.655141004,0.7365848
1067,520.59375,0.655027857,0.73795456
1068,520.625,0.662153051,0.7392465
1069,520.65625,0.6741052909999999,0.74246913
1070,520.6875,0.68826741,0.74946284
1071,520.71875,0.702413216,0.75644505
1072,520.75,0.714953835,0.7615219
1073,520.78125,0.7249400099999999,0.76485854
1074,520.8125,0.7320819320000002,0.76927507
1075,520.84375,0.7365018020000001,0.7764466
1076,520.875,0.738559275,0.78489393
1077,520.90625,0.7390144309999999,0.7929292
1078,520.9375,0.7391127030000001,0.7992705
1079,520.96875,0.740419241,0.80547017
1080,521.0,0.744075679,0.8100678
1081,521.03125,0.750330223,0.8118275
1082,521.0625,0.7586232629999999,0.8130479
1083,521.09375,0.767987024,0.81421787
1084,521.125,0.7774434570000001,0.8143235
1085,521.15625,0.786377659,0.81373817
1086,521.1875,0.79437973,0.81376386
1087,521.21875,0.8007411999999999,0.81451017
1088,521.25,0.8042140759999999,0.8149019
1089,521.28125,0.803442059,0.813505
1090,521.3125,0.7977846,0.81049925
1091,521.34375,0.7874691640000001,0.8068231
1092,521.375,0.773481325,0.7984518
1093,521.40625,0.7569302040000001,0.7822308
1094,521.4375,0.73897747,0.7643732
1095,521.46875,0.720826203,0.7510685
1096,521.5,0.703318034,0.74522996
1097,521.53125,0.6873767209999999,0.744044
1098,521.5625,0.6739633509999999,0.7428152
1099,521.59375,0.663625032,0.7409351
1100,521.625,0.6564575460000001,0.7408455
1101,521.65625,0.652412335,0.7430356
1102,521.6875,0.651067752,0.7472061
1103,521.71875,0.651649666,0.7526231
1104,521.75,0.653333456,0.7571496
1105,521.78125,0.655315659,0.75903463
1106,521.8125,0.657102199,0.7617484
1107,521.84375,0.658762757,0.76814944
1108,521.875,0.660868269,0.77668357
1109,521.90625,0.664050379,0.78545886
1110,521.9375,0.668641351,0.792894
1111,521.96875,0.6747412859999999,0.79955274
1112,522.0,0.682238969,0.8037121
1113,522.03125,0.6908617690000001,0.8053808
1114,522.0625,0.7001363979999999,0.80630577
1115,522.09375,0.709373577,0.80685776
1116,522.125,0.717781098,0.80680656
1117,522.15625,0.724682308,0.8060956
1118,522.1875,0.729542004,0.80548096
1119,522.21875,0.731803262,0.80506635
1120,522.25,0.73103993,0.80284053
1121,522.28125,0.7273686629999999,0.7993095
1122,522.3125,0.7213912659999999,0.7960527
1123,522.34375,0.713875727,0.79270345
1124,522.375,0.705367765,0.7859712
1125,522.40625,0.696122707,0.77250665
1126,522.4375,0.686264852,0.7580155
1127,522.46875,0.676304803,0.74871
1128,522.5,0.667374111,0.7460048
1129,522.53125,0.661075221,0.74580956
1130,522.5625,0.658313865,0.7444295
1131,522.59375,0.659063126,0.7440705
1132,522.625,0.662746622,0.7451988
1133,522.65625,0.668483885,0.7484469
1134,522.6875,0.675324622,0.753631
1135,522.71875,0.682322,0.7586005
1136,522.75,0.688739324,0.7607198
1137,522.78125,0.6944487540000001,0.76088387
1138,522.8125,0.699782728,0.7639614
1139,522.84375,0.705162713,0.77011895
1140,522.875,0.710830932,0.7791589
1141,522.90625,0.716879133,0.7889808
1142,522.9375,0.723449263,0.7965204
1143,522.96875,0.7309265319999999,0.8014137
1144,523.0,0.740071136,0.8057958
1145,523.03125,0.7513803859999999,0.80812955
1146,523.0625,0.7644135999999999,0.80797863
1147,523.09375,0.777634843,0.8079851
1148,523.125,0.7890349620000001,0.8074085
1149,523.15625,0.7973614240000001,0.80597955
1150,523.1875,0.802223342,0.8045319
1151,523.21875,0.803641284,0.8024058
1152,523.25,0.801621039,0.7991539
1153,523.28125,0.7961020709999999,0.79498255
1154,523.3125,0.787120479,0.7902701
1155,523.34375,0.774847575,0.78542906
1156,523.375,0.759554694,0.7772622
1157,523.40625,0.741546651,0.76246554
1158,523.4375,0.72173578,0.7467128
1159,523.46875,0.701695664,0.734898
1160,523.5,0.682896552,0.72885734
1161,523.53125,0.666940789,0.7251272
1162,523.5625,0.655140323,0.7209119
1163,523.59375,0.647779746,0.71727794
1164,523.625,0.644342162,0.7165321
1165,523.65625,0.643767608,0.7180395
1166,523.6875,0.644647359,0.7203727
1167,523.71875,0.6457693870000001,0.72289264
1168,523.75,0.646441454,0.723517
1169,523.78125,0.646364796,0.7220502
1170,523.8125,0.645390448,0.7228652
1171,523.84375,0.643382891,0.7285703
1172,523.875,0.6402885420000001,0.7362394
1173,523.90625,0.6363015470000001,0.74290293
1174,523.9375,0.631881493,0.74870783
1175,523.96875,0.627709844,0.75429595
1176,524.0,0.624561011,0.75754493
1177,524.03125,0.622909371,0.75760007
1178,524.0625,0.6227640170000001,0.75576776
1179,524.09375,0.623855646,0.7550078
1180,524.125,0.625783175,0.75510013
1181,524.15625,0.628066979,0.7544427
1182,524.1875,0.63018467,0.7531189
1183,524.21875,0.631685544,0.7512375
1184,524.25,0.6322680270000001,0.74937135
1185,524.28125,0.631800816,0.7477954
1186,524.3125,0.63026473,0.7461039
1187,524.34375,0.6276471339999999,0.7440509
1188,524.375,0.623926248,0.73710686
1189,524.40625,0.619128482,0.721136
1190,524.4375,0.613386192,0.7042021
1191,524.46875,0.607034094,0.69449097
1192,524.5,0.600654561,0.6911087
1193,524.53125,0.594871264,0.68993
1194,524.5625,0.5901893579999999,0.6896707
1195,524.59375,0.586937106,0.6900146
1196,524.625,0.5851942489999999,0.69083583
1197,524.65625,0.58474771,0.6934465
1198,524.6875,0.585209874,0.69849753
1199,524.71875,0.586141569,0.7024259
1200,524.75,0.587202055,0.70363665
1201,524.78125,0.58820657,0.7034393
1202,524.8125,0.58907754,0.70690763
1203,524.84375,0.589767134,0.71417487
1204,524.875,0.590228509,0.7212379
1205,524.90625,0.5904820239999999,0.72747123
1206,524.9375,0.590661911,0.7342141
1207,524.96875,0.590988916,0.7389063
1208,525.0,0.591683359,0.7425699
1209,525.03125,0.59291561,0.7452919
1210,525.0625,0.594780003,0.74576724
1211,525.09375,0.597248753,0.74710155
1212,525.125,0.600072991,0.7484895
1213,525.15625,0.602900628,0.748296
1214,525.1875,0.605451063,0.7477348
1215,525.21875,0.60759215,0.74805015
1216,525.25,0.609285384,0.7490139
1217,525.28125,0.610461592,0.749152
1218,525.3125,0.611003885,0.7487961
1219,525.34375,0.610751918,0.7485912
1220,525.375,0.609520549,0.743126
1221,525.40625,0.607130801,0.7275595
1222,525.4375,0.603551551,0.71153057
1223,525.46875,0.599104057,0.7029393
1224,525.5,0.5944364289999999,0.7017204
1225,525.53125,0.590517513,0.70318466
1226,525.5625,0.588449204,0.7047156
1227,525.59375,0.588939264,0.7060238
1228,525.625,0.5920714260000001,0.7091902
1229,525.65625,0.597473529,0.7148827
1230,525.6875,0.604397485,0.72243553
1231,525.71875,0.6119417979999999,0.72888106
1232,525.75,0.61945052,0.73295873
1233,525.78125,0.626598515,0.7356538
1234,525.8125,0.6330734,0.74161714
1235,525.84375,0.638540443,0.7496056
1236,525.875,0.643075305,0.75817144
1237,525.90625,0.6475015479999999,0.7674285
1238,525.9375,0.653087318,0.77658266
1239,525.96875,0.660768549,0.7837817
1240,526.0,0.67070862,0.7896936
1241,526.03125,0.6820346559999999,0.79306483
1242,526.0625,0.693524809,0.79483896
1243,526.09375,0.704236106,0.79807967
1244,526.125,0.713498706,0.8001685
1245,526.15625,0.721204515,0.8002712
1246,526.1875,0.727575452,0.8006022
1247,526.21875,0.732751782,0.8019712
1248,526.25,0.736465068,0.80206674
1249,526.28125,0.7382151790000001,0.8009948
1250,526.3125,0.737536456,0.8004278
1251,526.34375,0.7342260319999999,0.7992731
1252,526.375,0.728424176,0.79210156
1253,526.40625,0.7204641639999999,0.7763019
1254,526.4375,0.7111727640000001,0.76074046
1255,526.46875,0.7020307570000001,0.75234973
1256,526.5,0.6947553040000001,0.7498877
1257,526.53125,0.690935112,0.7489335
1258,526.5625,0.691843751,0.74842525
1259,526.59375,0.698017146,0.74975806
1260,526.625,0.708659128,0.7529728
1261,526.65625,0.721791287,0.7580768
1262,526.6875,0.7350894379999999,0.76527256
1263,526.71875,0.7469034259999999,0.7712527
1264,526.75,0.756849405,0.77430326
1265,526.78125,0.765478388,0.77584845
1266,526.8125,0.773558773,0.7801282
1267,526.84375,0.7814898309999999,0.7871229
1268,526.875,0.7892990190000001,0.7958686
1269,526.90625,0.797094491,0.8055787
1270,526.9375,0.8056123079999999,0.8146881
1271,526.96875,0.816399348,0.8218861
1272,527.0,0.8315363309999999,0.82594264
1273,527.03125,0.853161898,0.83855385
1274,527.0625,0.882012142,0.86419976
1275,527.09375,0.915623228,0.8930004
1276,527.125,0.949319572,0.9166024
1277,527.15625,0.979465613,0.93557805
1278,527.1875,1.004194318,0.95508254
1279,527.21875,1.022278389,0.9718016
1280,527.25,1.032188023,0.98105013
1281,527.28125,1.032422157,0.98184246
1282,527.3125,1.022495929,0.9761221
1283,527.34375,1.002900942,0.9621273
1284,527.375,0.974979288,0.91990954
1285,527.40625,0.94034984,0.8392653
1286,527.4375,0.901290667,0.7905679
1287,527.46875,0.8610202090000001,0.77695173
1288,527.5,0.8229155879999999,0.7686932
1289,527.53125,0.789767572,0.7631472
1290,527.5625,0.7635450559999998,0.758533
1291,527.59375,0.745133432,0.75595856
1292,527.625,0.7340729490000001,0.7553759
1293,527.65625,0.7285740829999999,0.756619
1294,527.6875,0.7266088200000002,0.7600883
1295,527.71875,0.7266348180000001,0.76316637
1296,527.75,0.72785009,0.7652259
1297,527.78125,0.7298625240000001,0.76607424
1298,527.8125,0.732062109,0.76945674
1299,527.84375,0.733556643,0.77603537
1300,527.875,0.7337965100000001,0.7842335
1301,527.90625,0.733016387,0.7920229
1302,527.9375,0.7320323879999999,0.79807544
1303,527.96875,0.7317214570000001,0.80148077
1304,528.0,0.7327880440000001,0.8029888
1305,528.03125,0.735725163,0.8027865
1306,528.0625,0.740358811,0.8022408
1307,528.09375,0.7454933709999998,0.8008089
1308,528.125,0.7495182129999999,0.7992723
1309,528.15625,0.7511728390000001,0.7984911
1310,528.1875,0.7497809529999999,0.79732704
1311,528.21875,0.7451605950000001,0.79473144
1312,528.25,0.7375871740000001,0.7910356
1313,528.28125,0.7276534209999999,0.78686297
1314,528.3125,0.7160452909999999,0.7827087
1315,528.34375,0.703310385,0.7786499
1316,528.375,0.6898364990000001,0.7704367
1317,528.40625,0.6758717209999999,0.75425863
1318,528.4375,0.661864023,0.73724645
1319,528.46875,0.648566993,0.7273502
1320,528.5,0.636916705,0.72583765
1321,528.53125,0.628284529,0.7269338
1322,528.5625,0.6236981079999999,0.7268183
1323,528.59375,0.623569056,0.7285878
1324,528.625,0.627722971,0.731687
1325,528.65625,0.6354514379999999,0.73538
1326,528.6875,0.645828992,0.74137986
1327,528.71875,0.6577266070000001,0.7485713
1328,528.75,0.669771873,0.7534848
1329,528.78125,0.680853004,0.75646544
1330,528.8125,0.690354923,0.76324785
1331,528.84375,0.6981832579999999,0.7737234
1332,528.875,0.704851162,0.7835745
1333,528.90625,0.71195078,0.7916366
1334,528.9375,0.7221508409999999,0.7981407
1335,528.96875,0.7380774590000001,0.80355287
1336,529.0,0.760451775,0.80834514
1337,529.03125,0.7875156640000001,0.8126082
1338,529.0625,0.8154625679999999,0.81655777
1339,529.09375,0.840081071,0.8195051
1340,529.125,0.858550644,0.8225758
1341,529.15625,0.869320676,0.82640684
1342,529.1875,0.8727446209999999,0.83186805
1343,529.21875,0.8702082900000001,0.8315097
1344,529.25,0.863462948,0.8272281
1345,529.28125,0.853822602,0.81804156
1346,529.3125,0.8415235579999999,0.8064926
1347,529.34375,0.82613018,0.8015053
1348,529.375,0.807613467,0.79266965
1349,529.40625,0.7862363040000002,0.7781637
1350,529.4375,0.7629159169999999,0.76337135
1351,529.46875,0.7394620940000001,0.75366265
1352,529.5,0.7178514009999999,0.74827933
1353,529.53125,0.699640365,0.74425083
1354,529.5625,0.6859976729999999,0.7412875
1355,529.59375,0.677969615,0.74099046
1356,529.625,0.675731194,0.7407985
1357,529.65625,0.67801135,0.74150366
1358,529.6875,0.68318667,0.74514705
1359,529.71875,0.68979604,0.749015
1360,529.75,0.6965938209999999,0.7514682
1361,529.78125,0.702757968,0.75443417
1362,529.8125,0.7076976859999999,0.76133984
1363,529.84375,0.71087519,0.76910466
1364,529.875,0.712075152,0.77632666
1365,529.90625,0.7119201709999999,0.7830764
1366,529.9375,0.71178257,0.78809476
1367,529.96875,0.7129295809999999,0.7920705
1368,530.0,0.7158159279999999,0.79555696
1369,530.03125,0.7196963879999999,0.7964212
1370,530.0625,0.723024129,0.79518956
1371,530.09375,0.7246656990000001,0.79418653
1372,530.125,0.724860231,0.7921488
1373,530.15625,0.7249356370000001,0.78963894
1374,530.1875,0.7263454640000002,0.7881586
1375,530.21875,0.7296572119999999,0.78548086
1376,530.25,0.734247293,0.7816955
1377,530.28125,0.738781549,0.7778402
1378,530.3125,0.7417129250000001,0.774306
1379,530.34375,0.741349197,0.7711979
1380,530.375,0.736062368,0.76546466
1381,530.40625,0.7251385020000002,0.7540975
1382,530.4375,0.709346668,0.74107504
1383,530.46875,0.6910471690000001,0.7315314
1384,530.5,0.6730801129999999,0.7272351
1385,530.53125,0.657917791,0.7263271
1386,530.5625,0.647214931,0.7250714
1387,530.59375,0.641458386,0.7226212
1388,530.625,0.6400260520000001,0.7205742
1389,530.65625,0.641813627,0.72044516
1390,530.6875,0.645621424,0.7233505
1391,530.71875,0.6502177720000001,0.7270289
1392,530.75,0.6544368420000001,0.730465
1393,530.78125,0.6570529070000001,0.7329172
