,Time (d),COD_meas_GA (gCOD/m3),COD_pred_GA (gCOD/m3)
1044,552.5625,53.40697739800001,54.805397
1045,552.625,53.084221301000014,54.58961
1046,552.6875,52.95802388300001,54.356544
1047,552.75,53.183829094,54.284447
1048,552.8125,53.258003753999986,54.570683
1049,552.875,53.32165631000001,54.693832
1050,552.9375,53.373164824999996,54.772495
1051,553.0,53.3231488,54.852135
1052,553.0625,53.234092471000004,54.839096
1053,553.125,53.159973908000005,54.760857
1054,553.1875,53.069360541,54.643665
1055,553.25,52.95516795500001,54.512894
1056,553.3125,52.876889948999995,54.347805
1057,553.375,52.946792114000004,54.221783
1058,553.4375,53.210251631000006,54.352734
1059,553.5,53.33511864000001,54.607414
1060,553.5625,53.371105158000006,54.7525
1061,553.625,53.396008548000005,54.887043
1062,553.6875,53.473905239,54.974983
1063,553.75,53.605000648,55.115948
1064,553.8125,53.687397917,55.315376
1065,553.875,53.94518250300001,55.43752
1066,553.9375,54.076050638999995,55.677242
1067,554.0,53.904318797,55.81231
1068,554.0625,53.71687356700001,55.67391
1069,554.125,53.76615512699999,55.501217
1070,554.1875,53.741205394999994,55.533337
1071,554.25,53.69320391400001,55.463924
1072,554.3125,53.720401239,55.360928
1073,554.375,53.80683485,55.31819
1074,554.4375,54.24011408100001,55.414253
1075,554.5,54.37388637200001,55.792625
1076,554.5625,54.30564690000001,55.937065
1077,554.625,54.275783548999996,55.938454
1078,554.6875,54.162136827,55.97678
1079,554.75,54.104006399,55.919556
1080,554.8125,54.15882850799999,55.913006
1081,554.875,54.456365965,55.96383
1082,554.9375,54.674302385000004,56.261562
1083,555.0,54.611866107,56.48591
1084,555.0625,54.581402522999994,56.43574
1085,555.125,54.459496547,56.392216
1086,555.1875,54.302777696000014,56.231365
1087,555.25,54.21180855400001,56.029175
1088,555.3125,54.164025249,55.861286
1089,555.375,54.241435585,55.734
1090,555.4375,54.522091586,55.803757
1091,555.5,54.556853829999994,56.005142
1092,555.5625,54.664459743,56.015472
1093,555.625,54.63867246600001,56.20195
1094,555.6875,54.61022349100001,56.228092
1095,555.75,54.806887928,56.254604
1096,555.8125,55.30458036499999,56.491756
1097,555.875,55.573425629,56.969578
1098,555.9375,55.45815522,57.196747
1099,556.0,55.418381917,57.09425
1100,556.0625,55.29491996499999,57.051575
1101,556.125,55.27638136,56.915176
1102,556.1875,55.18897978100001,56.857784
1103,556.25,55.18987132500001,56.711365
1104,556.3125,55.27150272299999,56.63109
1105,556.375,55.252511906,56.60564
1106,556.4375,55.603497731000004,56.528454
1107,556.5,56.05047179600001,56.791027
1108,556.5625,56.04815285099999,57.208725
1109,556.625,55.867867158,57.26551
1110,556.6875,55.59757283300001,57.13111
1111,556.75,55.421793722,56.903618
1112,556.8125,55.25664663000002,56.766975
1113,556.875,55.414435905999994,56.629112
1114,556.9375,55.643174458999994,56.792477
