,loss_Bidirectional LSTM,val_loss_Bidirectional LSTM
0,0.003483779728412628,0.009919372387230396
1,0.002268738579005003,0.004576066043227911
2,0.001283173100091517,0.0033107243943959475
3,0.0010573908220976591,0.002863489091396332
4,0.0009767641313374043,0.0024973489344120026
5,0.0008969031623564661,0.002185162389650941
6,0.0008503993158228695,0.0020153361838310957
7,0.0009370333282276988,0.0020283046178519726
8,0.000789438548963517,0.001917189685627818
9,0.0007492694421671331,0.0017635398544371128
10,0.0007626718143001199,0.0015594696160405874
11,0.0007980740047059953,0.0013141445815563202
12,0.0006539005553349853,0.0013219603570178151
13,0.0007237304816953838,0.001189625938422978
14,0.0006396873504854739,0.0011564100859686732
15,0.0006804252043366432,0.001066662953235209
16,0.0006190711283124983,0.0010227514430880547
17,0.0006410398636944592,0.0009577568853273988
18,0.0005939130787737668,0.0009170551784336567
19,0.0006052978569641709,0.000867687922436744
20,0.0005722513305954635,0.0008337260806001723
21,0.0005733143188990653,0.0007955565233714879
22,0.0005520955892279744,0.0007666930323466659
23,0.0005471910699270666,0.0007374274428002536
24,0.0005340446950867772,0.0007134588086046278
25,0.0005273015121929348,0.0006909211515448987
26,0.000518596381880343,0.0006710943998768926
27,0.0005119993584230542,0.000652944843750447
28,0.0005054538487456739,0.0006362567073665559
29,0.0004995698691345751,0.0006209953571669757
30,0.0004940580693073571,0.0006064949557185173
31,0.0004886706592515111,0.0005933434003964067
32,0.0004837143933400512,0.0005807657726109028
33,0.00047883533989079297,0.0005692631821148098
34,0.00047441033530049026,0.0005581697914749384
35,0.0004699623677879572,0.0005476654623635113
36,0.00046569149708375335,0.0005376123590394855
37,0.00046160235069692135,0.0005281068733893335
38,0.00045775072067044675,0.0005191316013224423
39,0.0004540019144769758,0.0005104508600197732
40,0.00045035657240077853,0.0005020134267397225
41,0.00044680971768684685,0.0004940091748721898
42,0.0004432657442521304,0.00048642061301507056
43,0.0004397797747515142,0.0004791594692505896
44,0.0004363044281490147,0.000472165469545871
45,0.00043300018296577036,0.0004653680953197181
46,0.0004295117105357349,0.0004589218588080257
47,0.00042613540426827967,0.00045292641152627766
48,0.0004229182086419314,0.0004474101006053388
49,0.0004197835805825889,0.0004424287471920252
50,0.0004167546867392957,0.00043792693759314716
51,0.00041334881098009646,0.00043413927778601646
52,0.00041018787305802107,0.0004308580537326634
53,0.00040689861634746194,0.0004279494169168174
54,0.0004032027209177613,0.0004255888343323022
55,0.00039981905138120055,0.0004244249139446765
56,0.00039650496910326183,0.0004247512551955879
57,0.0003925297351088375,0.0004252693906892091
58,0.0003872367669828236,0.00042703168583102524
59,0.0003828462795354426,0.0004302269662730396
60,0.00037717510713264346,0.0004351054085418582
61,0.0003725338901858777,0.0004419071483425796
62,0.0003652488812804222,0.00045035628136247396
63,0.0003612027212511748,0.0004630594339687377
64,0.00034949593828059733,0.0004740361182484776
65,0.0003566856903489679,0.0004961818922311068
